replicate,seed,branch_separation,switching_rate,diffusion_sigma,observation_noise,n_observations,n_observed,n_true_transitions,state_accuracy,adjusted_rand_index,transition_precision,transition_recall,transition_f1,condition_index
27,476095569,0.5,0.05,0.2,0.1,40,40,1,0.675,0.10707995773159568,0.07692307692307693,1.0,0.14285714285714288,107
28,1937819668,0.5,0.05,0.2,0.1,40,40,0,0.925,0.0,0.0,,,107
29,2027042507,0.5,0.05,0.2,0.1,40,40,0,0.95,0.0,0.0,,,107
30,313813381,0.5,0.05,0.2,0.1,40,40,0,0.9,0.0,0.0,,,107
31,72988561,0.5,0.05,0.2,0.1,40,40,1,0.75,0.1571576763485477,0.0,0.0,0.0,107
32,1019569498,0.5,0.05,0.2,0.1,40,40,0,0.975,0.0,0.0,,,107
33,268699540,0.5,0.05,0.2,0.1,40,40,1,0.9,0.6199524940617577,0.0,0.0,0.0,107
34,1170072265,0.5,0.05,0.2,0.1,40,40,0,0.95,0.0,0.0,,,107
35,1666983965,0.5,0.05,0.2,0.1,40,40,0,1.0,1.0,,,,107
36,445931048,0.5,0.05,0.2,0.1,40,40,1,0.7,0.13001912045889114,0.09090909090909091,1.0,0.16666666666666669,107
37,170100302,0.5,0.05,0.2,0.1,40,40,0,0.925,0.0,0.0,,,107
38,41215977,0.5,0.05,0.2,0.1,40,40,0,0.9,0.0,0.0,,,107
39,1969903013,0.5,0.05,0.2,0.1,40,40,0,0.9,0.0,0.0,,,107
40,296873565,0.5,0.05,0.2,0.1,40,40,0,1.0,1.0,,,,107
41,98207208,0.5,0.05,0.2,0.1,40,40,0,0.75,0.0,0.0,,,107
42,2115935331,0.5,0.05,0.2,0.1,40,40,0,0.775,0.0,0.0,,,107
43,277394702,0.5,0.05,0.2,0.1,40,40,1,0.9,-0.03671706263498852,0.0,0.0,0.0,107
44,1963226232,0.5,0.05,0.2,0.1,40,40,0,0.925,0.0,0.0,,,107
45,1856970843,0.5,0.05,0.2,0.1,40,40,0,1.0,1.0,,,,107
46,2045089884,0.5,0.05,0.2,0.1,40,40,1,0.825,-0.0793616562432607,0.0,0.0,0.0,107
47,833095784,0.5,0.05,0.2,0.1,40,40,0,0.875,0.0,0.0,,,107
48,304236882,0.5,0.05,0.2,0.1,40,40,0,1.0,1.0,,,,107
49,1884398708,0.5,0.05,0.2,0.1,40,40,0,0.9,0.0,0.0,,,107
0,254235660,0.5,0.05,0.2,0.25,20,20,0,0.8,0.0,0.0,,,108
1,555101064,0.5,0.05,0.2,0.25,20,20,0,1.0,1.0,,,,108
2,422394553,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
3,181008215,0.5,0.05,0.2,0.25,20,20,1,0.7,0.11735427496958295,0.0,0.0,0.0,108
4,1476497400,0.5,0.05,0.2,0.25,20,20,1,0.5,-0.05555555555555548,0.0,0.0,0.0,108
5,975111964,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
6,2092679251,0.5,0.05,0.2,0.25,20,20,0,0.65,0.0,0.0,,,108
7,1830838282,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
8,183824991,0.5,0.05,0.2,0.25,20,20,2,0.8,0.3259423503325942,0.3333333333333333,1.0,0.5,108
9,1087459537,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
10,979725659,0.5,0.05,0.2,0.25,20,20,1,0.75,0.21087606600952485,0.125,1.0,0.2222222222222222,108
11,235221454,0.5,0.05,0.2,0.25,20,20,1,0.6,-0.0016474464579901622,0.0,0.0,0.0,108
12,767089116,0.5,0.05,0.2,0.25,20,20,0,0.95,0.0,0.0,,,108
13,663240017,0.5,0.05,0.2,0.25,20,20,0,1.0,1.0,,,,108
14,1516313874,0.5,0.05,0.2,0.25,20,20,0,0.8,0.0,0.0,,,108
15,1387169304,0.5,0.05,0.2,0.25,20,20,0,0.8,0.0,0.0,,,108
16,1865775411,0.5,0.05,0.2,0.25,20,20,0,0.65,0.0,0.0,,,108
17,1717971959,0.5,0.05,0.2,0.25,20,20,1,0.5,-0.05321507760532152,0.0,0.0,0.0,108
18,384016598,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
19,1544283070,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
20,1242867577,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
21,1759936992,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
22,2139959168,0.5,0.05,0.2,0.25,20,20,1,0.9,0.6061722708429295,0.2,1.0,0.33333333333333337,108
23,510719881,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
24,519701387,0.5,0.05,0.2,0.25,20,20,2,0.6,-0.008737971463333771,0.125,0.5,0.2,108
25,478145968,0.5,0.05,0.2,0.25,20,20,1,0.6,-0.030624929370550488,0.09090909090909091,1.0,0.16666666666666669,108
26,1572958043,0.5,0.05,0.2,0.25,20,20,0,0.95,0.0,0.0,,,108
27,583153178,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
28,1309640873,0.5,0.05,0.2,0.25,20,20,0,0.7,0.0,0.0,,,108
29,251163691,0.5,0.05,0.2,0.25,20,20,0,0.65,0.0,0.0,,,108
30,1634805658,0.5,0.05,0.2,0.25,20,20,1,0.9,0.6034782608695652,0.0,0.0,0.0,108
31,530416750,0.5,0.05,0.2,0.25,20,20,2,0.8,-0.07023411371237438,0.0,0.0,0.0,108
32,809359691,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
33,882847070,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
34,1034952667,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
35,952903115,0.5,0.05,0.2,0.25,20,20,0,0.6,0.0,0.0,,,108
36,102715835,0.5,0.05,0.2,0.25,20,20,0,0.8,0.0,0.0,,,108
37,996413430,0.5,0.05,0.2,0.25,20,20,0,0.95,0.0,0.0,,,108
38,1929691716,0.5,0.05,0.2,0.25,20,20,1,0.45,-0.0416435928674272,0.16666666666666666,1.0,0.2857142857142857,108
39,42717196,0.5,0.05,0.2,0.25,20,20,1,0.85,0.3824091778202676,0.2,1.0,0.33333333333333337,108
40,405564718,0.5,0.05,0.2,0.25,20,20,0,0.55,0.0,0.0,,,108
41,1299490708,0.5,0.05,0.2,0.25,20,20,0,0.85,0.0,0.0,,,108
42,406267734,0.5,0.05,0.2,0.25,20,20,1,0.75,0.21917808219178084,0.0,0.0,0.0,108
43,255697322,0.5,0.05,0.2,0.25,20,20,1,0.55,-0.0306849315068493,0.0,0.0,0.0,108
44,1357798306,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
45,1120447839,0.5,0.05,0.2,0.25,20,20,0,0.95,0.0,0.0,,,108
46,76608575,0.5,0.05,0.2,0.25,20,20,0,0.75,0.0,0.0,,,108
47,683178816,0.5,0.05,0.2,0.25,20,20,0,0.6,0.0,0.0,,,108
48,720128432,0.5,0.05,0.2,0.25,20,20,0,0.9,0.0,0.0,,,108
49,185441182,0.5,0.05,0.2,0.25,20,20,0,0.8,0.0,0.0,,,108
0,607325411,0.5,0.05,0.2,0.25,40,40,0,0.75,0.0,0.0,,,109
1,1956956864,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
2,765307598,0.5,0.05,0.2,0.25,40,40,0,0.8,0.0,0.0,,,109
3,274540450,0.5,0.05,0.2,0.25,40,40,1,0.85,0.47738693467336685,0.0,0.0,0.0,109
4,431339379,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
5,622826750,0.5,0.05,0.2,0.25,40,40,1,0.625,-0.019064342154772367,0.09090909090909091,1.0,0.16666666666666669,109
6,1028682687,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
7,262262565,0.5,0.05,0.2,0.25,40,40,0,0.95,0.0,0.0,,,109
8,293188631,0.5,0.05,0.2,0.25,40,40,0,0.875,0.0,0.0,,,109
9,1303330604,0.5,0.05,0.2,0.25,40,40,0,0.875,0.0,0.0,,,109
10,1825741196,0.5,0.05,0.2,0.25,40,40,0,0.775,0.0,0.0,,,109
11,2096817214,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
12,281830858,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
13,1086361490,0.5,0.05,0.2,0.25,40,40,0,0.675,0.0,0.0,,,109
14,1354148093,0.5,0.05,0.2,0.25,40,40,2,0.775,0.16174907169160133,0.11764705882352941,1.0,0.21052631578947367,109
15,1065408870,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
16,851370370,0.5,0.05,0.2,0.25,40,40,0,0.775,0.0,0.0,,,109
17,1048582705,0.5,0.05,0.2,0.25,40,40,0,0.95,0.0,0.0,,,109
18,129744247,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
19,1255323146,0.5,0.05,0.2,0.25,40,40,0,0.925,0.0,0.0,,,109
20,72657299,0.5,0.05,0.2,0.25,40,40,1,0.5,-0.024193283655582053,0.06666666666666667,1.0,0.125,109
21,1663310053,0.5,0.05,0.2,0.25,40,40,0,0.7,0.0,0.0,,,109
22,580643312,0.5,0.05,0.2,0.25,40,40,0,0.85,0.0,0.0,,,109
23,1213859755,0.5,0.05,0.2,0.25,40,40,0,0.65,0.0,0.0,,,109
24,2060111576,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
25,1147726238,0.5,0.05,0.2,0.25,40,40,2,0.7,0.0094564256071843,0.06666666666666667,0.5,0.11764705882352941,109
26,1587770125,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
27,1927534742,0.5,0.05,0.2,0.25,40,40,0,0.65,0.0,0.0,,,109
28,2028484627,0.5,0.05,0.2,0.25,40,40,1,0.725,0.09710428913564108,0.0,0.0,0.0,109
29,312406258,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
30,1715186986,0.5,0.05,0.2,0.25,40,40,0,0.775,0.0,0.0,,,109
31,1475671172,0.5,0.05,0.2,0.25,40,40,1,0.75,0.22802850356294543,0.0,0.0,0.0,109
32,1766544838,0.5,0.05,0.2,0.25,40,40,1,0.75,0.09972299168975084,0.09090909090909091,1.0,0.16666666666666669,109
33,373392304,0.5,0.05,0.2,0.25,40,40,0,0.925,0.0,0.0,,,109
34,924023474,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
35,125731314,0.5,0.05,0.2,0.25,40,40,0,0.8,0.0,0.0,,,109
36,964668515,0.5,0.05,0.2,0.25,40,40,0,0.85,0.0,0.0,,,109
37,2111307407,0.5,0.05,0.2,0.25,40,40,0,0.75,0.0,0.0,,,109
38,817899279,0.5,0.05,0.2,0.25,40,40,0,0.975,0.0,0.0,,,109
39,155321869,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
40,1231611543,0.5,0.05,0.2,0.25,40,40,2,0.725,0.18156700217090982,0.0,0.0,0.0,109
41,1997197589,0.5,0.05,0.2,0.25,40,40,0,0.55,0.0,0.0,,,109
42,2055275912,0.5,0.05,0.2,0.25,40,40,0,0.975,0.0,0.0,,,109
43,1155183326,0.5,0.05,0.2,0.25,40,40,0,0.65,0.0,0.0,,,109
44,828289642,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
45,53697792,0.5,0.05,0.2,0.25,40,40,0,0.725,0.0,0.0,,,109
46,810223297,0.5,0.05,0.2,0.25,40,40,0,0.9,0.0,0.0,,,109
47,370846542,0.5,0.05,0.2,0.25,40,40,0,0.825,0.0,0.0,,,109
48,1196260189,0.5,0.05,0.2,0.25,40,40,0,0.8,0.0,0.0,,,109
49,728700648,0.5,0.05,0.2,0.25,40,40,0,0.875,0.0,0.0,,,109
0,2001438456,0.5,0.05,0.2,0.5,20,20,0,0.35,0.0,0.0,,,110
1,212622261,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
2,150139641,0.5,0.05,0.2,0.5,20,20,0,0.8,0.0,0.0,,,110
3,695741693,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
4,814829597,0.5,0.05,0.2,0.5,20,20,0,0.9,0.0,0.0,,,110
5,546792245,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
6,1894657765,0.5,0.05,0.2,0.5,20,20,2,0.6,-0.024258760107816673,0.0,0.0,0.0,110
7,1022319668,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
8,267486991,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
9,9657087,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
10,529563198,0.5,0.05,0.2,0.5,20,20,1,0.55,-0.047210778309765014,0.08333333333333333,1.0,0.15384615384615385,110
11,1958092783,0.5,0.05,0.2,0.5,20,20,0,0.55,0.0,0.0,,,110
12,1075987202,0.5,0.05,0.2,0.5,20,20,0,0.55,0.0,0.0,,,110
13,852174888,0.5,0.05,0.2,0.5,20,20,0,0.5,0.0,0.0,,,110
14,1229261343,0.5,0.05,0.2,0.5,20,20,0,0.95,0.0,0.0,,,110
15,1394478534,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
16,1550274392,0.5,0.05,0.2,0.5,20,20,1,0.65,0.04422332780541742,0.09090909090909091,1.0,0.16666666666666669,110
17,9468954,0.5,0.05,0.2,0.5,20,20,2,0.9,0.6208425720620843,0.3333333333333333,1.0,0.5,110
18,739300772,0.5,0.05,0.2,0.5,20,20,0,0.55,0.0,0.0,,,110
19,483984272,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
20,1051550807,0.5,0.05,0.2,0.5,20,20,0,0.85,0.0,0.0,,,110
21,924046012,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
22,808380434,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
23,316471580,0.5,0.05,0.2,0.5,20,20,0,0.6,0.0,0.0,,,110
24,1313949091,0.5,0.05,0.2,0.5,20,20,1,0.75,-0.06837606837606855,0.0,0.0,0.0,110
25,767080171,0.5,0.05,0.2,0.5,20,20,0,0.6,0.0,0.0,,,110
26,1078504676,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
27,2031633344,0.5,0.05,0.2,0.5,20,20,3,0.65,0.042529626758223485,0.2222222222222222,0.6666666666666666,0.3333333333333333,110
28,156392713,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
29,826912646,0.5,0.05,0.2,0.5,20,20,1,0.7,0.0810686319668355,0.0,0.0,0.0,110
30,1036216596,0.5,0.05,0.2,0.5,20,20,0,0.6,0.0,0.0,,,110
31,1809831517,0.5,0.05,0.2,0.5,20,20,1,0.6,-0.04575163398692798,0.125,1.0,0.2222222222222222,110
32,386137755,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
33,1869263408,0.5,0.05,0.2,0.5,20,20,1,0.8,0.274116523400191,0.14285714285714285,1.0,0.25,110
34,1525804807,0.5,0.05,0.2,0.5,20,20,0,0.55,0.0,0.0,,,110
35,975481576,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
36,1288617301,0.5,0.05,0.2,0.5,20,20,0,0.8,0.0,0.0,,,110
37,1442089111,0.5,0.05,0.2,0.5,20,20,0,0.85,0.0,0.0,,,110
38,687392796,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
39,110424429,0.5,0.05,0.2,0.5,20,20,0,0.6,0.0,0.0,,,110
40,902957428,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
41,594252647,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
42,1846508942,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
43,212253666,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
44,1438807878,0.5,0.05,0.2,0.5,20,20,1,0.85,0.4633957248864769,0.0,0.0,0.0,110
45,2065173193,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
46,471369732,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
47,1246747345,0.5,0.05,0.2,0.5,20,20,0,0.65,0.0,0.0,,,110
48,1028428203,0.5,0.05,0.2,0.5,20,20,0,0.7,0.0,0.0,,,110
49,1561906563,0.5,0.05,0.2,0.5,20,20,0,0.75,0.0,0.0,,,110
0,802089893,0.5,0.05,0.2,0.5,40,40,0,0.775,0.0,0.0,,,111
1,313589618,0.5,0.05,0.2,0.5,40,40,0,0.4,0.0,0.0,,,111
2,221010519,0.5,0.05,0.2,0.5,40,40,0,0.775,0.0,0.0,,,111
3,639851395,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
4,854727597,0.5,0.05,0.2,0.5,40,40,1,0.675,0.06307749168411983,0.0,0.0,0.0,111
5,1120173041,0.5,0.05,0.2,0.5,40,40,1,0.575,0.005322687957418549,0.05263157894736842,1.0,0.1,111
6,1720036836,0.5,0.05,0.2,0.5,40,40,0,0.7,0.0,0.0,,,111
7,1548480261,0.5,0.05,0.2,0.5,40,40,0,0.775,0.0,0.0,,,111
8,2110805284,0.5,0.05,0.2,0.5,40,40,0,0.8,0.0,0.0,,,111
9,1467437901,0.5,0.05,0.2,0.5,40,40,1,0.75,0.23035936297436507,0.05263157894736842,1.0,0.1,111
10,1640388632,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
11,2121453126,0.5,0.05,0.2,0.5,40,40,0,0.65,0.0,0.0,,,111
12,1389754254,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
13,2143099524,0.5,0.05,0.2,0.5,40,40,1,0.75,0.162964393793059,0.07692307692307693,1.0,0.14285714285714288,111
14,68119825,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
15,1843903274,0.5,0.05,0.2,0.5,40,40,1,0.575,-0.0009452168091055124,0.0,0.0,0.0,111
16,1889895140,0.5,0.05,0.2,0.5,40,40,1,0.525,-0.021827351168196698,0.0,0.0,0.0,111
17,1267396020,0.5,0.05,0.2,0.5,40,40,0,0.7,0.0,0.0,,,111
18,1833787347,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
19,691678214,0.5,0.05,0.2,0.5,40,40,0,0.775,0.0,0.0,,,111
20,1409898895,0.5,0.05,0.2,0.5,40,40,0,0.65,0.0,0.0,,,111
21,1953466628,0.5,0.05,0.2,0.5,40,40,0,0.875,0.0,0.0,,,111
22,1734244228,0.5,0.05,0.2,0.5,40,40,0,0.575,0.0,0.0,,,111
23,590624077,0.5,0.05,0.2,0.5,40,40,0,0.7,0.0,0.0,,,111
24,1227823302,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
25,1942467060,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
26,1032578884,0.5,0.05,0.2,0.5,40,40,0,0.525,0.0,0.0,,,111
27,123488896,0.5,0.05,0.2,0.5,40,40,0,0.85,0.0,0.0,,,111
28,1425958625,0.5,0.05,0.2,0.5,40,40,1,0.475,-0.051660516605166115,0.038461538461538464,1.0,0.07407407407407407,111
29,1640459774,0.5,0.05,0.2,0.5,40,40,0,0.75,0.0,0.0,,,111
30,351728682,0.5,0.05,0.2,0.5,40,40,0,0.55,0.0,0.0,,,111
31,839130863,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
32,933996228,0.5,0.05,0.2,0.5,40,40,0,0.75,0.0,0.0,,,111
33,2076582919,0.5,0.05,0.2,0.5,40,40,1,0.55,-0.014344262295082027,0.043478260869565216,1.0,0.08333333333333333,111
34,621399485,0.5,0.05,0.2,0.5,40,40,0,0.8,0.0,0.0,,,111
35,965850788,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
36,863559713,0.5,0.05,0.2,0.5,40,40,1,0.625,0.03930790756335642,0.05,1.0,0.09523809523809523,111
37,1400845208,0.5,0.05,0.2,0.5,40,40,0,0.75,0.0,0.0,,,111
38,1241220312,0.5,0.05,0.2,0.5,40,40,0,0.65,0.0,0.0,,,111
39,2043749867,0.5,0.05,0.2,0.5,40,40,1,0.575,0.00023602533338583706,0.0,0.0,0.0,111
40,1378295261,0.5,0.05,0.2,0.5,40,40,1,0.725,0.18330773169482853,0.07692307692307693,1.0,0.14285714285714288,111
41,786299769,0.5,0.05,0.2,0.5,40,40,0,0.6,0.0,0.0,,,111
42,547520847,0.5,0.05,0.2,0.5,40,40,0,0.625,0.0,0.0,,,111
43,348885110,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
44,1140125425,0.5,0.05,0.2,0.5,40,40,0,0.725,0.0,0.0,,,111
45,1859718195,0.5,0.05,0.2,0.5,40,40,0,0.7,0.0,0.0,,,111
46,331935118,0.5,0.05,0.2,0.5,40,40,0,0.475,0.0,0.0,,,111
47,2014337053,0.5,0.05,0.2,0.5,40,40,2,0.575,-0.005379959650302677,0.09090909090909091,0.5,0.15384615384615385,111
48,652475304,0.5,0.05,0.2,0.5,40,40,0,0.7,0.0,0.0,,,111
49,341381694,0.5,0.05,0.2,0.5,40,40,0,0.675,0.0,0.0,,,111
0,1778063025,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
1,229662265,0.5,0.05,0.35,0.0,20,20,0,0.9,0.0,0.0,,,112
2,534613697,0.5,0.05,0.35,0.0,20,20,0,0.2,0.0,0.0,,,112
3,837150407,0.5,0.05,0.35,0.0,20,20,0,0.8,0.0,0.0,,,112
4,1730426819,0.5,0.05,0.35,0.0,20,20,1,0.95,0.8000886033890796,0.3333333333333333,1.0,0.5,112
5,204962870,0.5,0.05,0.35,0.0,20,20,2,0.7,0.0,,0.0,,112
6,217667433,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
7,242541761,0.5,0.05,0.35,0.0,20,20,0,0.7,0.0,0.0,,,112
8,1484433556,0.5,0.05,0.35,0.0,20,20,1,0.8,0.0,,0.0,,112
9,504776317,0.5,0.05,0.35,0.0,20,20,1,0.9,0.3979933110367894,0.0,0.0,0.0,112
10,406245680,0.5,0.05,0.35,0.0,20,20,0,0.95,0.0,0.0,,,112
11,1629177029,0.5,0.05,0.35,0.0,20,20,1,0.85,0.4327362135581313,0.2,1.0,0.33333333333333337,112
12,1427553064,0.5,0.05,0.35,0.0,20,20,0,0.65,0.0,0.0,,,112
13,1412479342,0.5,0.05,0.35,0.0,20,20,0,0.65,0.0,0.0,,,112
14,805360703,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
15,909160013,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
16,964363852,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
17,1142790667,0.5,0.05,0.35,0.0,20,20,0,0.8,0.0,0.0,,,112
18,523503819,0.5,0.05,0.35,0.0,20,20,0,0.75,0.0,0.0,,,112
19,1482908958,0.5,0.05,0.35,0.0,20,20,0,0.8,0.0,0.0,,,112
20,950674559,0.5,0.05,0.35,0.0,20,20,0,0.85,0.0,0.0,,,112
21,1064895793,0.5,0.05,0.35,0.0,20,20,1,0.8,0.189873417721519,0.0,0.0,0.0,112
22,1659541435,0.5,0.05,0.35,0.0,20,20,0,0.95,0.0,0.0,,,112
23,111395658,0.5,0.05,0.35,0.0,20,20,0,0.9,0.0,0.0,,,112
24,363856154,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
25,1466564855,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
26,224535593,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
27,418778883,0.5,0.05,0.35,0.0,20,20,0,0.9,0.0,0.0,,,112
28,569022822,0.5,0.05,0.35,0.0,20,20,0,0.8,0.0,0.0,,,112
29,1625886189,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
30,2058437842,0.5,0.05,0.35,0.0,20,20,0,0.6,0.0,0.0,,,112
31,1579687321,0.5,0.05,0.35,0.0,20,20,0,0.7,0.0,0.0,,,112
32,118473045,0.5,0.05,0.35,0.0,20,20,2,0.65,0.06489994591671182,0.0,0.0,0.0,112
33,1721773690,0.5,0.05,0.35,0.0,20,20,1,0.75,0.18932756855159857,0.0,0.0,0.0,112
34,824240032,0.5,0.05,0.35,0.0,20,20,0,0.95,0.0,0.0,,,112
35,1785797470,0.5,0.05,0.35,0.0,20,20,1,0.65,-0.12844276204150884,0.0,0.0,0.0,112
36,169946167,0.5,0.05,0.35,0.0,20,20,0,0.35,0.0,0.0,,,112
37,112868392,0.5,0.05,0.35,0.0,20,20,0,0.95,0.0,0.0,,,112
38,773957138,0.5,0.05,0.35,0.0,20,20,1,0.6,-0.007067137809187302,0.14285714285714285,1.0,0.25,112
39,809113290,0.5,0.05,0.35,0.0,20,20,0,0.75,0.0,0.0,,,112
40,252284040,0.5,0.05,0.35,0.0,20,20,2,0.95,0.0,,0.0,,112
41,1564515978,0.5,0.05,0.35,0.0,20,20,0,0.9,0.0,0.0,,,112
42,745648379,0.5,0.05,0.35,0.0,20,20,0,0.7,0.0,0.0,,,112
43,70022656,0.5,0.05,0.35,0.0,20,20,0,0.75,0.0,0.0,,,112
44,511993721,0.5,0.05,0.35,0.0,20,20,1,0.95,0.7990201536577218,0.0,0.0,0.0,112
45,1679360922,0.5,0.05,0.35,0.0,20,20,0,0.9,0.0,0.0,,,112
46,1765712995,0.5,0.05,0.35,0.0,20,20,0,0.8,0.0,0.0,,,112
47,201144117,0.5,0.05,0.35,0.0,20,20,0,0.4,0.0,0.0,,,112
48,1096948077,0.5,0.05,0.35,0.0,20,20,0,0.75,0.0,0.0,,,112
49,629507324,0.5,0.05,0.35,0.0,20,20,0,1.0,1.0,,,,112
0,1058340251,0.5,0.05,0.35,0.0,40,40,0,0.875,0.0,0.0,,,113
1,843537779,0.5,0.05,0.35,0.0,40,40,1,0.875,0.5426032409827496,0.1111111111111111,1.0,0.19999999999999998,113
2,2000212928,0.5,0.05,0.35,0.0,40,40,0,1.0,1.0,,,,113
3,34107987,0.5,0.05,0.35,0.0,40,40,0,0.925,0.0,0.0,,,113
4,662818396,0.5,0.05,0.35,0.0,40,40,1,0.7,0.11979848866498753,0.0,0.0,0.0,113
5,1369378614,0.5,0.05,0.35,0.0,40,40,1,0.775,0.2677165354330709,0.0,0.0,0.0,113
6,597062051,0.5,0.05,0.35,0.0,40,40,0,0.85,0.0,0.0,,,113
7,1886027312,0.5,0.05,0.35,0.0,40,40,0,1.0,1.0,,,,113
8,1321044906,0.5,0.05,0.35,0.0,40,40,0,0.975,0.0,0.0,,,113
9,1867835055,0.5,0.05,0.35,0.0,40,40,0,1.0,1.0,,,,113
10,1741996589,0.5,0.05,0.35,0.0,40,40,0,0.95,0.0,0.0,,,113
11,1309850850,0.5,0.05,0.35,0.0,40,40,0,0.975,0.0,0.0,,,113
12,1962256805,0.5,0.05,0.35,0.0,40,40,1,0.825,0.4080425783560024,0.0,0.0,0.0,113
13,83087798,0.5,0.05,0.35,0.0,40,40,0,0.95,0.0,0.0,,,113
14,1980798321,0.5,0.05,0.35,0.0,40,40,0,0.975,0.0,0.0,,,113
15,691833670,0.5,0.05,0.35,0.0,40,40,0,0.925,0.0,0.0,,,113
16,1453753719,0.5,0.05,0.35,0.0,40,40,0,0.9,0.0,0.0,,,113
17,187693100,0.5,0.05,0.35,0.0,40,40,0,1.0,1.0,,,,113
