replicate,seed,branch_separation,switching_rate,diffusion_sigma,observation_noise,n_observations,n_observed,n_true_transitions,state_accuracy,adjusted_rand_index,transition_precision,transition_recall,transition_f1,condition_index
45,1382117275,0.5,0.35,0.2,0.5,40,40,5,0.65,0.03467315839221007,0.1111111111111111,0.4,0.1739130434782609,159
46,1746339847,0.5,0.35,0.2,0.5,40,40,7,0.4,0.017651573292402092,0.21052631578947367,0.5714285714285714,0.3076923076923077,159
47,266243374,0.5,0.35,0.2,0.5,40,40,2,0.8,0.15032679738562077,0.1,0.5,0.16666666666666669,159
48,1455925777,0.5,0.35,0.2,0.5,40,40,3,0.55,-0.050190739771112124,0.125,0.6666666666666666,0.21052631578947367,159
49,1014336894,0.5,0.35,0.2,0.5,40,40,3,0.55,-0.014484185634052559,0.1,0.6666666666666666,0.1739130434782609,159
0,1564676065,0.5,0.35,0.35,0.0,20,20,2,0.6,-0.0016474464579901622,0.16666666666666666,0.5,0.25,160
1,624020630,0.5,0.35,0.35,0.0,20,20,1,0.95,0.7995558023320377,0.3333333333333333,1.0,0.5,160
2,756708642,0.5,0.35,0.35,0.0,20,20,1,0.55,-0.03980099502487556,0.0,0.0,0.0,160
3,1994833681,0.5,0.35,0.35,0.0,20,20,2,0.4,-0.019564002235885922,0.0,0.0,0.0,160
4,646311913,0.5,0.35,0.35,0.0,20,20,2,0.4,-0.007067137809187302,0.2,0.5,0.28571428571428575,160
5,358946683,0.5,0.35,0.35,0.0,20,20,6,0.6,-0.008737971463333771,0.5,0.16666666666666666,0.25,160
6,1130134808,0.5,0.35,0.35,0.0,20,20,1,0.6,0.0,,0.0,,160
7,1788856334,0.5,0.35,0.35,0.0,20,20,0,0.7,0.0,0.0,,,160
8,1599020739,0.5,0.35,0.35,0.0,20,20,3,0.8,0.14233319226971364,0.0,0.0,0.0,160
9,1614888462,0.5,0.35,0.35,0.0,20,20,2,0.95,0.0,,0.0,,160
10,403245389,0.5,0.35,0.35,0.0,20,20,2,0.8,0.14233319226971364,0.0,0.0,0.0,160
11,1509480569,0.5,0.35,0.35,0.0,20,20,1,0.95,0.7852468768590125,0.0,0.0,0.0,160
12,1055246491,0.5,0.35,0.35,0.0,20,20,0,0.65,0.0,0.0,,,160
13,1886378515,0.5,0.35,0.35,0.0,20,20,1,0.75,0.21087606600952485,0.0,0.0,0.0,160
14,682764166,0.5,0.35,0.35,0.0,20,20,0,1.0,1.0,,,,160
15,815415398,0.5,0.35,0.35,0.0,20,20,2,0.9,0.6208425720620843,0.0,0.0,0.0,160
16,821771266,0.5,0.35,0.35,0.0,20,20,0,0.55,0.0,0.0,,,160
17,1280820013,0.5,0.35,0.35,0.0,20,20,6,0.5,-0.04902826855123677,0.0,0.0,0.0,160
18,160711463,0.5,0.35,0.35,0.0,20,20,0,0.7,0.0,0.0,,,160
19,1585623543,0.5,0.35,0.35,0.0,20,20,1,0.15,-0.06694560669456041,0.0,0.0,0.0,160
20,1223040008,0.5,0.35,0.35,0.0,20,20,2,0.7,-0.1089494163424123,0.0,0.0,0.0,160
21,1011997879,0.5,0.35,0.35,0.0,20,20,1,0.95,0.7995558023320377,0.3333333333333333,1.0,0.5,160
22,1496580922,0.5,0.35,0.35,0.0,20,20,1,0.9,0.6215139442231076,0.0,0.0,0.0,160
23,635714475,0.5,0.35,0.35,0.0,20,20,0,0.9,0.0,0.0,,,160
24,1954580189,0.5,0.35,0.35,0.0,20,20,0,1.0,1.0,,,,160
25,735198189,0.5,0.35,0.35,0.0,20,20,1,0.2,0.0,,0.0,,160
26,278391377,0.5,0.35,0.35,0.0,20,20,2,0.95,0.7852468768590125,0.5,0.5,0.5,160
27,2005753520,0.5,0.35,0.35,0.0,20,20,1,0.75,0.19080068143100504,0.0,0.0,0.0,160
28,671333265,0.5,0.35,0.35,0.0,20,20,0,1.0,1.0,,,,160
29,641814738,0.5,0.35,0.35,0.0,20,20,2,0.6,0.008803390935767983,0.0,0.0,0.0,160
30,51779555,0.5,0.35,0.35,0.0,20,20,0,0.55,0.0,0.0,,,160
31,488407300,0.5,0.35,0.35,0.0,20,20,0,0.7,0.0,0.0,,,160
32,241823896,0.5,0.35,0.35,0.0,20,20,3,0.75,0.22122636353699862,1.0,0.3333333333333333,0.5,160
33,81995740,0.5,0.35,0.35,0.0,20,20,3,0.25,0.16578854935019305,0.0,0.0,0.0,160
34,1748699914,0.5,0.35,0.35,0.0,20,20,3,0.85,0.4605277808707271,0.0,0.0,0.0,160
35,1470759740,0.5,0.35,0.35,0.0,20,20,1,0.85,0.4327362135581313,0.0,0.0,0.0,160
36,1571874421,0.5,0.35,0.35,0.0,20,20,3,0.75,0.1995281429052916,0.0,0.0,0.0,160
37,1401667753,0.5,0.35,0.35,0.0,20,20,2,0.8,0.326241134751773,0.0,0.0,0.0,160
38,1677925750,0.5,0.35,0.35,0.0,20,20,3,0.3,-0.06329113924050633,0.0,0.0,0.0,160
39,1842185555,0.5,0.35,0.35,0.0,20,20,2,0.35,0.03741231488698367,0.5,0.5,0.5,160
40,1392954726,0.5,0.35,0.35,0.0,20,20,4,0.8,0.0,,0.0,,160
41,1892060692,0.5,0.35,0.35,0.0,20,20,2,0.7,-0.06329113924050633,0.0,0.0,0.0,160
42,827108486,0.5,0.35,0.35,0.0,20,20,4,0.7,0.11529933481152992,0.3333333333333333,0.5,0.4,160
43,428121069,0.5,0.35,0.35,0.0,20,20,2,0.6,-0.009296148738379749,0.0,0.0,0.0,160
44,545264063,0.5,0.35,0.35,0.0,20,20,2,0.85,-0.06694560669456041,0.0,0.0,0.0,160
45,367122901,0.5,0.35,0.35,0.0,20,20,3,0.7,0.11529933481152992,0.25,0.3333333333333333,0.28571428571428575,160
46,1806277121,0.5,0.35,0.35,0.0,20,20,0,0.95,0.0,0.0,,,160
47,510263440,0.5,0.35,0.35,0.0,20,20,1,0.8,0.3322350356946732,0.0,0.0,0.0,160
48,303894364,0.5,0.35,0.35,0.0,20,20,2,0.75,0.21435659940456497,0.0,0.0,0.0,160
49,677275086,0.5,0.35,0.35,0.0,20,20,1,0.9,0.3979933110367894,0.0,0.0,0.0,160
0,1349301358,0.5,0.35,0.35,0.0,40,40,0,0.4,0.0,0.0,,,161
1,1622539013,0.5,0.35,0.35,0.0,40,40,3,0.525,-0.0344621275577359,0.0,0.0,0.0,161
2,2079298047,0.5,0.35,0.35,0.0,40,40,2,0.9,0.0,,0.0,,161
3,843470933,0.5,0.35,0.35,0.0,40,40,0,0.9,0.0,0.0,,,161
4,1886299295,0.5,0.35,0.35,0.0,40,40,1,1.0,1.0,1.0,1.0,1.0,161
5,2043800719,0.5,0.35,0.35,0.0,40,40,2,0.825,-0.0793616562432607,0.0,0.0,0.0,161
6,176207176,0.5,0.35,0.35,0.0,40,40,3,0.75,0.22997946611909656,0.14285714285714285,0.3333333333333333,0.2,161
7,556971315,0.5,0.35,0.35,0.0,40,40,0,1.0,1.0,,,,161
8,918423422,0.5,0.35,0.35,0.0,40,40,2,0.275,0.1797539459630523,0.09090909090909091,0.5,0.15384615384615385,161
9,1802019870,0.5,0.35,0.35,0.0,40,40,2,0.75,0.23240434577231936,0.0,0.0,0.0,161
10,1025457585,0.5,0.35,0.35,0.0,40,40,0,1.0,1.0,,,,161
11,2850003,0.5,0.35,0.35,0.0,40,40,3,0.475,-0.01765744555620949,0.0,0.0,0.0,161
12,829402731,0.5,0.35,0.35,0.0,40,40,1,0.875,0.5472636815920399,0.0,0.0,0.0,161
13,2019843009,0.5,0.35,0.35,0.0,40,40,1,0.9,0.6306818181818181,0.0,0.0,0.0,161
14,622653642,0.5,0.35,0.35,0.0,40,40,4,0.7,0.1386823891309921,0.0,0.0,0.0,161
15,1030449163,0.5,0.35,0.35,0.0,40,40,2,0.475,-0.00839846028228148,0.0,0.0,0.0,161
16,1282145580,0.5,0.35,0.35,0.0,40,40,0,0.9,0.0,0.0,,,161
17,1238851361,0.5,0.35,0.35,0.0,40,40,1,0.95,0.0,,0.0,,161
18,1003931611,0.5,0.35,0.35,0.0,40,40,1,0.8,0.34510104886160137,0.0,0.0,0.0,161
19,963005339,0.5,0.35,0.35,0.0,40,40,1,0.7,0.08959537572254349,0.0,0.0,0.0,161
20,758597056,0.5,0.35,0.35,0.0,40,40,1,0.875,0.5457691642152621,0.0,0.0,0.0,161
21,1082302306,0.5,0.35,0.35,0.0,40,40,0,0.975,0.0,0.0,,,161
22,321514623,0.5,0.35,0.35,0.0,40,40,2,0.85,0.44750000000000006,0.0,0.0,0.0,161
23,1303162370,0.5,0.35,0.35,0.0,40,40,1,0.7,0.1388635153872946,0.0,0.0,0.0,161
24,801460643,0.5,0.35,0.35,0.0,40,40,0,0.875,0.0,0.0,,,161
25,746469484,0.5,0.35,0.35,0.0,40,40,2,0.875,0.508618082854551,0.0,0.0,0.0,161
26,161283883,0.5,0.35,0.35,0.0,40,40,1,0.675,0.06307749168411983,0.0,0.0,0.0,161
27,810743490,0.5,0.35,0.35,0.0,40,40,3,0.8,0.34375801076647017,0.0,0.0,0.0,161
28,1396908462,0.5,0.35,0.35,0.0,40,40,1,0.85,0.46466060181945423,0.0,0.0,0.0,161
29,2142947240,0.5,0.35,0.35,0.0,40,40,2,0.925,0.7086614173228346,0.25,0.5,0.3333333333333333,161
30,1051926333,0.5,0.35,0.35,0.0,40,40,2,0.75,0.09972299168975084,0.0,0.0,0.0,161
31,1342140147,0.5,0.35,0.35,0.0,40,40,1,0.725,0.11445654494981862,0.0,0.0,0.0,161
32,2059750021,0.5,0.35,0.35,0.0,40,40,0,0.775,0.0,0.0,,,161
33,125694687,0.5,0.35,0.35,0.0,40,40,4,0.65,0.015663678156137416,0.2,0.5,0.28571428571428575,161
34,1169468045,0.5,0.35,0.35,0.0,40,40,0,0.675,0.0,0.0,,,161
35,27456911,0.5,0.35,0.35,0.0,40,40,1,0.8,0.3440684313223092,0.0,0.0,0.0,161
36,1506285346,0.5,0.35,0.35,0.0,40,40,3,0.25,0.23155737704918028,0.0,0.0,0.0,161
37,1923107528,0.5,0.35,0.35,0.0,40,40,1,0.875,0.21383647798742106,0.2,1.0,0.33333333333333337,161
38,1099427185,0.5,0.35,0.35,0.0,40,40,0,0.3,0.0,0.0,,,161
39,499979880,0.5,0.35,0.35,0.0,40,40,3,0.8,0.3434343434343434,0.2,0.3333333333333333,0.25,161
40,476445946,0.5,0.35,0.35,0.0,40,40,2,0.75,0.2339873902539626,0.0,0.0,0.0,161
41,828933098,0.5,0.35,0.35,0.0,40,40,1,0.675,0.10756894191277126,0.0,0.0,0.0,161
42,154574919,0.5,0.35,0.35,0.0,40,40,3,0.65,0.033200531208499334,1.0,0.3333333333333333,0.5,161
43,1083255591,0.5,0.35,0.35,0.0,40,40,1,0.55,-0.014644145298302992,0.0,0.0,0.0,161
44,481210884,0.5,0.35,0.35,0.0,40,40,0,1.0,1.0,,,,161
45,103057463,0.5,0.35,0.35,0.0,40,40,0,0.85,0.0,0.0,,,161
46,1385423358,0.5,0.35,0.35,0.0,40,40,2,0.55,-0.01642710472279255,0.0,0.0,0.0,161
47,1990083696,0.5,0.35,0.35,0.0,40,40,2,0.65,-0.05043509145800034,0.0,0.0,0.0,161
48,233602401,0.5,0.35,0.35,0.0,40,40,2,0.825,0.11826883551588466,0.0,0.0,0.0,161
49,1807011653,0.5,0.35,0.35,0.0,40,40,2,0.925,0.48134569764934226,0.0,0.0,0.0,161
0,2129375968,0.5,0.35,0.35,0.1,20,20,2,0.8,0.326241134751773,1.0,0.5,0.6666666666666666,162
1,1010449263,0.5,0.35,0.35,0.1,20,20,2,0.85,-0.06694560669456041,0.0,0.0,0.0,162
2,1188953548,0.5,0.35,0.35,0.1,20,20,1,0.85,0.27350427350427337,0.0,0.0,0.0,162
3,1412681688,0.5,0.35,0.35,0.1,20,20,1,0.45,-0.0416435928674272,0.125,1.0,0.2222222222222222,162
4,1504060946,0.5,0.35,0.35,0.1,20,20,0,0.9,0.0,0.0,,,162
5,1715198103,0.5,0.35,0.35,0.1,20,20,3,0.7,0.12114537444933923,0.0,0.0,0.0,162
6,1944099975,0.5,0.35,0.35,0.1,20,20,2,0.65,0.04675267394420549,0.0,0.0,0.0,162
7,2127000370,0.5,0.35,0.35,0.1,20,20,0,0.95,0.0,0.0,,,162
8,543651044,0.5,0.35,0.35,0.1,20,20,3,0.65,0.03741231488698367,0.2222222222222222,0.6666666666666666,0.3333333333333333,162
9,1246560965,0.5,0.35,0.35,0.1,20,20,2,0.7,0.11686586985391773,0.0,0.0,0.0,162
10,56041276,0.5,0.35,0.35,0.1,20,20,3,0.55,-0.03980099502487556,0.0,0.0,0.0,162
11,940461299,0.5,0.35,0.35,0.1,20,20,2,0.75,0.1522903033908389,0.0,0.0,0.0,162
12,1181294491,0.5,0.35,0.35,0.1,20,20,3,0.65,-0.01217656012176576,0.25,0.3333333333333333,0.28571428571428575,162
13,361828391,0.5,0.35,0.35,0.1,20,20,0,0.85,0.0,0.0,,,162
14,2080644618,0.5,0.35,0.35,0.1,20,20,2,0.5,-0.06204583566238117,0.0,0.0,0.0,162
15,1864356813,0.5,0.35,0.35,0.1,20,20,2,0.75,0.21227197346600338,0.125,0.5,0.2,162
16,147832281,0.5,0.35,0.35,0.1,20,20,1,0.95,0.7852468768590125,0.5,1.0,0.6666666666666666,162
17,157810947,0.5,0.35,0.35,0.1,20,20,0,0.95,0.0,0.0,,,162
18,2065595098,0.5,0.35,0.35,0.1,20,20,3,0.6,-0.009296148738379749,0.14285714285714285,0.3333333333333333,0.2,162
19,1061673090,0.5,0.35,0.35,0.1,20,20,2,0.8,0.32750801902444415,0.16666666666666666,0.5,0.25,162
20,2090403532,0.5,0.35,0.35,0.1,20,20,1,0.85,0.4605277808707271,0.0,0.0,0.0,162
21,1241998456,0.5,0.35,0.35,0.1,20,20,1,0.35,-0.05568445475638065,0.0,0.0,0.0,162
22,793765328,0.5,0.35,0.35,0.1,20,20,1,0.75,0.21227197346600338,0.0,0.0,0.0,162
23,1169850656,0.5,0.35,0.35,0.1,20,20,4,0.6,-0.019564002235885922,0.25,0.5,0.3333333333333333,162
24,1885054082,0.5,0.35,0.35,0.1,20,20,2,0.8,0.3251193251193252,0.25,0.5,0.3333333333333333,162
25,1863802849,0.5,0.35,0.35,0.1,20,20,3,0.4,0.0,,0.0,,162
26,1731728284,0.5,0.35,0.35,0.1,20,20,3,0.8,0.2460317460317461,0.3333333333333333,0.3333333333333333,0.3333333333333333,162
27,604011348,0.5,0.35,0.35,0.1,20,20,1,0.7,0.11686586985391773,0.0,0.0,0.0,162
28,2127657587,0.5,0.35,0.35,0.1,20,20,0,0.8,0.0,0.0,,,162
29,595235499,0.5,0.35,0.35,0.1,20,20,2,0.85,0.24638357442837147,0.25,0.5,0.3333333333333333,162
30,718308183,0.5,0.35,0.35,0.1,20,20,0,0.9,0.0,0.0,,,162
31,376034698,0.5,0.35,0.35,0.1,20,20,3,0.25,0.21227197346600338,0.3333333333333333,0.3333333333333333,0.3333333333333333,162
32,1726541530,0.5,0.35,0.35,0.1,20,20,2,0.85,0.24638357442837147,0.6666666666666666,1.0,0.8,162
33,1555532422,0.5,0.35,0.35,0.1,20,20,1,0.45,-0.10115911485774516,0.0,0.0,0.0,162
34,768730783,0.5,0.35,0.35,0.1,20,20,1,0.8,0.3303964757709251,0.0,0.0,0.0,162
35,1329609365,0.5,0.35,0.35,0.1,20,20,2,0.45,-0.04256734286664448,0.0,0.0,0.0,162
36,1100950664,0.5,0.35,0.35,0.1,20,20,1,0.55,-0.11897679952409264,0.16666666666666666,1.0,0.2857142857142857,162
37,1253823405,0.5,0.35,0.35,0.1,20,20,2,0.75,0.21087606600952485,0.3333333333333333,0.5,0.4,162
38,2082089334,0.5,0.35,0.35,0.1,20,20,3,0.55,-0.044419766796224384,0.5,0.3333333333333333,0.4,162
39,596120535,0.5,0.35,0.35,0.1,20,20,2,0.8,0.274116523400191,0.3333333333333333,0.5,0.4,162
40,1207196321,0.5,0.35,0.35,0.1,20,20,3,0.65,0.04675267394420549,0.2,0.3333333333333333,0.25,162
41,1586091686,0.5,0.35,0.35,0.1,20,20,3,0.7,0.10788149804359982,0.5,0.3333333333333333,0.4,162
42,1938144214,0.5,0.35,0.35,0.1,20,20,2,0.8,0.189873417721519,0.5,0.5,0.5,162
43,2094893638,0.5,0.35,0.35,0.1,20,20,1,0.55,-0.01730665224445637,0.0,0.0,0.0,162
44,2100372076,0.5,0.35,0.35,0.1,20,20,4,0.6,-0.008737971463333771,0.2,0.25,0.22222222222222224,162
45,1949379999,0.5,0.35,0.35,0.1,20,20,1,0.85,0.27350427350427337,0.0,0.0,0.0,162
46,423961014,0.5,0.35,0.35,0.1,20,20,3,0.65,0.055087987758225,0.25,0.3333333333333333,0.28571428571428575,162
47,1971170903,0.5,0.35,0.35,0.1,20,20,0,0.45,0.0,0.0,,,162
48,1453287436,0.5,0.35,0.35,0.1,20,20,2,0.5,-0.032496467775241684,0.0,0.0,0.0,162
49,1959182541,0.5,0.35,0.35,0.1,20,20,2,0.6,-0.004405286343612311,0.3333333333333333,0.5,0.4,162
0,1853175536,0.5,0.35,0.35,0.1,40,40,0,0.825,0.0,0.0,,,163
1,1157257711,0.5,0.35,0.35,0.1,40,40,0,0.45,0.0,0.0,,,163
2,1327701748,0.5,0.35,0.35,0.1,40,40,1,0.4,-0.05423213380638605,0.0,0.0,0.0,163
3,1299755542,0.5,0.35,0.35,0.1,40,40,3,0.75,0.22912713472485766,0.0,0.0,0.0,163
4,1183390957,0.5,0.35,0.35,0.1,40,40,2,0.725,0.1821910784481285,0.125,0.5,0.2,163
5,1386852859,0.5,0.35,0.35,0.1,40,40,1,0.85,0.4758064516129032,0.0,0.0,0.0,163
6,2131448905,0.5,0.35,0.35,0.1,40,40,3,0.675,0.10138248847926272,0.0,0.0,0.0,163
7,2137197347,0.5,0.35,0.35,0.1,40,40,3,0.8,0.1937984496124031,0.0,0.0,0.0,163
8,671252733,0.5,0.35,0.35,0.1,40,40,1,0.55,-0.02662279389769654,0.0,0.0,0.0,163
9,403653926,0.5,0.35,0.35,0.1,40,40,1,0.675,0.10031941322607353,0.0,0.0,0.0,163
10,995025387,0.5,0.35,0.35,0.1,40,40,2,0.825,-0.06501950585175602,0.0,0.0,0.0,163
11,1753127372,0.5,0.35,0.35,0.1,40,40,3,0.65,0.07057136684147461,0.0,0.0,0.0,163
12,1415336490,0.5,0.35,0.35,0.1,40,40,1,0.9,0.625,0.0,0.0,0.0,163
13,1560346684,0.5,0.35,0.35,0.1,40,40,0,0.8,0.0,0.0,,,163
14,278601802,0.5,0.35,0.35,0.1,40,40,2,0.9,0.39032730825598416,0.2,1.0,0.33333333333333337,163
15,1357780115,0.5,0.35,0.35,0.1,40,40,4,0.375,0.03331350386674594,0.0,0.0,0.0,163
16,129889076,0.5,0.35,0.35,0.1,40,40,1,0.975,0.8974141070778197,0.0,0.0,0.0,163
17,1409893701,0.5,0.35,0.35,0.1,40,40,2,0.75,0.22802850356294543,0.0,0.0,0.0,163
18,372351827,0.5,0.35,0.35,0.1,40,40,0,0.725,0.0,0.0,,,163
19,1002171011,0.5,0.35,0.35,0.1,40,40,2,0.55,-0.017552182163187904,0.0,0.0,0.0,163
20,1025080260,0.5,0.35,0.35,0.1,40,40,0,0.8,0.0,0.0,,,163
21,1613458920,0.5,0.35,0.35,0.1,40,40,2,0.525,-0.02150537634408596,0.0,0.0,0.0,163
22,299714039,0.5,0.35,0.35,0.1,40,40,3,0.875,0.3120653159963713,0.2857142857142857,0.6666666666666666,0.4,163
23,666491233,0.5,0.35,0.35,0.1,40,40,3,0.8,0.2557251908396947,0.125,0.3333333333333333,0.18181818181818182,163
24,874599727,0.5,0.35,0.35,0.1,40,40,3,0.85,0.13629702002931093,0.14285714285714285,0.3333333333333333,0.2,163
25,684189617,0.5,0.35,0.35,0.1,40,40,2,0.55,0.0007763975155278401,0.0,0.0,0.0,163
26,99980868,0.5,0.35,0.35,0.1,40,40,0,0.65,0.0,0.0,,,163
27,1191628788,0.5,0.35,0.35,0.1,40,40,2,0.475,-0.022902068022560257,0.0,0.0,0.0,163
28,1976451010,0.5,0.35,0.35,0.1,40,40,0,0.925,0.0,0.0,,,163
29,1118650162,0.5,0.35,0.35,0.1,40,40,1,0.6,-0.003861003861003847,0.0,0.0,0.0,163
30,1548419731,0.5,0.35,0.35,0.1,40,40,1,0.5,-0.004772670183370955,0.0,0.0,0.0,163
31,71179573,0.5,0.35,0.35,0.1,40,40,1,0.725,0.18848577355093737,0.0,0.0,0.0,163
32,1378525851,0.5,0.35,0.35,0.1,40,40,3,0.55,-0.014484185634052559,0.0,0.0,0.0,163
33,213605432,0.5,0.35,0.35,0.1,40,40,2,0.8,0.2870608397600686,0.16666666666666666,0.5,0.25,163
34,1062255554,0.5,0.35,0.35,0.1,40,40,1,0.7,0.138121546961326,0.07692307692307693,1.0,0.14285714285714288,163
35,249490963,0.5,0.35,0.35,0.1,40,40,2,0.675,0.08318264014466538,0.0,0.0,0.0,163
36,583670380,0.5,0.35,0.35,0.1,40,40,3,0.375,0.03849946747662815,0.125,0.3333333333333333,0.18181818181818182,163
37,1388278572,0.5,0.35,0.35,0.1,40,40,1,0.65,0.0715743211426778,0.0,0.0,0.0,163
38,1064226200,0.5,0.35,0.35,0.1,40,40,1,0.825,0.40934660320207705,0.0,0.0,0.0,163
39,495985709,0.5,0.35,0.35,0.1,40,40,2,0.7,0.13936122002640233,0.0,0.0,0.0,163
40,1615253117,0.5,0.35,0.35,0.1,40,40,1,0.4,0.006211180124223544,0.0,0.0,0.0,163
41,875545855,0.5,0.35,0.35,0.1,40,40,4,0.625,0.03930790756335642,0.125,0.25,0.16666666666666666,163
42,175669083,0.5,0.35,0.35,0.1,40,40,2,0.75,0.2307641733344729,0.0,0.0,0.0,163
43,728333271,0.5,0.35,0.35,0.1,40,40,1,0.8,0.3331329526099589,0.0,0.0,0.0,163
44,1252862852,0.5,0.35,0.35,0.1,40,40,2,0.725,-0.06110229773297159,0.0,0.0,0.0,163
45,1949208892,0.5,0.35,0.35,0.1,40,40,1,0.625,0.03239252113850188,0.0,0.0,0.0,163
46,1516530619,0.5,0.35,0.35,0.1,40,40,4,0.525,-0.037441497659906335,0.16666666666666666,0.25,0.2,163
47,2140683767,0.5,0.35,0.35,0.1,40,40,1,0.85,0.4781273983115886,0.0,0.0,0.0,163
48,1571982377,0.5,0.35,0.35,0.1,40,40,1,0.875,0.5488796351378148,0.1,1.0,0.18181818181818182,163
49,839056004,0.5,0.35,0.35,0.1,40,40,4,0.875,0.5213415061787272,0.16666666666666666,0.25,0.2,163
0,1019810348,0.5,0.35,0.35,0.25,20,20,2,0.8,0.189873417721519,0.3333333333333333,1.0,0.5,164
1,554261369,0.5,0.35,0.35,0.25,20,20,1,0.65,0.039977790116601825,0.0,0.0,0.0,164
2,1467600049,0.5,0.35,0.35,0.25,20,20,6,0.6,-0.030624929370550488,0.0,0.0,0.0,164
3,428617132,0.5,0.35,0.35,0.25,20,20,1,0.4,-0.04575163398692798,0.0,0.0,0.0,164
4,726262422,0.5,0.35,0.35,0.25,20,20,1,0.3,-0.06329113924050633,0.0,0.0,0.0,164
5,220973977,0.5,0.35,0.35,0.25,20,20,3,0.75,-0.10825944937004196,0.0,0.0,0.0,164
6,745545598,0.5,0.35,0.35,0.25,20,20,2,0.7,0.1235584843492586,0.0,0.0,0.0,164
7,1800282482,0.5,0.35,0.35,0.25,20,20,1,0.65,0.04675267394420549,0.1111111111111111,1.0,0.19999999999999998,164
8,372559285,0.5,0.35,0.35,0.25,20,20,0,0.9,0.0,0.0,,,164
9,2023801214,0.5,0.35,0.35,0.25,20,20,1,0.85,0.3675760344602533,0.0,0.0,0.0,164
10,375275474,0.5,0.35,0.35,0.25,20,20,3,0.55,-0.03704928878597424,0.2,0.3333333333333333,0.25,164
11,814330204,0.5,0.35,0.35,0.25,20,20,2,0.4,-0.08882521489971355,0.0,0.0,0.0,164
12,98708286,0.5,0.35,0.35,0.25,20,20,1,0.7,0.08496732026143802,0.1111111111111111,1.0,0.19999999999999998,164
13,275402299,0.5,0.35,0.35,0.25,20,20,2,0.6,-0.009296148738379749,0.0,0.0,0.0,164
14,1396041908,0.5,0.35,0.35,0.25,20,20,1,0.9,0.6061722708429295,0.0,0.0,0.0,164
15,803667334,0.5,0.35,0.35,0.25,20,20,0,0.9,0.0,0.0,,,164
16,1868807063,0.5,0.35,0.35,0.25,20,20,1,0.45,-0.03980099502487556,0.0,0.0,0.0,164
17,1484105999,0.5,0.35,0.35,0.25,20,20,1,0.8,0.15508615897720968,0.125,1.0,0.2222222222222222,164
18,639114830,0.5,0.35,0.35,0.25,20,20,0,0.75,0.0,0.0,,,164
19,1938932197,0.5,0.35,0.35,0.25,20,20,3,0.6,-0.01232101232101225,0.14285714285714285,0.3333333333333333,0.2,164
20,13438159,0.5,0.35,0.35,0.25,20,20,1,0.7,0.08496732026143802,0.0,0.0,0.0,164
21,2094987734,0.5,0.35,0.35,0.25,20,20,0,0.8,0.0,0.0,,,164
22,1241631688,0.5,0.35,0.35,0.25,20,20,0,0.9,0.0,0.0,,,164
23,1395720816,0.5,0.35,0.35,0.25,20,20,3,0.55,-0.0306849315068493,0.125,0.3333333333333333,0.18181818181818182,164
24,1403776309,0.5,0.35,0.35,0.25,20,20,5,0.65,0.04168052322358942,0.4,0.4,0.4000000000000001,164
25,2052947787,0.5,0.35,0.35,0.25,20,20,1,0.65,0.06489994591671182,0.0,0.0,0.0,164
26,913362137,0.5,0.35,0.35,0.25,20,20,3,0.75,0.09177820267686411,0.16666666666666666,0.3333333333333333,0.2222222222222222,164
27,2041775047,0.5,0.35,0.35,0.25,20,20,4,0.55,-0.0416435928674272,0.2,0.25,0.22222222222222224,164
28,775504810,0.5,0.35,0.35,0.25,20,20,1,0.75,0.21435659940456497,0.0,0.0,0.0,164
29,105310379,0.5,0.35,0.35,0.25,20,20,1,0.6,-0.04575163398692798,0.0,0.0,0.0,164
30,806668251,0.5,0.35,0.35,0.25,20,20,2,0.5,-0.018329938900203784,0.1111111111111111,0.5,0.1818181818181818,164
31,854184926,0.5,0.35,0.35,0.25,20,20,5,0.7,0.09820318680076832,0.4,0.4,0.4000000000000001,164
32,920883966,0.5,0.35,0.35,0.25,20,20,1,0.9,0.580110497237569,0.0,0.0,0.0,164
33,2143517024,0.5,0.35,0.35,0.25,20,20,4,0.65,0.06489994591671182,0.42857142857142855,0.75,0.5454545454545454,164
34,1364111800,0.5,0.35,0.35,0.25,20,20,0,0.7,0.0,0.0,,,164
35,178501917,0.5,0.35,0.35,0.25,20,20,2,0.4,-0.11970534069981593,0.0,0.0,0.0,164
36,285914912,0.5,0.35,0.35,0.25,20,20,2,0.75,-0.10825944937004196,0.25,0.5,0.3333333333333333,164
37,1341302631,0.5,0.35,0.35,0.25,20,20,2,0.45,-0.01730665224445637,0.0,0.0,0.0,164
38,1111618010,0.5,0.35,0.35,0.25,20,20,1,0.75,0.2101762554040572,0.1111111111111111,1.0,0.19999999999999998,164
39,1366551711,0.5,0.35,0.35,0.25,20,20,1,0.9,0.0,,0.0,,164
40,1499140715,0.5,0.35,0.35,0.25,20,20,0,0.7,0.0,0.0,,,164
41,1900186144,0.5,0.35,0.35,0.25,20,20,1,0.5,-0.05076872027430601,0.0,0.0,0.0,164
42,1349762033,0.5,0.35,0.35,0.25,20,20,2,0.8,0.3251193251193252,0.25,1.0,0.4,164
43,671898358,0.5,0.35,0.35,0.25,20,20,1,0.85,0.4643449419568823,0.0,0.0,0.0,164
44,582761319,0.5,0.35,0.35,0.25,20,20,2,0.75,0.20877290394225426,0.1111111111111111,0.5,0.1818181818181818,164
