jump_rate,jump_scale,diffusion_sigma,observation_noise,n_observations,n_replicates,n_precision_evaluable,n_recall_evaluable,precision_mean,precision_sd,precision_median,recall_mean,recall_sd,false_positive_rate_mean,f1_mean,mean_true_jumps
0.1,0.9,0.1,0.25,20,50,50,20,0.031912420912420913,0.04812356539081481,0.0,0.775,0.3795773272581241,0.6578500171998624,0.14319797849209615,0.52
0.1,0.9,0.1,0.25,40,50,50,18,0.014473130987967734,0.024021938785378883,0.0,0.9444444444444444,0.2357022603955158,0.7696187888293151,0.0763792993573087,0.46
0.1,0.9,0.2,0.0,20,50,19,21,0.8947368421052632,0.2676516895156554,1.0,0.8095238095238095,0.3700064349504774,0.0033402132782937733,0.9351851851851851,0.5
0.1,0.9,0.2,0.0,40,50,17,14,0.6862745098039216,0.46353994546937555,1.0,0.8571428571428571,0.36313651960128146,0.0031046431046431043,0.9833333333333334,0.36
0.1,0.9,0.2,0.1,20,50,44,18,0.1553030303030303,0.2699356973690547,0.0,0.6944444444444444,0.4582219115902664,0.08439284485724113,0.5,0.38
0.1,0.9,0.2,0.1,40,50,50,20,0.06554761904761905,0.11527988433839699,0.0,0.7166666666666667,0.449496144172262,0.17073135888925364,0.25813186813186817,0.58
0.1,0.9,0.2,0.25,20,50,50,30,0.07262576312576313,0.08633326443768861,0.0,0.7388888888888889,0.40750463254150143,0.4024969900240798,0.20187738187738188,0.72
0.1,0.9,0.2,0.25,40,50,50,15,0.012930509616416199,0.021277074607194264,0.0,0.9333333333333333,0.2581988897471611,0.543225371120108,0.0823185176549021,0.3
0.1,0.9,0.35,0.0,20,50,17,23,0.7647058823529411,0.43723731609760313,1.0,0.5217391304347826,0.4879982504990347,0.004210526315789474,0.9487179487179488,0.66
0.1,0.9,0.35,0.0,40,50,23,23,0.9565217391304348,0.20851441405707474,1.0,0.8768115942028986,0.2621655700546707,0.0005128205128205128,0.9454545454545454,0.6
0.1,0.9,0.35,0.1,20,50,31,25,0.5268817204301075,0.46566713233403184,0.5,0.72,0.4349329450233297,0.021637426900584792,0.717391304347826,0.58
0.1,0.9,0.35,0.1,40,50,44,20,0.17878787878787877,0.31367134243365247,0.0,0.6333333333333333,0.4543487080844532,0.042513768829558304,0.47368421052631576,0.5
0.1,0.9,0.35,0.25,20,50,48,14,0.06944444444444445,0.14382824557018786,0.0,0.75,0.42742520713255516,0.18748194014447883,0.3456916099773243,0.34
0.1,0.9,0.35,0.25,40,50,50,14,0.01814422505598976,0.04121272295328504,0.0,0.6785714285714286,0.46439136583203255,0.321884597147755,0.1163361700955686,0.3
0.25,0.2,0.1,0.0,20,50,21,38,1.0,0.0,1.0,0.45614035087719296,0.4579694878933694,0.0,0.8793650793650792,1.14
0.25,0.2,0.1,0.0,40,50,32,38,0.8802083333333334,0.2783540170023813,1.0,0.6447368421052632,0.3954908240898994,0.0032020887284045178,0.8204301075268817,1.42
0.25,0.2,0.1,0.1,20,50,50,39,0.15397619047619046,0.19321488524020097,0.125,0.5747863247863249,0.41920057228976576,0.28283548331613345,0.26769711769711774,1.36
0.25,0.2,0.1,0.1,40,50,50,35,0.050751444316291534,0.05280230761604642,0.05,0.7119047619047619,0.38152967463057996,0.4709364610417242,0.1284560698698729,1.28
