replicate,scenario,event,interval,event_time,time_start,time_end,from,to,branch_from,branch_to,n_jumps,magnitude
295,jump,jump,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,,,,,1.0,0.3542245718540636
299,branch_reorganization,branch_transition,13,0.7777777777777777,0.7222222222222222,0.7777777777777777,0.0,1.0,,,,
299,branch_reorganization,branch_transition,13,0.7777777777777777,,,,,0.0,1.0,,
302,branch_reorganization,branch_transition,4,0.2777777777777778,0.2222222222222222,0.2777777777777778,0.0,1.0,,,,
302,branch_reorganization,branch_transition,4,0.2777777777777778,,,,,0.0,1.0,,
305,branch_reorganization,branch_transition,8,0.5,0.4444444444444444,0.5,0.0,1.0,,,,
305,branch_reorganization,branch_transition,8,0.5,,,,,0.0,1.0,,
311,branch_reorganization,branch_transition,3,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,1.0,,,,
311,branch_reorganization,branch_transition,13,0.7777777777777777,0.7222222222222222,0.7777777777777777,1.0,0.0,,,,
311,branch_reorganization,branch_transition,3,0.2222222222222222,,,,,0.0,1.0,,
311,branch_reorganization,branch_transition,13,0.7777777777777777,,,,,1.0,0.0,,
323,branch_reorganization,branch_transition,11,0.6666666666666666,0.611111111111111,0.6666666666666666,0.0,1.0,,,,
323,branch_reorganization,branch_transition,11,0.6666666666666666,,,,,0.0,1.0,,
326,branch_reorganization,branch_transition,8,0.5,0.4444444444444444,0.5,0.0,1.0,,,,
326,branch_reorganization,branch_transition,8,0.5,,,,,0.0,1.0,,
329,branch_reorganization,branch_transition,5,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.0,1.0,,,,
329,branch_reorganization,branch_transition,5,0.3333333333333333,,,,,0.0,1.0,,
332,branch_reorganization,branch_transition,12,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.0,1.0,,,,
332,branch_reorganization,branch_transition,12,0.7222222222222222,,,,,0.0,1.0,,
338,branch_reorganization,branch_transition,0,0.05555555555555555,0.0,0.05555555555555555,0.0,1.0,,,,
338,branch_reorganization,branch_transition,1,0.1111111111111111,0.05555555555555555,0.1111111111111111,1.0,0.0,,,,
338,branch_reorganization,branch_transition,17,1.0,0.9444444444444444,1.0,0.0,1.0,,,,
338,branch_reorganization,branch_transition,0,0.05555555555555555,,,,,0.0,1.0,,
338,branch_reorganization,branch_transition,1,0.1111111111111111,,,,,1.0,0.0,,
338,branch_reorganization,branch_transition,17,1.0,,,,,0.0,1.0,,
343,jump,jump,3,0.2222222222222222,0.16666666666666666,0.2222222222222222,,,,,1.0,0.025537990953709903
344,branch_reorganization,branch_transition,10,0.611111111111111,0.5555555555555556,0.611111111111111,0.0,1.0,,,,
344,branch_reorganization,branch_transition,10,0.611111111111111,,,,,0.0,1.0,,
350,branch_reorganization,branch_transition,5,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.0,1.0,,,,
350,branch_reorganization,branch_transition,14,0.8333333333333333,0.7777777777777777,0.8333333333333333,1.0,0.0,,,,
350,branch_reorganization,branch_transition,16,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.0,1.0,,,,
350,branch_reorganization,branch_transition,5,0.3333333333333333,,,,,0.0,1.0,,
350,branch_reorganization,branch_transition,14,0.8333333333333333,,,,,1.0,0.0,,
350,branch_reorganization,branch_transition,16,0.9444444444444444,,,,,0.0,1.0,,
