replicate,seed,jump_rate,jump_scale,diffusion_sigma,observation_noise,n_observations,n_observed,n_true_jumps,n_detected_jumps,tp,fp,tn,fn,precision,recall,false_positive_rate,f1,condition_index
4,1632526430,0.1,0.9,0.1,0.25,20,20,0,10,0,10,9,0,0.0,,0.5263157894736842,,40
5,326757723,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
6,1714940033,0.1,0.9,0.1,0.25,20,20,0,11,0,11,8,0,0.0,,0.5789473684210527,,40
7,785956984,0.1,0.9,0.1,0.25,20,20,1,10,1,9,9,0,0.1,1.0,0.5,0.18181818181818182,40
8,1432055774,0.1,0.9,0.1,0.25,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,40
9,1111115729,0.1,0.9,0.1,0.25,20,20,2,13,1,12,5,1,0.07692307692307693,0.5,0.7058823529411765,0.13333333333333336,40
10,1966682851,0.1,0.9,0.1,0.25,20,20,0,9,0,9,10,0,0.0,,0.47368421052631576,,40
11,958578925,0.1,0.9,0.1,0.25,20,20,0,17,0,17,2,0,0.0,,0.8947368421052632,,40
12,123744098,0.1,0.9,0.1,0.25,20,20,0,14,0,14,5,0,0.0,,0.7368421052631579,,40
13,139981790,0.1,0.9,0.1,0.25,20,20,1,10,0,10,8,1,0.0,0.0,0.5555555555555556,0.0,40
14,1754222629,0.1,0.9,0.1,0.25,20,20,2,10,1,9,8,1,0.1,0.5,0.5294117647058824,0.16666666666666669,40
15,570083352,0.1,0.9,0.1,0.25,20,20,1,12,0,12,6,1,0.0,0.0,0.6666666666666666,0.0,40
16,1518717926,0.1,0.9,0.1,0.25,20,20,0,16,0,16,3,0,0.0,,0.8421052631578947,,40
17,192929454,0.1,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,40
18,805314206,0.1,0.9,0.1,0.25,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,40
19,169768457,0.1,0.9,0.1,0.25,20,20,0,11,0,11,8,0,0.0,,0.5789473684210527,,40
20,937231359,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
21,1916201113,0.1,0.9,0.1,0.25,20,20,2,11,2,9,8,0,0.18181818181818182,1.0,0.5294117647058824,0.3076923076923077,40
22,733443124,0.1,0.9,0.1,0.25,20,20,0,11,0,11,8,0,0.0,,0.5789473684210527,,40
23,2021945960,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
24,1001984269,0.1,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,40
25,1986834919,0.1,0.9,0.1,0.25,20,20,0,13,0,13,6,0,0.0,,0.6842105263157895,,40
26,12413956,0.1,0.9,0.1,0.25,20,20,0,16,0,16,3,0,0.0,,0.8421052631578947,,40
27,1822367424,0.1,0.9,0.1,0.25,20,20,2,15,1,14,3,1,0.06666666666666667,0.5,0.8235294117647058,0.11764705882352941,40
28,751309225,0.1,0.9,0.1,0.25,20,20,1,11,1,10,8,0,0.09090909090909091,1.0,0.5555555555555556,0.16666666666666669,40
29,228218895,0.1,0.9,0.1,0.25,20,20,0,14,0,14,5,0,0.0,,0.7368421052631579,,40
30,2073284,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
31,1538603825,0.1,0.9,0.1,0.25,20,20,0,7,0,7,12,0,0.0,,0.3684210526315789,,40
32,2077381690,0.1,0.9,0.1,0.25,20,20,1,10,0,10,8,1,0.0,0.0,0.5555555555555556,0.0,40
33,1037235568,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
34,2082848199,0.1,0.9,0.1,0.25,20,20,1,13,1,12,6,0,0.07692307692307693,1.0,0.6666666666666666,0.14285714285714288,40
35,1055163232,0.1,0.9,0.1,0.25,20,20,1,12,1,11,7,0,0.08333333333333333,1.0,0.6111111111111112,0.15384615384615385,40
36,549477161,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
37,1480296643,0.1,0.9,0.1,0.25,20,20,1,10,1,9,9,0,0.1,1.0,0.5,0.18181818181818182,40
38,1182090280,0.1,0.9,0.1,0.25,20,20,0,13,0,13,6,0,0.0,,0.6842105263157895,,40
39,4270644,0.1,0.9,0.1,0.25,20,20,0,13,0,13,6,0,0.0,,0.6842105263157895,,40
40,367419482,0.1,0.9,0.1,0.25,20,20,0,13,0,13,6,0,0.0,,0.6842105263157895,,40
41,1740627662,0.1,0.9,0.1,0.25,20,20,0,15,0,15,4,0,0.0,,0.7894736842105263,,40
42,1787591244,0.1,0.9,0.1,0.25,20,20,2,15,2,13,4,0,0.13333333333333333,1.0,0.7647058823529411,0.23529411764705882,40
43,744888177,0.1,0.9,0.1,0.25,20,20,0,14,0,14,5,0,0.0,,0.7368421052631579,,40
44,752112055,0.1,0.9,0.1,0.25,20,20,0,12,0,12,7,0,0.0,,0.631578947368421,,40
45,1288835794,0.1,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,40
46,1053452351,0.1,0.9,0.1,0.25,20,20,1,14,1,13,5,0,0.07142857142857142,1.0,0.7222222222222222,0.13333333333333333,40
47,1283024185,0.1,0.9,0.1,0.25,20,20,0,11,0,11,8,0,0.0,,0.5789473684210527,,40
48,527750741,0.1,0.9,0.1,0.25,20,20,0,13,0,13,6,0,0.0,,0.6842105263157895,,40
49,629537375,0.1,0.9,0.1,0.25,20,20,0,14,0,14,5,0,0.0,,0.7368421052631579,,40
0,1277127553,0.1,0.9,0.1,0.25,40,40,0,34,0,34,5,0,0.0,,0.8717948717948718,,41
1,1517562472,0.1,0.9,0.1,0.25,40,40,0,32,0,32,7,0,0.0,,0.8205128205128205,,41
2,1787072376,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
3,1538102660,0.1,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,41
4,346749204,0.1,0.9,0.1,0.25,40,40,2,29,2,27,10,0,0.06896551724137931,1.0,0.7297297297297297,0.12903225806451613,41
5,369105320,0.1,0.9,0.1,0.25,40,40,3,26,3,23,13,0,0.11538461538461539,1.0,0.6388888888888888,0.20689655172413793,41
6,1289977916,0.1,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,41
7,384586122,0.1,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,41
8,436107140,0.1,0.9,0.1,0.25,40,40,1,31,1,30,8,0,0.03225806451612903,1.0,0.7894736842105263,0.0625,41
9,477188537,0.1,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,41
10,555435831,0.1,0.9,0.1,0.25,40,40,1,32,1,31,7,0,0.03125,1.0,0.8157894736842105,0.06060606060606061,41
11,1644676705,0.1,0.9,0.1,0.25,40,40,1,30,1,29,9,0,0.03333333333333333,1.0,0.7631578947368421,0.06451612903225806,41
12,1355082025,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
13,894313897,0.1,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,41
14,380818054,0.1,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,41
15,237523196,0.1,0.9,0.1,0.25,40,40,1,25,0,25,13,1,0.0,0.0,0.6578947368421053,0.0,41
16,1348530149,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
17,856358412,0.1,0.9,0.1,0.25,40,40,1,28,1,27,11,0,0.03571428571428571,1.0,0.7105263157894737,0.0689655172413793,41
18,2031173336,0.1,0.9,0.1,0.25,40,40,1,33,1,32,6,0,0.030303030303030304,1.0,0.8421052631578947,0.05882352941176471,41
19,1829076821,0.1,0.9,0.1,0.25,40,40,0,24,0,24,15,0,0.0,,0.6153846153846154,,41
20,1120026609,0.1,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,41
21,1615898887,0.1,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,41
22,2052403867,0.1,0.9,0.1,0.25,40,40,0,32,0,32,7,0,0.0,,0.8205128205128205,,41
23,610364645,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
24,1501892041,0.1,0.9,0.1,0.25,40,40,1,33,1,32,6,0,0.030303030303030304,1.0,0.8421052631578947,0.05882352941176471,41
25,1731831157,0.1,0.9,0.1,0.25,40,40,1,29,1,28,10,0,0.034482758620689655,1.0,0.7368421052631579,0.06666666666666667,41
26,339185986,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
27,577043468,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
28,502095160,0.1,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,41
29,1243197752,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
30,261669696,0.1,0.9,0.1,0.25,40,40,2,33,2,31,6,0,0.06060606060606061,1.0,0.8378378378378378,0.1142857142857143,41
31,1167935750,0.1,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,41
32,923873920,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
33,1303416140,0.1,0.9,0.1,0.25,40,40,1,28,1,27,11,0,0.03571428571428571,1.0,0.7105263157894737,0.0689655172413793,41
34,1943363592,0.1,0.9,0.1,0.25,40,40,0,31,0,31,8,0,0.0,,0.7948717948717948,,41
35,91488485,0.1,0.9,0.1,0.25,40,40,0,29,0,29,10,0,0.0,,0.7435897435897436,,41
36,403453361,0.1,0.9,0.1,0.25,40,40,0,33,0,33,6,0,0.0,,0.8461538461538461,,41
37,612923264,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
38,222739580,0.1,0.9,0.1,0.25,40,40,0,27,0,27,12,0,0.0,,0.6923076923076923,,41
39,1791758261,0.1,0.9,0.1,0.25,40,40,2,35,2,33,4,0,0.05714285714285714,1.0,0.8918918918918919,0.1081081081081081,41
40,650203009,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
41,1049421724,0.1,0.9,0.1,0.25,40,40,0,30,0,30,9,0,0.0,,0.7692307692307693,,41
42,430233958,0.1,0.9,0.1,0.25,40,40,1,32,1,31,7,0,0.03125,1.0,0.8157894736842105,0.06060606060606061,41
43,2094943893,0.1,0.9,0.1,0.25,40,40,0,35,0,35,4,0,0.0,,0.8974358974358975,,41
44,1488435611,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
45,1029957505,0.1,0.9,0.1,0.25,40,40,0,28,0,28,11,0,0.0,,0.717948717948718,,41
46,2064795227,0.1,0.9,0.1,0.25,40,40,1,35,1,34,4,0,0.02857142857142857,1.0,0.8947368421052632,0.05555555555555556,41
47,892608406,0.1,0.9,0.1,0.25,40,40,0,33,0,33,6,0,0.0,,0.8461538461538461,,41
48,1238393897,0.1,0.9,0.1,0.25,40,40,0,26,0,26,13,0,0.0,,0.6666666666666666,,41
49,163006887,0.1,0.9,0.1,0.25,40,40,1,34,1,33,5,0,0.029411764705882353,1.0,0.868421052631579,0.05714285714285715,41
0,2143249380,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
1,371368746,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
2,334031951,0.1,0.9,0.2,0.0,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,42
3,133631454,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
4,1954082109,0.1,0.9,0.2,0.0,20,20,2,2,1,1,16,1,0.5,0.5,0.058823529411764705,0.5,42
5,222923499,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
6,564034195,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
7,395479939,0.1,0.9,0.2,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,42
8,2104343027,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
9,117476964,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
10,1415973332,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
11,1373934738,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
12,723523252,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
13,1051510269,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
14,1052575041,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
15,1953341754,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
16,340292808,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
17,1701245884,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
18,1635390054,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
19,827067206,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
20,1994755302,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
21,555163704,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
22,1685699375,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
23,360233176,0.1,0.9,0.2,0.0,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,42
24,1920580479,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
25,1674354849,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
26,436088414,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
27,1208709709,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
28,2091910285,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
29,437928220,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
30,146023703,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
31,917835889,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
32,1481071449,0.1,0.9,0.2,0.0,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,42
33,637955903,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
34,2048801883,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
35,192534046,0.1,0.9,0.2,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,42
36,1374728490,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
37,1601285738,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
38,326493942,0.1,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,42
39,1594753845,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
40,1046789141,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
41,1469970827,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
42,2125808769,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
43,2061053448,0.1,0.9,0.2,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,42
44,1565936395,0.1,0.9,0.2,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,42
45,172499967,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
46,487839850,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
47,387570559,0.1,0.9,0.2,0.0,20,20,2,2,2,0,17,0,1.0,1.0,0.0,1.0,42
48,1732438074,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
49,140105897,0.1,0.9,0.2,0.0,20,20,0,0,0,0,19,0,,,0.0,,42
0,1798705600,0.1,0.9,0.2,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,43
1,497143946,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
2,611392194,0.1,0.9,0.2,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,43
3,836290455,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
4,336127575,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
5,1311958368,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
6,1671037119,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
7,241816942,0.1,0.9,0.2,0.0,40,40,2,2,2,0,37,0,1.0,1.0,0.0,1.0,43
8,383961332,0.1,0.9,0.2,0.0,40,40,3,3,3,0,36,0,1.0,1.0,0.0,1.0,43
9,671537946,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
10,16973245,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
11,446865214,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
12,1766162239,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
13,645811756,0.1,0.9,0.2,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,43
14,811396964,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
15,666002490,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
16,1104959206,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
17,412793384,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
18,544778023,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
19,1875264995,0.1,0.9,0.2,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,43
20,1736095137,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
21,1050862673,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
22,651416874,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
23,1094700718,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
24,1860285602,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
25,810069527,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
26,1419079002,0.1,0.9,0.2,0.0,40,40,2,3,2,1,36,0,0.6666666666666666,1.0,0.02702702702702703,0.8,43
27,824667327,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
28,104588104,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
29,13240540,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
30,526994621,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
31,736193833,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
32,264485415,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
33,158820085,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
34,466269741,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
35,976938825,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
36,1807287139,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
37,140125207,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
38,657933607,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
39,522964302,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
40,1758981187,0.1,0.9,0.2,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,43
41,608881243,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
42,1030598749,0.1,0.9,0.2,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,43
43,1960725840,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
44,620236290,0.1,0.9,0.2,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,43
45,2005398540,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
46,43210304,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
47,1907413510,0.1,0.9,0.2,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,43
48,221440178,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
49,1781871008,0.1,0.9,0.2,0.0,40,40,0,0,0,0,39,0,,,0.0,,43
0,2060667528,0.1,0.9,0.2,0.1,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,44
1,1602402593,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
2,1420643239,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
3,1595699166,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
4,1498986204,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
5,492940139,0.1,0.9,0.2,0.1,20,20,2,2,1,1,16,1,0.5,0.5,0.058823529411764705,0.5,44
6,1722835423,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
7,119747709,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
8,531741562,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
9,1254789482,0.1,0.9,0.2,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,44
10,1098963356,0.1,0.9,0.2,0.1,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,44
11,422568144,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
12,1471028010,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
13,2085747362,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
14,774724113,0.1,0.9,0.2,0.1,20,20,0,0,0,0,19,0,,,0.0,,44
15,770681686,0.1,0.9,0.2,0.1,20,20,0,4,0,4,15,0,0.0,,0.21052631578947367,,44
16,260925992,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
17,1616450043,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
18,749333358,0.1,0.9,0.2,0.1,20,20,0,4,0,4,15,0,0.0,,0.21052631578947367,,44
19,154805857,0.1,0.9,0.2,0.1,20,20,1,2,0,2,16,1,0.0,0.0,0.1111111111111111,0.0,44
20,1763522570,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
21,1482603594,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
22,1681995933,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
23,1610143072,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
24,2106191199,0.1,0.9,0.2,0.1,20,20,0,4,0,4,15,0,0.0,,0.21052631578947367,,44
25,1169824105,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
26,176590259,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
27,1384499669,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
28,1158670362,0.1,0.9,0.2,0.1,20,20,1,3,1,2,16,0,0.3333333333333333,1.0,0.1111111111111111,0.5,44
29,2033772372,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
30,210335890,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
31,128648251,0.1,0.9,0.2,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,44
32,1861125119,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
33,2111649443,0.1,0.9,0.2,0.1,20,20,1,3,1,2,16,0,0.3333333333333333,1.0,0.1111111111111111,0.5,44
34,1467424580,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
35,177828321,0.1,0.9,0.2,0.1,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,44
36,1497343669,0.1,0.9,0.2,0.1,20,20,0,0,0,0,19,0,,,0.0,,44
37,667776763,0.1,0.9,0.2,0.1,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,44
38,105527204,0.1,0.9,0.2,0.1,20,20,0,0,0,0,19,0,,,0.0,,44
39,2095027497,0.1,0.9,0.2,0.1,20,20,1,3,1,2,16,0,0.3333333333333333,1.0,0.1111111111111111,0.5,44
40,1143504700,0.1,0.9,0.2,0.1,20,20,1,3,1,2,16,0,0.3333333333333333,1.0,0.1111111111111111,0.5,44
41,370136959,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
42,1880128022,0.1,0.9,0.2,0.1,20,20,0,0,0,0,19,0,,,0.0,,44
43,1563501483,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
44,495370231,0.1,0.9,0.2,0.1,20,20,0,0,0,0,19,0,,,0.0,,44
45,689737622,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
46,365555463,0.1,0.9,0.2,0.1,20,20,1,2,1,1,17,0,0.5,1.0,0.05555555555555555,0.6666666666666666,44
47,18474136,0.1,0.9,0.2,0.1,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,44
48,932494135,0.1,0.9,0.2,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,44
49,1735568017,0.1,0.9,0.2,0.1,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,44
0,1338231659,0.1,0.9,0.2,0.1,40,40,1,5,1,4,34,0,0.2,1.0,0.10526315789473684,0.33333333333333337,45
