replicate,seed,jump_rate,jump_scale,diffusion_sigma,observation_noise,n_observations,n_observed,n_true_jumps,n_detected_jumps,tp,fp,tn,fn,precision,recall,false_positive_rate,f1,condition_index
26,133965484,0.25,0.2,0.2,0.25,40,40,1,25,1,24,14,0,0.04,1.0,0.631578947368421,0.07692307692307693,65
27,993603297,0.25,0.2,0.2,0.25,40,40,0,24,0,24,15,0,0.0,,0.6153846153846154,,65
28,29120300,0.25,0.2,0.2,0.25,40,40,1,18,1,17,21,0,0.05555555555555555,1.0,0.4473684210526316,0.10526315789473684,65
29,917638141,0.25,0.2,0.2,0.25,40,40,1,22,1,21,17,0,0.045454545454545456,1.0,0.5526315789473685,0.08695652173913045,65
30,771039019,0.25,0.2,0.2,0.25,40,40,0,18,0,18,21,0,0.0,,0.46153846153846156,,65
31,1334863391,0.25,0.2,0.2,0.25,40,40,2,22,1,21,16,1,0.045454545454545456,0.5,0.5675675675675675,0.08333333333333334,65
32,403994496,0.25,0.2,0.2,0.25,40,40,1,20,0,20,18,1,0.0,0.0,0.5263157894736842,0.0,65
33,1580785328,0.25,0.2,0.2,0.25,40,40,1,24,1,23,15,0,0.041666666666666664,1.0,0.6052631578947368,0.07999999999999999,65
34,604514462,0.25,0.2,0.2,0.25,40,40,0,26,0,26,13,0,0.0,,0.6666666666666666,,65
35,1626107820,0.25,0.2,0.2,0.25,40,40,1,19,1,18,20,0,0.05263157894736842,1.0,0.47368421052631576,0.1,65
36,912972657,0.25,0.2,0.2,0.25,40,40,2,22,2,20,17,0,0.09090909090909091,1.0,0.5405405405405406,0.16666666666666669,65
37,1132333122,0.25,0.2,0.2,0.25,40,40,0,18,0,18,21,0,0.0,,0.46153846153846156,,65
38,1194952391,0.25,0.2,0.2,0.25,40,40,3,19,1,18,18,2,0.05263157894736842,0.3333333333333333,0.5,0.09090909090909091,65
39,1863546508,0.25,0.2,0.2,0.25,40,40,2,22,1,21,16,1,0.045454545454545456,0.5,0.5675675675675675,0.08333333333333334,65
40,1857119191,0.25,0.2,0.2,0.25,40,40,2,30,1,29,8,1,0.03333333333333333,0.5,0.7837837837837838,0.0625,65
41,983812268,0.25,0.2,0.2,0.25,40,40,4,20,3,17,18,1,0.15,0.75,0.4857142857142857,0.24999999999999997,65
42,624821448,0.25,0.2,0.2,0.25,40,40,4,22,3,19,16,1,0.13636363636363635,0.75,0.5428571428571428,0.23076923076923075,65
43,308214088,0.25,0.2,0.2,0.25,40,40,1,18,1,17,21,0,0.05555555555555555,1.0,0.4473684210526316,0.10526315789473684,65
44,427961624,0.25,0.2,0.2,0.25,40,40,2,20,1,19,18,1,0.05,0.5,0.5135135135135135,0.09090909090909091,65
45,1615163083,0.25,0.2,0.2,0.25,40,40,2,24,0,24,13,2,0.0,0.0,0.6486486486486487,0.0,65
46,1756689546,0.25,0.2,0.2,0.25,40,40,3,25,2,23,13,1,0.08,0.6666666666666666,0.6388888888888888,0.14285714285714285,65
47,2021312231,0.25,0.2,0.2,0.25,40,40,1,25,0,25,13,1,0.0,0.0,0.6578947368421053,0.0,65
48,1600066479,0.25,0.2,0.2,0.25,40,40,2,21,2,19,18,0,0.09523809523809523,1.0,0.5135135135135135,0.17391304347826084,65
49,188944327,0.25,0.2,0.2,0.25,40,40,3,25,2,23,13,1,0.08,0.6666666666666666,0.6388888888888888,0.14285714285714285,65
0,1602561645,0.25,0.2,0.35,0.0,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,66
1,1064501390,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
2,1413234875,0.25,0.2,0.35,0.0,20,20,3,0,0,0,16,3,,0.0,0.0,,66
3,1202834513,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
4,289135546,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
5,27718055,0.25,0.2,0.35,0.0,20,20,3,0,0,0,16,3,,0.0,0.0,,66
6,1088171958,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
7,1138150660,0.25,0.2,0.35,0.0,20,20,3,1,0,1,15,3,0.0,0.0,0.0625,0.0,66
8,1297724360,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
9,1271862736,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
10,343156736,0.25,0.2,0.35,0.0,20,20,3,0,0,0,16,3,,0.0,0.0,,66
11,897834466,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
12,1515244603,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
13,1323432374,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
14,793235212,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
15,437125646,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
16,543302761,0.25,0.2,0.35,0.0,20,20,2,1,0,1,16,2,0.0,0.0,0.058823529411764705,0.0,66
17,622319601,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
18,1081718149,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
19,1023703265,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
20,373058276,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
21,2143318147,0.25,0.2,0.35,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,66
22,1678093964,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
23,1022511349,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
24,608523734,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
25,256791465,0.25,0.2,0.35,0.0,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,66
26,433824970,0.25,0.2,0.35,0.0,20,20,3,1,1,0,16,2,1.0,0.3333333333333333,0.0,0.5,66
27,1771743167,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
28,1211300667,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
29,979131842,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
30,425226473,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
31,1058429482,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
32,1940709176,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
33,1475214587,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
34,1964993160,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
35,1472976858,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
36,390982295,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
37,541242747,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
38,962951647,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
39,322108071,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
40,706896862,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
41,2005797160,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
42,1711280854,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
43,1165154237,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
44,1425761196,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
45,981892398,0.25,0.2,0.35,0.0,20,20,1,0,0,0,18,1,,0.0,0.0,,66
46,1138210548,0.25,0.2,0.35,0.0,20,20,3,0,0,0,16,3,,0.0,0.0,,66
47,1291174033,0.25,0.2,0.35,0.0,20,20,2,1,0,1,16,2,0.0,0.0,0.058823529411764705,0.0,66
48,544568369,0.25,0.2,0.35,0.0,20,20,2,0,0,0,17,2,,0.0,0.0,,66
49,828645345,0.25,0.2,0.35,0.0,20,20,0,0,0,0,19,0,,,0.0,,66
0,1456515319,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
1,1238613980,0.25,0.2,0.35,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,67
2,1805072479,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
3,1242485422,0.25,0.2,0.35,0.0,40,40,2,1,1,0,37,1,1.0,0.5,0.0,0.6666666666666666,67
4,1349910336,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
5,1765887843,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
6,62542284,0.25,0.2,0.35,0.0,40,40,3,1,0,1,35,3,0.0,0.0,0.027777777777777776,0.0,67
7,1432093997,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
8,187403205,0.25,0.2,0.35,0.0,40,40,2,2,1,1,36,1,0.5,0.5,0.02702702702702703,0.5,67
9,1907622461,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
10,200355365,0.25,0.2,0.35,0.0,40,40,3,0,0,0,36,3,,0.0,0.0,,67
11,638679760,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
12,2097043715,0.25,0.2,0.35,0.0,40,40,2,1,1,0,37,1,1.0,0.5,0.0,0.6666666666666666,67
13,1816943922,0.25,0.2,0.35,0.0,40,40,2,1,1,0,37,1,1.0,0.5,0.0,0.6666666666666666,67
14,174678835,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
15,1810342210,0.25,0.2,0.35,0.0,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,67
16,609098654,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
17,399788938,0.25,0.2,0.35,0.0,40,40,2,1,1,0,37,1,1.0,0.5,0.0,0.6666666666666666,67
18,326282818,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
19,1516489337,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
20,2006625487,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
21,232453941,0.25,0.2,0.35,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,67
22,2010825769,0.25,0.2,0.35,0.0,40,40,2,1,0,1,36,2,0.0,0.0,0.02702702702702703,0.0,67
23,1539929637,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
24,1918757937,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
25,1627814704,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
26,1595148368,0.25,0.2,0.35,0.0,40,40,1,1,1,0,38,0,1.0,1.0,0.0,1.0,67
27,1605826125,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
28,1368878394,0.25,0.2,0.35,0.0,40,40,3,0,0,0,36,3,,0.0,0.0,,67
29,1321928250,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
30,580196174,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
31,679481550,0.25,0.2,0.35,0.0,40,40,3,0,0,0,36,3,,0.0,0.0,,67
32,1357005464,0.25,0.2,0.35,0.0,40,40,3,1,1,0,36,2,1.0,0.3333333333333333,0.0,0.5,67
33,938350106,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
34,1165782040,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
35,1033362560,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
36,1111614602,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
37,1778010872,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
38,540525499,0.25,0.2,0.35,0.0,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,67
39,1461131321,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
40,1353712617,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
41,1959095352,0.25,0.2,0.35,0.0,40,40,0,0,0,0,39,0,,,0.0,,67
42,1635904579,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
43,1003767587,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
44,426824429,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
45,762533400,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
46,1252567575,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
47,1656244642,0.25,0.2,0.35,0.0,40,40,1,0,0,0,38,1,,0.0,0.0,,67
48,1995734410,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
49,1454489290,0.25,0.2,0.35,0.0,40,40,2,0,0,0,37,2,,0.0,0.0,,67
0,1205136217,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
1,435925826,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
2,1207056262,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
3,138427090,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
4,576254260,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
5,2067003219,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
6,1425456906,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
7,67287214,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
8,731537019,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
9,1426193989,0.25,0.2,0.35,0.1,20,20,2,2,1,1,16,1,0.5,0.5,0.058823529411764705,0.5,68
10,2070148568,0.25,0.2,0.35,0.1,20,20,3,0,0,0,16,3,,0.0,0.0,,68
11,453946476,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
12,85134359,0.25,0.2,0.35,0.1,20,20,2,1,1,0,17,1,1.0,0.5,0.0,0.6666666666666666,68
13,1051263160,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
14,155309736,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
15,829554925,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
16,1727282471,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
17,1075751119,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
18,69100185,0.25,0.2,0.35,0.1,20,20,3,2,1,1,15,2,0.5,0.3333333333333333,0.0625,0.4,68
19,210439197,0.25,0.2,0.35,0.1,20,20,2,1,0,1,16,2,0.0,0.0,0.058823529411764705,0.0,68
20,166034996,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
21,1134105534,0.25,0.2,0.35,0.1,20,20,4,2,1,1,14,3,0.5,0.25,0.06666666666666667,0.3333333333333333,68
22,800308382,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
23,1247476489,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
24,1424616386,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
25,621716179,0.25,0.2,0.35,0.1,20,20,5,2,1,1,13,4,0.5,0.2,0.07142857142857142,0.28571428571428575,68
26,2021479805,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
27,960194094,0.25,0.2,0.35,0.1,20,20,3,2,1,1,15,2,0.5,0.3333333333333333,0.0625,0.4,68
28,70798304,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
29,1605848566,0.25,0.2,0.35,0.1,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,68
30,1071779808,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
31,2014809896,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
32,569723425,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
33,842751061,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
34,490969998,0.25,0.2,0.35,0.1,20,20,1,1,1,0,18,0,1.0,1.0,0.0,1.0,68
35,1387299325,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
36,194971797,0.25,0.2,0.35,0.1,20,20,2,1,0,1,16,2,0.0,0.0,0.058823529411764705,0.0,68
37,298006507,0.25,0.2,0.35,0.1,20,20,2,1,0,1,16,2,0.0,0.0,0.058823529411764705,0.0,68
38,2112236121,0.25,0.2,0.35,0.1,20,20,1,1,0,1,17,1,0.0,0.0,0.05555555555555555,0.0,68
39,1787038767,0.25,0.2,0.35,0.1,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,68
40,119537287,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
41,1215510455,0.25,0.2,0.35,0.1,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,68
42,1728158375,0.25,0.2,0.35,0.1,20,20,4,1,1,0,15,3,1.0,0.25,0.0,0.4,68
43,1236469279,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
44,398088396,0.25,0.2,0.35,0.1,20,20,1,0,0,0,18,1,,0.0,0.0,,68
45,160815385,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
46,1460792758,0.25,0.2,0.35,0.1,20,20,2,0,0,0,17,2,,0.0,0.0,,68
47,263078309,0.25,0.2,0.35,0.1,20,20,3,1,1,0,16,2,1.0,0.3333333333333333,0.0,0.5,68
48,2127302282,0.25,0.2,0.35,0.1,20,20,3,0,0,0,16,3,,0.0,0.0,,68
49,325687771,0.25,0.2,0.35,0.1,20,20,0,0,0,0,19,0,,,0.0,,68
0,369631542,0.25,0.2,0.35,0.1,40,40,1,2,0,2,36,1,0.0,0.0,0.05263157894736842,0.0,69
1,1688986310,0.25,0.2,0.35,0.1,40,40,2,1,0,1,36,2,0.0,0.0,0.02702702702702703,0.0,69
2,1250942135,0.25,0.2,0.35,0.1,40,40,2,1,0,1,36,2,0.0,0.0,0.02702702702702703,0.0,69
3,887174316,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
4,928678897,0.25,0.2,0.35,0.1,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,69
5,248636009,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
6,821865210,0.25,0.2,0.35,0.1,40,40,2,3,1,2,35,1,0.3333333333333333,0.5,0.05405405405405406,0.4,69
7,994437532,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
8,2033620631,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
9,1400615305,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
10,744726482,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
11,1266563890,0.25,0.2,0.35,0.1,40,40,4,3,1,2,33,3,0.3333333333333333,0.25,0.05714285714285714,0.28571428571428575,69
12,693227996,0.25,0.2,0.35,0.1,40,40,2,4,1,3,34,1,0.25,0.5,0.08108108108108109,0.3333333333333333,69
13,1842711511,0.25,0.2,0.35,0.1,40,40,1,4,0,4,34,1,0.0,0.0,0.10526315789473684,0.0,69
14,193154344,0.25,0.2,0.35,0.1,40,40,3,0,0,0,36,3,,0.0,0.0,,69
15,668155462,0.25,0.2,0.35,0.1,40,40,1,0,0,0,38,1,,0.0,0.0,,69
16,1424496401,0.25,0.2,0.35,0.1,40,40,1,4,1,3,35,0,0.25,1.0,0.07894736842105263,0.4,69
17,1826578928,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
18,1801150999,0.25,0.2,0.35,0.1,40,40,0,0,0,0,39,0,,,0.0,,69
19,1176351605,0.25,0.2,0.35,0.1,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,69
20,165327716,0.25,0.2,0.35,0.1,40,40,2,2,1,1,36,1,0.5,0.5,0.02702702702702703,0.5,69
21,1217479186,0.25,0.2,0.35,0.1,40,40,3,3,0,3,33,3,0.0,0.0,0.08333333333333333,0.0,69
22,1917957916,0.25,0.2,0.35,0.1,40,40,1,0,0,0,38,1,,0.0,0.0,,69
23,994274402,0.25,0.2,0.35,0.1,40,40,0,3,0,3,36,0,0.0,,0.07692307692307693,,69
24,304403970,0.25,0.2,0.35,0.1,40,40,3,0,0,0,36,3,,0.0,0.0,,69
25,608170687,0.25,0.2,0.35,0.1,40,40,6,2,1,1,32,5,0.5,0.16666666666666666,0.030303030303030304,0.25,69
26,1328450143,0.25,0.2,0.35,0.1,40,40,1,4,0,4,34,1,0.0,0.0,0.10526315789473684,0.0,69
27,2068812223,0.25,0.2,0.35,0.1,40,40,2,2,0,2,35,2,0.0,0.0,0.05405405405405406,0.0,69
28,102422515,0.25,0.2,0.35,0.1,40,40,2,3,0,3,34,2,0.0,0.0,0.08108108108108109,0.0,69
29,1950219759,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
30,1648273169,0.25,0.2,0.35,0.1,40,40,1,3,0,3,35,1,0.0,0.0,0.07894736842105263,0.0,69
31,1091047057,0.25,0.2,0.35,0.1,40,40,3,1,1,0,36,2,1.0,0.3333333333333333,0.0,0.5,69
32,619119738,0.25,0.2,0.35,0.1,40,40,1,0,0,0,38,1,,0.0,0.0,,69
33,1986730854,0.25,0.2,0.35,0.1,40,40,0,3,0,3,36,0,0.0,,0.07692307692307693,,69
34,560886151,0.25,0.2,0.35,0.1,40,40,1,3,0,3,35,1,0.0,0.0,0.07894736842105263,0.0,69
35,179419535,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
36,1278561952,0.25,0.2,0.35,0.1,40,40,1,3,0,3,35,1,0.0,0.0,0.07894736842105263,0.0,69
37,848283744,0.25,0.2,0.35,0.1,40,40,1,2,0,2,36,1,0.0,0.0,0.05263157894736842,0.0,69
38,1143009473,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
39,946487649,0.25,0.2,0.35,0.1,40,40,2,1,0,1,36,2,0.0,0.0,0.02702702702702703,0.0,69
40,2053858207,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
41,356131497,0.25,0.2,0.35,0.1,40,40,5,0,0,0,34,5,,0.0,0.0,,69
42,509021952,0.25,0.2,0.35,0.1,40,40,3,2,2,0,36,1,1.0,0.6666666666666666,0.0,0.8,69
43,1037996480,0.25,0.2,0.35,0.1,40,40,1,3,1,2,36,0,0.3333333333333333,1.0,0.05263157894736842,0.5,69
44,1862058353,0.25,0.2,0.35,0.1,40,40,0,1,0,1,38,0,0.0,,0.02564102564102564,,69
45,934356877,0.25,0.2,0.35,0.1,40,40,0,2,0,2,37,0,0.0,,0.05128205128205128,,69
46,1346210605,0.25,0.2,0.35,0.1,40,40,1,4,0,4,34,1,0.0,0.0,0.10526315789473684,0.0,69
47,1376340744,0.25,0.2,0.35,0.1,40,40,3,4,0,4,32,3,0.0,0.0,0.1111111111111111,0.0,69
48,1054363584,0.25,0.2,0.35,0.1,40,40,4,3,2,1,34,2,0.6666666666666666,0.5,0.02857142857142857,0.5714285714285715,69
49,780055973,0.25,0.2,0.35,0.1,40,40,1,1,0,1,37,1,0.0,0.0,0.02631578947368421,0.0,69
0,1234444197,0.25,0.2,0.35,0.25,20,20,2,3,1,2,15,1,0.3333333333333333,0.5,0.11764705882352941,0.4,70
1,1951666284,0.25,0.2,0.35,0.25,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,70
2,1276181532,0.25,0.2,0.35,0.25,20,20,1,3,0,3,15,1,0.0,0.0,0.16666666666666666,0.0,70
3,306694595,0.25,0.2,0.35,0.25,20,20,1,5,0,5,13,1,0.0,0.0,0.2777777777777778,0.0,70
4,384647697,0.25,0.2,0.35,0.25,20,20,2,3,0,3,14,2,0.0,0.0,0.17647058823529413,0.0,70
5,689250721,0.25,0.2,0.35,0.25,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,70
6,156444702,0.25,0.2,0.35,0.25,20,20,2,7,0,7,10,2,0.0,0.0,0.4117647058823529,0.0,70
7,181431950,0.25,0.2,0.35,0.25,20,20,0,0,0,0,19,0,,,0.0,,70
8,2074691404,0.25,0.2,0.35,0.25,20,20,0,7,0,7,12,0,0.0,,0.3684210526315789,,70
9,262332164,0.25,0.2,0.35,0.25,20,20,0,2,0,2,17,0,0.0,,0.10526315789473684,,70
10,1675211694,0.25,0.2,0.35,0.25,20,20,0,5,0,5,14,0,0.0,,0.2631578947368421,,70
11,1930251412,0.25,0.2,0.35,0.25,20,20,1,2,0,2,16,1,0.0,0.0,0.1111111111111111,0.0,70
12,1093885438,0.25,0.2,0.35,0.25,20,20,1,4,1,3,15,0,0.25,1.0,0.16666666666666666,0.4,70
13,1688189380,0.25,0.2,0.35,0.25,20,20,1,3,0,3,15,1,0.0,0.0,0.16666666666666666,0.0,70
14,1426332171,0.25,0.2,0.35,0.25,20,20,1,0,0,0,18,1,,0.0,0.0,,70
15,90355388,0.25,0.2,0.35,0.25,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,70
16,273521424,0.25,0.2,0.35,0.25,20,20,0,6,0,6,13,0,0.0,,0.3157894736842105,,70
17,29274001,0.25,0.2,0.35,0.25,20,20,2,6,0,6,11,2,0.0,0.0,0.35294117647058826,0.0,70
18,245285855,0.25,0.2,0.35,0.25,20,20,3,5,1,4,12,2,0.2,0.3333333333333333,0.25,0.25,70
19,1638921999,0.25,0.2,0.35,0.25,20,20,0,4,0,4,15,0,0.0,,0.21052631578947367,,70
20,1952615961,0.25,0.2,0.35,0.25,20,20,0,1,0,1,18,0,0.0,,0.05263157894736842,,70
21,2104002844,0.25,0.2,0.35,0.25,20,20,0,4,0,4,15,0,0.0,,0.21052631578947367,,70
22,2006639577,0.25,0.2,0.35,0.25,20,20,1,2,0,2,16,1,0.0,0.0,0.1111111111111111,0.0,70
23,297492034,0.25,0.2,0.35,0.25,20,20,0,3,0,3,16,0,0.0,,0.15789473684210525,,70
24,1806475418,0.25,0.2,0.35,0.25,20,20,2,5,1,4,13,1,0.2,0.5,0.23529411764705882,0.28571428571428575,70
