n_observations,noise_sd,missing_probability,interval_pattern,replicate,observed_n,theta_true,sigma_true,theta_naive,sigma_naive,theta_abs_error_naive,sigma_abs_error_naive,theta_bound_naive,sigma_bound_naive,fit_success_naive,theta_measurement_aware,sigma_measurement_aware,theta_abs_error_measurement_aware,sigma_abs_error_measurement_aware,theta_bound_measurement_aware,sigma_bound_measurement_aware,fit_success_measurement_aware,theta_estimate,theta_abs_error,sigma_estimate,sigma_abs_error,success,theta_squared_error_naive,theta_squared_error_measurement_aware,sigma_squared_error_naive,sigma_squared_error_measurement_aware
5,0.0,0.1,regular,3,5,0.8,0.25,14.46568339406878,0.6325926405582398,13.66568339406878,0.3825926405582398,False,False,True,14.46568339406878,0.6325926405582398,13.66568339406878,0.3825926405582398,False,False,True,14.46568339406878,13.66568339406878,0.6325926405582398,0.3825926405582398,True,186.75090262692717,186.75090262692717,0.1463771286093265,0.1463771286093265
5,0.0,0.1,regular,4,5,0.8,0.25,16.76163589511694,1.0335303990962588,15.961635895116938,0.7835303990962588,False,False,True,16.76163589511694,1.0335303990962588,15.961635895116938,0.7835303990962588,False,False,True,16.76163589511694,15.961635895116938,1.0335303990962588,0.7835303990962588,True,254.7738204482855,254.7738204482855,0.6139198863079426,0.6139198863079426
5,0.0,0.1,regular,5,5,0.8,0.25,16.479197271609923,1.3840097191333456,15.679197271609922,1.1340097191333456,False,False,True,16.479197271609923,1.3840097191333456,15.679197271609922,1.1340097191333456,False,False,True,16.479197271609923,15.679197271609922,1.3840097191333456,1.1340097191333456,True,245.83722708206002,245.83722708206002,1.2859780430888894,1.2859780430888894
5,0.0,0.1,regular,6,5,0.8,0.25,14.018588957577135,0.6601435311092209,13.218588957577136,0.4101435311092208,False,False,True,14.018588957577135,0.6601435311092209,13.218588957577136,0.4101435311092208,False,False,True,14.018588957577135,13.218588957577136,0.6601435311092209,0.4101435311092208,True,174.73109402938016,174.73109402938016,0.1682177161107404,0.1682177161107404
5,0.0,0.1,regular,7,4,0.8,0.25,0.1442841705262971,0.0052160659476739,0.6557158294737029,0.244783934052326,False,False,True,0.1442841705262971,0.0052160659476739,0.6557158294737029,0.244783934052326,False,False,True,0.1442841705262971,0.6557158294737029,0.0052160659476739,0.244783934052326,True,0.4299632490223862,0.4299632490223862,0.059919174370133534,0.059919174370133534
5,0.0,0.1,regular,8,5,0.8,0.25,15.53498062559822,1.0237539215994342,14.73498062559822,0.7737539215994342,False,False,True,15.53498062559822,1.0237539215994342,14.73498062559822,0.7737539215994342,False,False,True,15.53498062559822,14.73498062559822,1.0237539215994342,0.7737539215994342,True,217.11965403675487,217.11965403675487,0.5986951311905034,0.5986951311905034
5,0.0,0.1,regular,9,5,0.8,0.25,1.8083820563285755,0.158417518578454,1.0083820563285757,0.0915824814215459,False,False,True,1.8083820563285755,0.158417518578454,1.0083820563285757,0.0915824814215459,False,False,True,1.8083820563285755,1.0083820563285757,0.158417518578454,0.0915824814215459,True,1.0168343715254464,1.0168343715254464,0.00838735090332782,0.00838735090332782
5,0.0,0.1,irregular,0,4,0.8,0.25,2.2842115114074177,0.0211882236146724,1.4842115114074177,0.2288117763853275,False,False,True,2.2842115114074177,0.0211882236146724,1.4842115114074177,0.2288117763853275,False,False,True,2.2842115114074177,1.4842115114074177,0.0211882236146724,0.2288117763853275,True,2.202883810594291,2.202883810594291,0.05235482901260916,0.05235482901260916
5,0.0,0.1,irregular,1,5,0.8,0.25,1.7338456908789182,0.0968548281052593,0.933845690878918,0.1531451718947406,False,False,True,1.7338456908789182,0.0968548281052593,0.933845690878918,0.1531451718947406,False,False,True,1.7338456908789182,0.933845690878918,0.0968548281052593,0.1531451718947406,True,0.8720677743731239,0.8720677743731239,0.023453443674669675,0.023453443674669675
5,0.0,0.1,irregular,2,4,0.8,0.25,1.957868655807087,0.3304067711667278,1.157868655807087,0.0804067711667277,False,False,True,1.957868655807087,0.3304067711667278,1.157868655807087,0.0804067711667277,False,False,True,1.957868655807087,1.157868655807087,0.3304067711667278,0.0804067711667277,True,1.3406598241005105,1.3406598241005105,0.006465248849458527,0.006465248849458527
5,0.0,0.1,irregular,3,5,0.8,0.25,17.761149364654617,0.4850250341547636,16.961149364654617,0.2350250341547636,False,False,True,17.761149364654617,0.4850250341547636,16.961149364654617,0.2350250341547636,False,False,True,17.761149364654617,16.961149364654617,0.4850250341547636,0.2350250341547636,True,287.6805877701237,287.6805877701237,0.0552367666794478,0.0552367666794478
5,0.0,0.1,irregular,4,4,0.8,0.25,0.1939028271887856,0.0704729263908106,0.6060971728112144,0.1795270736091893,False,False,True,0.1939028271887856,0.0704729263908106,0.6060971728112144,0.1795270736091893,False,False,True,0.1939028271887856,0.6060971728112144,0.0704729263908106,0.1795270736091893,True,0.3673537828897471,0.3673537828897471,0.03222997015867931,0.03222997015867931
5,0.0,0.1,irregular,5,4,0.8,0.25,19.708461635325175,0.3601733549897892,18.908461635325175,0.1101733549897892,False,False,True,19.708461635325175,0.3601733549897892,18.908461635325175,0.1101733549897892,False,False,True,19.708461635325175,18.908461635325175,0.3601733549897892,0.1101733549897892,True,357.529921414564,357.529921414564,0.012138168149706108,0.012138168149706108
5,0.0,0.1,irregular,6,5,0.8,0.25,1.498239277090787,0.155217482691417,0.698239277090787,0.0947825173085829,False,False,True,1.498239277090787,0.155217482691417,0.698239277090787,0.0947825173085829,False,False,True,1.498239277090787,0.698239277090787,0.155217482691417,0.0947825173085829,True,0.4875380880722649,0.4875380880722649,0.008983725587351837,0.008983725587351837
5,0.0,0.1,irregular,7,5,0.8,0.25,0.0562633728494091,0.0732939282721184,0.743736627150591,0.1767060717278815,False,False,True,0.0562633728494091,0.0732939282721184,0.743736627150591,0.1767060717278815,False,False,True,0.0562633728494091,0.743736627150591,0.0732939282721184,0.1767060717278815,True,0.5531441705653372,0.5531441705653372,0.03122503578549924,0.03122503578549924
5,0.0,0.1,irregular,8,5,0.8,0.25,0.9578722341136996,0.2473668924645602,0.1578722341136995,0.0026331075354397,False,False,True,0.9578722341136996,0.2473668924645602,0.1578722341136995,0.0026331075354397,False,False,True,0.9578722341136996,0.1578722341136995,0.2473668924645602,0.0026331075354397,True,0.02492364230405076,0.02492364230405076,6.933255293189854e-06,6.933255293189854e-06
5,0.0,0.1,irregular,9,4,0.8,0.25,0.2739998515227492,0.0420231870395395,0.5260001484772507,0.2079768129604605,False,False,True,0.2739998515227492,0.0420231870395395,0.5260001484772507,0.2079768129604605,False,False,True,0.2739998515227492,0.5260001484772507,0.0420231870395395,0.2079768129604605,True,0.27667615619808994,0.27667615619808994,0.04325435472919037,0.04325435472919037
5,0.0,0.3,regular,0,4,0.8,0.25,0.5003474771376812,0.051836233651188,0.2996525228623188,0.1981637663488119,False,False,True,0.5003474771376812,0.051836233651188,0.2996525228623188,0.1981637663488119,False,False,True,0.5003474771376812,0.2996525228623188,0.051836233651188,0.1981637663488119,True,0.0897916344577525,0.0897916344577525,0.039268878293546555,0.039268878293546555
5,0.0,0.3,regular,1,4,0.8,0.25,1.2608169391228592,0.0462930823537503,0.4608169391228591,0.2037069176462496,False,False,True,1.2608169391228592,0.0462930823537503,0.4608169391228591,0.2037069176462496,False,False,True,1.2608169391228592,0.4608169391228591,0.0462930823537503,0.2037069176462496,True,0.21235225138256086,0.21235225138256086,0.04149650829693596,0.04149650829693596
5,0.0,0.3,regular,2,4,0.8,0.25,15.979854013227184,0.6651088627588864,15.179854013227184,0.4151088627588863,False,False,True,15.979854013227184,0.6651088627588864,15.179854013227184,0.4151088627588863,False,False,True,15.979854013227184,15.179854013227184,0.6651088627588864,0.4151088627588863,True,230.42796786288943,230.42796786288943,0.17231536794097596,0.17231536794097596
