component,event_distance,replicate,treatment_time,endogenous_event_time,selected_model,component_identified,selected_heldout_elpd
Branch,2.0,12,5.0,7.0,OU+B,1.0,0.9298362667575836
Branch,2.0,13,5.0,7.0,OU+L,0.0,-7.06693384704251
Branch,2.0,14,5.0,7.0,OU+T,0.0,-0.9289634485868422
Branch,2.0,15,5.0,7.0,OULB,1.0,2.3913754983861195
Branch,2.0,16,5.0,7.0,OU+T,0.0,0.4408065396359767
Branch,2.0,17,5.0,7.0,OU+T,0.0,3.4370721919300196
Branch,2.0,18,5.0,7.0,OU+B,1.0,-0.20999045232552405
Branch,2.0,19,5.0,7.0,OU+B,1.0,-0.1206185553320247
Branch,2.0,20,5.0,7.0,OU,0.0,0.7572838650959589
Branch,2.0,21,5.0,7.0,OU+B,1.0,-2.3422038953492104
Branch,2.0,22,5.0,7.0,OU,0.0,0.9857793854532053
Branch,2.0,23,5.0,7.0,OU+T,0.0,-2.9500885521792526
Branch,2.0,24,5.0,7.0,OU,0.0,-4.0764330248978675
Branch,2.5,0,5.0,7.5,OU,0.0,0.8820836130412157
Branch,2.5,1,5.0,7.5,OU+B,1.0,0.44853006398966966
Branch,2.5,2,5.0,7.5,OU+L,0.0,-0.7469221871932862
Branch,2.5,3,5.0,7.5,OULB,1.0,-2.56191381529725
Branch,2.5,4,5.0,7.5,OU+T,0.0,-0.3252621383704626
Branch,2.5,5,5.0,7.5,OU+L,0.0,3.7250957388621364
Branch,2.5,6,5.0,7.5,OU+T,0.0,1.1436653873894875
Branch,2.5,7,5.0,7.5,OU+L,0.0,-0.0793367733513275
Branch,2.5,8,5.0,7.5,OU,0.0,-3.1125166713441486
Branch,2.5,9,5.0,7.5,OU+B,1.0,-2.919603091606707
Branch,2.5,10,5.0,7.5,OU,0.0,-0.5631091497844747
Branch,2.5,11,5.0,7.5,OU+B,1.0,-5.246892260275281
Branch,2.5,12,5.0,7.5,OU,0.0,-0.7974041056959162
Branch,2.5,13,5.0,7.5,OULB,1.0,-5.737516797215984
Branch,2.5,14,5.0,7.5,OU,0.0,-0.06418840834379802
Branch,2.5,15,5.0,7.5,OU+T,0.0,0.21473743290788283
Branch,2.5,16,5.0,7.5,OU,0.0,0.8540820518899611
Branch,2.5,17,5.0,7.5,OU+B,1.0,-4.260623419336024
Branch,2.5,18,5.0,7.5,OU+T,0.0,2.026146551144328
Branch,2.5,19,5.0,7.5,OU,0.0,-1.6552065617848903
Branch,2.5,20,5.0,7.5,OULB,1.0,0.9026725745763486
Branch,2.5,21,5.0,7.5,OU,0.0,0.9347942793225539
Branch,2.5,22,5.0,7.5,OU+B,1.0,1.0369868840613217
Branch,2.5,23,5.0,7.5,OU,0.0,-0.39581671779493766
Branch,2.5,24,5.0,7.5,OULB,1.0,1.185195867271807
Branch,3.0,0,5.0,8.0,OU+L,0.0,0.6748432655719353
Branch,3.0,1,5.0,8.0,OU+L,0.0,2.157933056892547
Branch,3.0,2,5.0,8.0,OU,0.0,-0.25419555295561225
Branch,3.0,3,5.0,8.0,OU+L,0.0,-0.13952186326069227
Branch,3.0,4,5.0,8.0,OU+T,0.0,-2.182094591550226
Branch,3.0,5,5.0,8.0,OULB,1.0,-0.3475117392362788
Branch,3.0,6,5.0,8.0,OU+T,0.0,-1.9915856527116462
Branch,3.0,7,5.0,8.0,OU+T,0.0,-4.048325467492833
Branch,3.0,8,5.0,8.0,OU+T,0.0,-2.444740466042439
Branch,3.0,9,5.0,8.0,OU+B,1.0,0.4088676124357131
Branch,3.0,10,5.0,8.0,OU+T,0.0,1.0407057647114777
Branch,3.0,11,5.0,8.0,OU+T,0.0,0.1388589193331452
Branch,3.0,12,5.0,8.0,OU,0.0,-0.8773711461725678
Branch,3.0,13,5.0,8.0,OU+T,0.0,-0.9035008948452177
Branch,3.0,14,5.0,8.0,OU,0.0,3.8196293380455684
Branch,3.0,15,5.0,8.0,OU,0.0,-1.3243240071162472
Branch,3.0,16,5.0,8.0,OU+T,0.0,2.4498772491243415
Branch,3.0,17,5.0,8.0,OU+T,0.0,-0.10646420650569677
Branch,3.0,18,5.0,8.0,OU+T,0.0,1.6982665226213798
Branch,3.0,19,5.0,8.0,OU,0.0,-0.08355821203883429
Branch,3.0,20,5.0,8.0,OULB,1.0,1.8281039997038098
Branch,3.0,21,5.0,8.0,OU,0.0,-1.414903347213252
Branch,3.0,22,5.0,8.0,OULB,1.0,-0.6033980145223188
Branch,3.0,23,5.0,8.0,OU+L,0.0,2.2225261763375874
Branch,3.0,24,5.0,8.0,OU+L,0.0,0.7933423785466179
