branch_separation,switching_rate,diffusion_sigma,observation_noise,n_observations,n_replicates,mean_true_transitions,state_accuracy_mean,state_accuracy_sd,ari_mean,ari_sd,transition_f1_mean
1.0,0.05,0.2,0.25,40,50,0.24,0.9265000000000001,0.08212888079856251,0.2682883799597483,0.40089162674361184,0.0
1.0,0.05,0.2,0.5,20,50,0.18,0.809,0.12523039990842674,0.06930347802071805,0.22562402089941347,0.09259259259259259
1.0,0.05,0.2,0.5,40,50,0.16,0.8275,0.08021813373291499,0.023454704759430445,0.08081537500652412,0.16111111111111112
1.0,0.05,0.35,0.0,20,50,0.34,0.9490000000000001,0.10075733629034923,0.7505373375552176,0.3990431395976903,0.19444444444444445
1.0,0.05,0.35,0.0,40,50,0.4,0.9155,0.11041318503046377,0.6085527780970044,0.4337022851899089,0.02222222222222222
1.0,0.05,0.35,0.1,20,50,0.24,0.9390000000000001,0.12259523578318489,0.749429846357501,0.4035436438911281,0.0
1.0,0.05,0.35,0.1,40,50,0.26,0.9265000000000001,0.10599504224062482,0.5280567826972343,0.47217293195895604,0.0
1.0,0.05,0.35,0.25,20,50,0.22,0.865,0.11920228048770456,0.2780679342507948,0.41306054036849305,0.05
1.0,0.05,0.35,0.25,40,50,0.12,0.897,0.1002089653409009,0.2132993126106476,0.3862977997132547,0.03333333333333333
1.0,0.05,0.35,0.5,20,50,0.28,0.77,0.12412962283559117,0.023358515161925747,0.07727381898555823,0.09615384615384616
1.0,0.05,0.35,0.5,40,50,0.24,0.7965000000000001,0.0896435685799885,0.033751215081772756,0.08715309050414961,0.08861726508785334
1.0,0.15,0.1,0.0,20,50,0.82,0.909,0.0961981373658194,0.6240591920104666,0.36901974894661443,0.0
1.0,0.15,0.1,0.0,40,50,0.78,0.9045000000000001,0.09957691110136827,0.6207366910650984,0.3714760693466795,0.0
1.0,0.15,0.1,0.1,20,50,0.7,0.934,0.09227288721117224,0.6717768216821647,0.40899585815421563,0.047619047619047616
1.0,0.15,0.1,0.1,40,50,0.78,0.9129999999999999,0.10693312806399626,0.6567452152846388,0.38092370641107526,0.031746031746031744
1.0,0.15,0.1,0.25,20,50,0.7,0.879,0.11870474433033672,0.44937494154726537,0.4158533421208016,0.08133333333333333
1.0,0.15,0.1,0.25,40,50,0.66,0.8759999999999999,0.13877746097068278,0.3297362008611023,0.4176913813556447,0.06686751973516679
1.0,0.15,0.1,0.5,20,50,0.78,0.769,0.1261235222198574,0.0420031583286546,0.16890931549007893,0.09021464646464646
1.0,0.15,0.1,0.5,40,50,0.6,0.7805,0.09679691553527343,0.07751431080532442,0.11666712090351124,0.05222924363791237
1.0,0.15,0.2,0.0,20,50,0.76,0.9,0.09948848769417226,0.575578686944467,0.3825554310185355,0.02
1.0,0.15,0.2,0.0,40,50,0.68,0.9105,0.1129486518697044,0.6286503947271116,0.3942576846242881,0.025
1.0,0.15,0.2,0.1,20,50,0.68,0.9059999999999999,0.10815710417570112,0.616122483797891,0.4039238505994778,0.07916666666666666
1.0,0.15,0.2,0.1,40,50,0.46,0.941,0.09213455112065226,0.7640622432792845,0.33529329790207774,0.029411764705882353
1.0,0.15,0.2,0.25,20,50,0.68,0.878,0.1381953659992746,0.4671651079784629,0.4235851729461476,0.14638532763532763
1.0,0.15,0.2,0.25,40,50,0.62,0.8835,0.10033235586117303,0.23863800278817351,0.335020313736219,0.060907208733295685
1.0,0.15,0.2,0.5,20,50,0.9,0.7390000000000001,0.12987042207759333,0.08076478029048152,0.18868417237516058,0.10471380471380472
1.0,0.15,0.2,0.5,40,50,0.86,0.75,0.11316413941253473,0.03838082911374356,0.10323531232824122,0.07179400521505785
1.0,0.15,0.35,0.0,20,50,0.88,0.909,0.08432807652138118,0.5585086608829871,0.3805950271941744,0.08974358974358973
1.0,0.15,0.35,0.0,40,50,0.74,0.862,0.15821388261799665,0.4521568173371491,0.424234202535237,0.041304347826086954
1.0,0.15,0.35,0.1,20,50,0.72,0.883,0.13799216185962834,0.5749598476375845,0.4123060108609595,0.14666666666666667
1.0,0.15,0.35,0.1,40,50,0.78,0.882,0.13534159352828495,0.3650990402907555,0.41589123424505603,0.04436304436304436
1.0,0.15,0.35,0.25,20,50,0.62,0.871,0.11297913840300655,0.32832986912526235,0.37935857618694413,0.15476190476190477
1.0,0.15,0.35,0.25,40,50,0.84,0.8115000000000001,0.13355519381857964,0.1948432423178959,0.3324492579488879,0.046116780045351476
1.0,0.15,0.35,0.5,20,50,0.7,0.746,0.1335695187029234,0.0758617675908407,0.19483428312027662,0.08871519427074982
1.0,0.15,0.35,0.5,40,50,0.68,0.7585,0.11187296914129793,0.06363875861566332,0.11812936920178371,0.04136085311317509
1.0,0.35,0.1,0.0,20,50,1.84,0.85,0.107854777646725,0.4284270357641083,0.35347665916798204,0.05216450216450217
1.0,0.35,0.1,0.0,40,50,1.42,0.8445,0.11149379958965779,0.4362526258827282,0.3521879666983399,0.029411764705882353
1.0,0.35,0.1,0.1,20,50,1.52,0.863,0.08967628858674895,0.4179070483203913,0.3263818778269858,0.08761904761904761
1.0,0.35,0.1,0.1,40,50,1.86,0.845,0.10025477748298714,0.38406470319758135,0.3296534085369542,0.060476190476190475
1.0,0.35,0.1,0.25,20,50,1.64,0.792,0.11795883059053153,0.26158742963323744,0.3062507057024102,0.12679820179820178
1.0,0.35,0.1,0.25,40,50,1.62,0.8234999999999999,0.11081907483343638,0.24647016585480228,0.2888165662583311,0.06499257822787236
1.0,0.35,0.1,0.5,20,50,1.22,0.7390000000000001,0.12424876297992192,0.10820733948138965,0.164083720800332,0.13857429120587017
1.0,0.35,0.1,0.5,40,50,1.68,0.7354999999999999,0.09120648249428101,0.08626109100763844,0.11977870355481865,0.07737050740146716
1.0,0.35,0.2,0.0,20,50,1.38,0.853,0.11491345456828075,0.453893571366839,0.37504217532670014,0.06666666666666667
1.0,0.35,0.2,0.0,40,50,1.74,0.8205,0.11027447203987638,0.28965504419642785,0.3065108189282936,0.018207282913165267
1.0,0.35,0.2,0.1,20,50,1.46,0.84,0.10101525445522107,0.38879725632000345,0.3395539113033734,0.08783783783783784
1.0,0.35,0.2,0.1,40,50,1.7,0.8170000000000001,0.1492703341359603,0.3620004141169635,0.3995209323680711,0.09393939393939395
1.0,0.35,0.2,0.25,20,50,1.68,0.7879999999999999,0.12312263672237281,0.2233221596718402,0.2983650414023775,0.15494140006335128
1.0,0.35,0.2,0.25,40,50,2.1,0.7745000000000001,0.12189929768259618,0.20026751309914256,0.24251458899465184,0.07914556394948552
1.0,0.35,0.2,0.5,20,50,1.5,0.698,0.13437686875776966,0.07148483229400913,0.16040293094319277,0.16795668718745643
1.0,0.35,0.2,0.5,40,50,1.56,0.706,0.09443170515656016,0.08442427757468803,0.12249470101704893,0.06621184293453201
1.0,0.35,0.35,0.0,20,50,1.48,0.8270000000000001,0.13672928713038648,0.3322262737504543,0.3826477620343689,0.17373737373737375
1.0,0.35,0.35,0.0,40,50,1.64,0.8245,0.13864228674350906,0.3478082450545258,0.37156434527280763,0.03138528138528139
1.0,0.35,0.35,0.1,20,50,2.12,0.81,0.12817398889233114,0.26332610150919283,0.32222371857161713,0.1348925848925849
1.0,0.35,0.35,0.1,40,50,1.82,0.795,0.13151394742515687,0.2883347119103759,0.34887876601352036,0.1330891330891331
1.0,0.35,0.35,0.25,20,50,1.74,0.775,0.1382285891454545,0.22903375698348546,0.3194711452351357,0.13387361992013155
1.0,0.35,0.35,0.25,40,50,1.48,0.7759999999999999,0.13785529236359795,0.14816175402262133,0.2514277212895257,0.08120248249247217
1.0,0.35,0.35,0.5,20,50,1.74,0.7040000000000001,0.14136362144974837,0.09306289538587265,0.18427704191339578,0.10776495109828443
1.0,0.35,0.35,0.5,40,50,1.52,0.7115,0.11804206272100032,0.0871573750305438,0.10305543494414836,0.07826661862741882
1.0,0.7,0.1,0.0,20,50,2.86,0.809,0.09459365297774196,0.2872246628323207,0.28580467542945526,0.11501501501501502
1.0,0.7,0.1,0.0,40,50,3.18,0.7885,0.10597097215169589,0.18368190811368262,0.22129214012157397,0.03033033033033033
1.0,0.7,0.1,0.1,20,50,3.24,0.789,0.10266350821186342,0.25331547891795714,0.25157740958289787,0.14413472706155633
1.0,0.7,0.1,0.1,40,50,3.26,0.752,0.10819011988539586,0.17618198466765145,0.1961919445537861,0.07747538409303115
1.0,0.7,0.1,0.25,20,50,2.96,0.767,0.11185358505562494,0.23372030274309885,0.24778814147622427,0.22610229276895943
1.0,0.7,0.1,0.25,40,50,3.8,0.7025,0.09573160824057293,0.11478407400220338,0.16262338225950232,0.1271204036522664
1.0,0.7,0.1,0.5,20,50,3.1,0.684,0.11799342769659597,0.1138280746667569,0.20016610608562332,0.2253459274941552
1.0,0.7,0.1,0.5,40,50,3.24,0.6365,0.117500542769046,0.048858513308782436,0.09469123534726925,0.1286639016759154
1.0,0.7,0.2,0.0,20,50,2.58,0.787,0.10341613974222631,0.202578175857377,0.20576552544226245,0.04583333333333333
1.0,0.7,0.2,0.0,40,50,3.42,0.7334999999999999,0.12541868656135538,0.15148887567464514,0.2052433958438273,0.05180555555555556
1.0,0.7,0.2,0.1,20,50,3.12,0.779,0.10206540520066293,0.2570944546846169,0.23460608977876024,0.1579561852289125
1.0,0.7,0.2,0.1,40,50,3.06,0.7605,0.10425757937504043,0.1749472425899008,0.21019107016256897,0.10862211862211861
1.0,0.7,0.2,0.25,20,50,2.48,0.7290000000000001,0.13018432771909783,0.13059651553013274,0.2112510109555793,0.1584959484959485
1.0,0.7,0.2,0.25,40,50,2.88,0.7425,0.1121735626752815,0.16152757599123685,0.2269091204883697,0.09920226477131848
1.0,0.7,0.2,0.5,20,50,2.98,0.688,0.1283967066778361,0.1405458897585974,0.18814126432233363,0.25330785880785883
1.0,0.7,0.2,0.5,40,50,3.0,0.659,0.11347480166206458,0.049370007019493754,0.07284195485303133,0.12838447388151253
1.0,0.7,0.35,0.0,20,50,2.98,0.752,0.1347560153517066,0.18668647600661983,0.2519027256607273,0.17121392496392496
1.0,0.7,0.35,0.0,40,50,3.46,0.722,0.1469624414048483,0.2266472398436062,0.277512710686652,0.10245920745920745
1.0,0.7,0.35,0.1,20,50,2.82,0.728,0.13021175845835248,0.17367775649396805,0.25983239928332974,0.163668430335097
1.0,0.7,0.35,0.1,40,50,3.22,0.7070000000000001,0.13581199490171575,0.17789642813246864,0.24189470625177914,0.08643549433023118
1.0,0.7,0.35,0.25,20,50,2.9,0.685,0.1385971993709447,0.0965129483856416,0.15416489979191916,0.15857371794871797
1.0,0.7,0.35,0.25,40,50,3.86,0.6984999999999999,0.13194096546314546,0.14974560968354272,0.22375080061101846,0.11609217510343918
1.0,0.7,0.35,0.5,20,50,3.34,0.649,0.10855732991166935,0.07148833017206943,0.13054316312114514,0.22952530802530802
1.0,0.7,0.35,0.5,40,50,3.44,0.6245,0.09347186633377108,0.05404943816921395,0.0963547601223786,0.13226550556426717
1.5,0.05,0.1,0.0,20,50,0.18,0.9740000000000001,0.058239477458970054,0.8683370804353894,0.296256020797068,0.0
1.5,0.05,0.1,0.0,40,50,0.34,0.9570000000000001,0.07249912033245362,0.80953591193072,0.30848479281158203,0.0
1.5,0.05,0.1,0.1,20,50,0.42,0.9520000000000001,0.07623808036643617,0.7864997402613448,0.327464488770188,0.0
1.5,0.05,0.1,0.1,40,50,0.24,0.9645,0.08082640758604397,0.8746155527272138,0.2797549596063998,0.05555555555555555
1.5,0.05,0.1,0.25,20,50,0.28,0.958,0.07378955182939975,0.7978919266594119,0.3295270269164137,0.02777777777777778
1.5,0.05,0.1,0.25,40,50,0.18,0.972,0.06597773279288852,0.8989281823035604,0.238124970522836,0.0
1.5,0.05,0.1,0.5,20,50,0.3,0.875,0.07969969144436213,0.23233448519891703,0.3632309799451495,0.13390022675736962
1.5,0.05,0.1,0.5,40,50,0.28,0.9035,0.09175305144233402,0.19501914264943124,0.36448525565974027,0.031818181818181815
1.5,0.05,0.2,0.0,20,50,0.14,0.983,0.04803272693844123,0.9165986923704962,0.24235607503826753,0.0
1.5,0.05,0.2,0.0,40,50,0.3,0.9640000000000001,0.06411883100771502,0.8457785993443006,0.2740591686125082,0.0
1.5,0.05,0.2,0.1,20,50,0.34,0.958,0.0804071273112588,0.7942210899441403,0.3605138874674658,0.0
1.5,0.05,0.2,0.1,40,50,0.24,0.9684999999999999,0.06424800481298215,0.8754032208671718,0.2522308368847025,0.0
1.5,0.05,0.2,0.25,20,50,0.36,0.948,0.06922309394048984,0.6704939533914669,0.4124796588130633,0.0
1.5,0.05,0.2,0.25,40,50,0.22,0.97,0.06328587552381913,0.7520340996904527,0.39542261374780635,0.025
1.5,0.05,0.2,0.5,20,50,0.24,0.904,0.0862128358263692,0.22318557481495327,0.3887233479773629,0.05833333333333333
1.5,0.05,0.2,0.5,40,50,0.22,0.889,0.09232816361175158,0.11049324399427132,0.27738640126890024,0.0
1.5,0.05,0.35,0.0,20,50,0.22,0.971,0.06707443322039132,0.8689111472151112,0.28630231109182747,0.0
1.5,0.05,0.35,0.0,40,50,0.24,0.96,0.08283866789102287,0.8156409720669002,0.3475368868984651,0.1111111111111111
1.5,0.05,0.35,0.1,20,50,0.22,0.976,0.05735674257109923,0.8786764863904882,0.28649645349835745,0.08333333333333333
1.5,0.05,0.35,0.1,40,50,0.38,0.9525,0.08455314715536938,0.7590403923079677,0.37090786450605795,0.03333333333333333
1.5,0.05,0.35,0.25,20,50,0.24,0.946,0.07480587120906311,0.5858101262016173,0.45915635399101556,0.11363636363636363
1.5,0.05,0.35,0.25,40,50,0.18,0.96,0.06681531047810613,0.5576516748232858,0.4713224992204639,0.0
1.5,0.05,0.35,0.5,20,50,0.36,0.85,0.10690449676496973,0.09266302330493469,0.22165781034472437,0.03888888888888889
1.5,0.05,0.35,0.5,40,50,0.36,0.8590000000000001,0.10060531085101108,0.056652016067035876,0.1434509591499558,0.08872010342598577
1.5,0.15,0.1,0.0,20,50,0.74,0.92,0.09147320339189785,0.6205442082480206,0.3977591819694277,0.0
1.5,0.15,0.1,0.0,40,50,0.66,0.9159999999999999,0.09185725394350097,0.6468751884971301,0.3683099019081822,0.017391304347826087
1.5,0.15,0.1,0.1,20,50,0.76,0.922,0.09854036777703164,0.6607261433742532,0.3867794669333429,0.055952380952380955
1.5,0.15,0.1,0.1,40,50,0.88,0.9015000000000001,0.09825129172957785,0.5606948648559367,0.3878822542156315,0.010416666666666666
1.5,0.15,0.1,0.25,20,50,0.7,0.9179999999999999,0.08907689867497083,0.6547093156370426,0.3593919314880899,0.10285714285714287
1.5,0.15,0.1,0.25,40,50,0.94,0.88,0.10038192373253713,0.4627489231652496,0.3759734200088036,0.049656084656084655
1.5,0.15,0.1,0.5,20,50,0.64,0.8740000000000001,0.1079682493010925,0.32062863206105524,0.39771488075906036,0.07391304347826087
1.5,0.15,0.1,0.5,40,50,0.8,0.8315,0.11647566970253087,0.16537812667960627,0.24976072332165886,0.05014022517219449
1.5,0.15,0.2,0.0,20,50,0.68,0.9309999999999999,0.08683199824009204,0.647757743106877,0.4081154471653199,0.0
1.5,0.15,0.2,0.0,40,50,0.78,0.9075,0.11341746077286011,0.6231579513240011,0.3846231893555683,0.0
1.5,0.15,0.2,0.1,20,50,0.68,0.92,0.09741558354989899,0.6144429510482895,0.3981519831856441,0.023809523809523808
1.5,0.15,0.2,0.1,40,50,0.84,0.8909999999999999,0.1038493807278167,0.557812950108399,0.38484061054306595,0.013333333333333332
1.5,0.15,0.2,0.25,20,50,0.72,0.905,0.10749940673780292,0.6123422035626154,0.377486856674417,0.05666666666666667
1.5,0.15,0.2,0.25,40,50,0.82,0.8859999999999999,0.1274914963150604,0.5492057653496832,0.4184297011257399,0.026041666666666668
1.5,0.15,0.2,0.5,20,50,0.56,0.852,0.11515739007895202,0.2227253422413225,0.33391996445102445,0.14166666666666666
1.5,0.15,0.2,0.5,40,50,0.58,0.843,0.08907689867497082,0.10476105975841918,0.15447439440426444,0.05414862914862915
1.5,0.15,0.35,0.0,20,50,0.66,0.9259999999999999,0.09595917499283808,0.6940645407010727,0.37946506097210225,0.18253968253968253
1.5,0.15,0.35,0.0,40,50,0.76,0.8845000000000001,0.11735716459438109,0.6146057977576105,0.34464076704713303,0.016129032258064516
1.5,0.15,0.35,0.1,20,50,1.08,0.888,0.11453544144472827,0.5080814316296949,0.40356088635326376,0.03333333333333333
1.5,0.15,0.35,0.1,40,50,0.74,0.8955,0.09983276833110989,0.5484255552717958,0.3876564605018694,0.0
1.5,0.15,0.35,0.25,20,50,0.68,0.892,0.11082252773268271,0.5302168978172057,0.4076503277933078,0.028846153846153848
1.5,0.15,0.35,0.25,40,50,0.8,0.887,0.12568587341268792,0.5082539100547531,0.40105309985986987,0.05892857142857143
1.5,0.15,0.35,0.5,20,50,0.86,0.8340000000000001,0.10470561258176395,0.2294667038835058,0.2799962482646155,0.10378510378510379
1.5,0.15,0.35,0.5,40,50,0.48,0.8725,0.10117296767296641,0.1600023205484242,0.29363095525671756,0.07448165869218501
1.5,0.35,0.1,0.0,20,50,1.48,0.872,0.09267014137272488,0.43318294001267144,0.35212212287230066,0.05444444444444444
1.5,0.35,0.1,0.0,40,50,1.44,0.8465,0.10546423129019929,0.3648851481379218,0.3489405636193202,0.0
1.5,0.35,0.1,0.1,20,50,1.72,0.851,0.09714810910172576,0.3603804782314359,0.31535213291164577,0.08412698412698413
1.5,0.35,0.1,0.1,40,50,1.84,0.8445,0.10525600472472935,0.3635990306822343,0.3427421836525203,0.03636363636363636
1.5,0.35,0.1,0.25,20,50,1.6,0.8590000000000001,0.11592133152289451,0.4188546650896774,0.37682748078503653,0.12186147186147187
1.5,0.35,0.1,0.25,40,50,1.74,0.8245,0.11197325664676201,0.32798494443191695,0.32479630517546343,0.05664160401002506
1.5,0.35,0.1,0.5,20,50,1.56,0.759,0.13578569549860844,0.14572491554814188,0.24794742788837365,0.1269808581940935
1.5,0.35,0.1,0.5,40,50,1.88,0.754,0.11697287318530092,0.11995202671783742,0.18666185956379008,0.08969590980534893
1.5,0.35,0.2,0.0,20,50,1.56,0.868,0.0978128158207068,0.4021731084568647,0.32462185794302334,0.08095238095238094
1.5,0.35,0.2,0.0,40,50,1.62,0.8395,0.11867572865345538,0.4222395193663733,0.35887804881132374,0.021568627450980395
1.5,0.35,0.2,0.1,20,50,1.62,0.8420000000000001,0.11709058066997811,0.4004419119803888,0.360531354213453,0.0702020202020202
1.5,0.35,0.2,0.1,40,50,1.76,0.836,0.10775539192910913,0.33128968745793314,0.3272028742549418,0.015756302521008406
1.5,0.35,0.2,0.25,20,50,2.14,0.804,0.10243962881141463,0.2745225382234399,0.26470745366643916,0.07391053391053391
1.5,0.35,0.2,0.25,40,50,1.28,0.8475,0.11944279648707601,0.3489582911892684,0.3468651463189388,0.03198653198653199
1.5,0.35,0.2,0.5,20,50,1.86,0.752,0.12815806566860458,0.17186866439970916,0.2718185809610494,0.1635166601075692
1.5,0.35,0.2,0.5,40,50,1.54,0.7925,0.1285962277670631,0.13027233209405492,0.1680170702049201,0.09020843480305334
1.5,0.35,0.35,0.0,20,50,1.8,0.8109999999999999,0.13525863358463916,0.2914894935535442,0.3453779017882809,0.05555555555555555
1.5,0.35,0.35,0.0,40,50,1.78,0.836,0.126889796312246,0.3690531656560039,0.35827831459336096,0.021780303030303032
1.5,0.35,0.35,0.1,20,50,1.44,0.868,0.12807841985538804,0.46846057205983876,0.41178189549390737,0.16722222222222222
1.5,0.35,0.35,0.1,40,50,1.46,0.851,0.12163427953987176,0.40048845816382395,0.36448868384389027,0.018817204301075266
1.5,0.35,0.35,0.25,20,50,1.54,0.825,0.13102811662745814,0.3296682179368748,0.34799450286606093,0.13361971361971361
1.5,0.35,0.35,0.25,40,50,1.68,0.8109999999999999,0.13230299177514113,0.2644471782639841,0.30649545282752955,0.04961078807232654
1.5,0.35,0.35,0.5,20,50,1.82,0.7609999999999999,0.12908231830099423,0.1303799520146563,0.22697484924600117,0.21236633736633737
1.5,0.35,0.35,0.5,40,50,1.76,0.77,0.13141692494981497,0.1585335916187288,0.21312212432889455,0.08656701579944048
1.5,0.7,0.1,0.0,20,50,3.06,0.804,0.0691345921860735,0.22052564433398802,0.17156689539270117,0.1264957264957265
1.5,0.7,0.1,0.0,40,50,3.18,0.764,0.09246621004453465,0.18017090873897185,0.18023370757776325,0.01984126984126984
1.5,0.7,0.1,0.1,20,50,3.3,0.785,0.08159756899139903,0.24689831512706154,0.21308701420810855,0.12316876245447674
1.5,0.7,0.1,0.1,40,50,3.22,0.7795000000000001,0.08845182016101148,0.22760582160838272,0.19078600340687257,0.07342696063626296
1.5,0.7,0.1,0.25,20,50,2.7,0.792,0.1126489943069504,0.24241695064761554,0.27320805256840275,0.16010451189022618
1.5,0.7,0.1,0.25,40,50,3.42,0.7395,0.08936996025465362,0.15094328878453073,0.137169629668319,0.0635651582460093
1.5,0.7,0.1,0.5,20,50,3.42,0.738,0.11364103886486485,0.12709204667468949,0.20907028517059448,0.2367805034471701
1.5,0.7,0.1,0.5,40,50,3.08,0.716,0.11097434893906333,0.13218418902607126,0.13526114406382295,0.08659566511919455
1.5,0.7,0.2,0.0,20,50,3.36,0.773,0.08342783757015794,0.21570500854435962,0.2082759262197026,0.108656330749354
1.5,0.7,0.2,0.0,40,50,3.26,0.782,0.09476609227407215,0.18210004350687825,0.2001346909847397,0.07275132275132273
1.5,0.7,0.2,0.1,20,50,2.96,0.7759999999999999,0.09595917499283808,0.23685171116034426,0.20669055567743053,0.13551751279024005
1.5,0.7,0.2,0.1,40,50,3.08,0.762,0.12291526864188242,0.17976815753596306,0.2538088739850935,0.05266175266175266
1.5,0.7,0.2,0.25,20,50,3.0,0.797,0.09001700519618387,0.27108545923455,0.24525260899684911,0.25126178730829896
1.5,0.7,0.2,0.25,40,50,3.66,0.745,0.10678511705518609,0.19201789998863145,0.20417894758320226,0.1242300847782506
1.5,0.7,0.2,0.5,20,50,3.12,0.6990000000000001,0.11930495995300343,0.1025663008829731,0.15862858889146078,0.19637163556731385
1.5,0.7,0.2,0.5,40,50,3.66,0.6825,0.12436060961771536,0.09571227291252425,0.1320365162929279,0.17119920327506308
1.5,0.7,0.35,0.0,20,50,2.72,0.8009999999999999,0.11801504573743195,0.3028766352972409,0.30558179140716424,0.14226190476190476
1.5,0.7,0.35,0.0,40,50,3.02,0.758,0.1330029921406558,0.2115831637159747,0.264182103342451,0.0440379403794038
1.5,0.7,0.35,0.1,20,50,3.14,0.7859999999999999,0.09315337363943488,0.2621785271145287,0.2107883279635299,0.19280303030303028
1.5,0.7,0.35,0.1,40,50,3.02,0.7809999999999999,0.11468234744862232,0.241499947340101,0.2644115060497835,0.06843711843711843
1.5,0.7,0.35,0.25,20,50,2.98,0.76,0.11248582677159732,0.1698352717651236,0.2447231474834342,0.18409090909090908
1.5,0.7,0.35,0.25,40,50,3.12,0.728,0.14739576046848032,0.1829571942056694,0.26731687743544963,0.13364975985113284
1.5,0.7,0.35,0.5,20,50,2.72,0.728,0.1156878276630163,0.12984617170071516,0.21535006023541794,0.22462246606631633
1.5,0.7,0.35,0.5,40,50,3.38,0.6855,0.1081016622802587,0.12113766178299869,0.12866425563786776,0.1324587633395367
