panel,scenario,parameter,panel_title,symbol,replicate,truth,estimate,error,absolute_error,squared_error
A,brownian,drift,Brownian drift recovery,$\beta$,20,0.15,0.1724215151318859,0.022421515131885894,0.022421515131885894,0.0005027243408093882
A,brownian,drift,Brownian drift recovery,$\beta$,21,0.15,0.3417532651314814,0.19175326513148142,0.19175326513148142,0.03676931468858421
A,brownian,drift,Brownian drift recovery,$\beta$,22,0.15,-0.0328170835949738,-0.18281708359497378,0.18281708359497378,0.03342208605417163
A,brownian,drift,Brownian drift recovery,$\beta$,23,0.15,0.1734239741072693,0.02342397410726932,0.02342397410726932,0.0005486825629780235
A,brownian,drift,Brownian drift recovery,$\beta$,24,0.15,0.0198264554270393,-0.1301735445729607,0.1301735445729607,0.016945151706688588
A,brownian,drift,Brownian drift recovery,$\beta$,25,0.15,0.129304072732019,-0.020695927267981,0.020695927267981,0.0004283214054815596
A,brownian,drift,Brownian drift recovery,$\beta$,26,0.15,-0.0383256163253125,-0.1883256163253125,0.1883256163253125,0.03546653776430881
A,brownian,drift,Brownian drift recovery,$\beta$,27,0.15,-0.0303531076002021,-0.1803531076002021,0.1803531076002021,0.032527243421050074
A,brownian,drift,Brownian drift recovery,$\beta$,28,0.15,0.2347527036947387,0.0847527036947387,0.0847527036947387,0.007183020783568174
A,brownian,drift,Brownian drift recovery,$\beta$,29,0.15,-0.013977760950815,-0.16397776095081498,0.16397776095081498,0.026888706086442622
A,brownian,drift,Brownian drift recovery,$\beta$,30,0.15,0.1241325969245041,-0.0258674030754959,0.0258674030754959,0.0006691225418701747
A,brownian,drift,Brownian drift recovery,$\beta$,31,0.15,0.109497727719672,-0.04050227228032799,0.04050227228032799,0.0016404340598698249
A,brownian,drift,Brownian drift recovery,$\beta$,32,0.15,0.1604062938204638,0.010406293820463819,0.010406293820463819,0.00010829095107782347
A,brownian,drift,Brownian drift recovery,$\beta$,33,0.15,0.2117964090621214,0.061796409062121416,0.061796409062121416,0.003818796172973042
A,brownian,drift,Brownian drift recovery,$\beta$,34,0.15,0.0875158955963722,-0.062484104403627796,0.062484104403627796,0.0039042633031234585
A,brownian,drift,Brownian drift recovery,$\beta$,35,0.15,0.097174902647024,-0.052825097352976,0.052825097352976,0.0027904909103513916
A,brownian,drift,Brownian drift recovery,$\beta$,36,0.15,0.1734228821751486,0.023422882175148596,0.023422882175148596,0.0005486314093908939
A,brownian,drift,Brownian drift recovery,$\beta$,37,0.15,-0.1039009594202295,-0.2539009594202295,0.2539009594202295,0.06446569719451303
A,brownian,drift,Brownian drift recovery,$\beta$,38,0.15,0.3858075863634593,0.2358075863634593,0.2358075863634593,0.055605217786560315
A,brownian,drift,Brownian drift recovery,$\beta$,39,0.15,0.1180107917948368,-0.0319892082051632,0.0319892082051632,0.0010233094415932804
A,brownian,drift,Brownian drift recovery,$\beta$,40,0.15,0.0275735678139608,-0.1224264321860392,0.1224264321860392,0.014988231297802855
A,brownian,drift,Brownian drift recovery,$\beta$,41,0.15,0.2021259017878361,0.052125901787836104,0.052125901787836104,0.0027171096371951353
A,brownian,drift,Brownian drift recovery,$\beta$,42,0.15,0.3187986565686032,0.16879865656860318,0.16879865656860318,0.02849298645936524
A,brownian,drift,Brownian drift recovery,$\beta$,43,0.15,0.2074864386385071,0.05748643863850711,0.05748643863850711,0.003304690627338843
A,brownian,drift,Brownian drift recovery,$\beta$,44,0.15,0.469123301531114,0.319123301531114,0.319123301531114,0.10183968158011832
A,brownian,drift,Brownian drift recovery,$\beta$,45,0.15,0.2712925064457204,0.1212925064457204,0.1212925064457204,0.014711872119885125
A,brownian,drift,Brownian drift recovery,$\beta$,46,0.15,0.1325935563346721,-0.017406443665327898,0.017406443665327898,0.00030298428107423367
A,brownian,drift,Brownian drift recovery,$\beta$,47,0.15,0.1322419930777731,-0.0177580069222269,0.0177580069222269,0.00031534680984985844
A,brownian,drift,Brownian drift recovery,$\beta$,48,0.15,0.3067470467595112,0.1567470467595112,0.1567470467595112,0.024569636667828392
A,brownian,drift,Brownian drift recovery,$\beta$,49,0.15,0.0968404761705094,-0.05315952382949059,0.05315952382949059,0.0028259349737781774
A,brownian,drift,Brownian drift recovery,$\beta$,50,0.15,0.1359406878368309,-0.014059312163169108,0.014059312163169108,0.0001976642585014348
A,brownian,drift,Brownian drift recovery,$\beta$,51,0.15,0.0501488673224372,-0.09985113267756279,0.09985113267756279,0.009970248696992248
A,brownian,drift,Brownian drift recovery,$\beta$,52,0.15,0.4350802395284514,0.2850802395284514,0.2850802395284514,0.08127074296959923
A,brownian,drift,Brownian drift recovery,$\beta$,53,0.15,0.3369794423396284,0.1869794423396284,0.1869794423396284,0.03496131185763842
A,brownian,drift,Brownian drift recovery,$\beta$,54,0.15,0.2030373006657913,0.05303730066579129,0.05303730066579129,0.0028129552619135453
A,brownian,drift,Brownian drift recovery,$\beta$,55,0.15,0.1538911032161818,0.0038911032161818015,0.0038911032161818015,1.514068423898036e-05
A,brownian,drift,Brownian drift recovery,$\beta$,56,0.15,0.0724786697859394,-0.07752133021406059,0.07752133021406059,0.006009556638157423
A,brownian,drift,Brownian drift recovery,$\beta$,57,0.15,0.1794995000585852,0.029499500058585204,0.029499500058585204,0.0008702205037064685
A,brownian,drift,Brownian drift recovery,$\beta$,58,0.15,0.1753873215583528,0.0253873215583528,0.0253873215583528,0.0006445160959072047
A,brownian,drift,Brownian drift recovery,$\beta$,59,0.15,0.0789693706321344,-0.0710306293678656,0.0710306293678656,0.00504535030839509
A,brownian,drift,Brownian drift recovery,$\beta$,60,0.15,0.1382257190471703,-0.011774280952829702,0.011774280952829702,0.00013863369195616832
A,brownian,drift,Brownian drift recovery,$\beta$,61,0.15,0.4039329789706215,0.2539329789706215,0.2539329789706215,0.0644819578088941
A,brownian,drift,Brownian drift recovery,$\beta$,62,0.15,0.0454431359489181,-0.10455686405108189,0.10455686405108189,0.01093213782019642
A,brownian,drift,Brownian drift recovery,$\beta$,63,0.15,-0.0586729582949944,-0.20867295829499438,0.20867295829499438,0.04354440352358446
A,brownian,drift,Brownian drift recovery,$\beta$,64,0.15,0.0954522355081419,-0.054547764491858095,0.054547764491858095,0.0029754586110592148
A,brownian,drift,Brownian drift recovery,$\beta$,65,0.15,0.2283314225790521,0.0783314225790521,0.0783314225790521,0.006135811763258033
A,brownian,drift,Brownian drift recovery,$\beta$,66,0.15,-0.0156834092638297,-0.16568340926382968,0.16568340926382968,0.027450992105285683
A,brownian,drift,Brownian drift recovery,$\beta$,67,0.15,-0.0090335422062043,-0.1590335422062043,0.1590335422062043,0.025291667546652567
A,brownian,drift,Brownian drift recovery,$\beta$,68,0.15,0.0446143905310049,-0.1053856094689951,0.1053856094689951,0.011106126683151548
A,brownian,drift,Brownian drift recovery,$\beta$,69,0.15,0.1174533509502701,-0.0325466490497299,0.0325466490497299,0.001059284364366284
A,brownian,drift,Brownian drift recovery,$\beta$,70,0.15,0.3454928544400306,0.1954928544400306,0.1954928544400306,0.038217456137110986
A,brownian,drift,Brownian drift recovery,$\beta$,71,0.15,-0.004326526413176,-0.15432652641317599,0.15432652641317599,0.023816676754756703
A,brownian,drift,Brownian drift recovery,$\beta$,72,0.15,0.2241675444790918,0.0741675444790918,0.0741675444790918,0.00550082465405806
A,brownian,drift,Brownian drift recovery,$\beta$,73,0.15,0.1660443996133362,0.016044399613336202,0.016044399613336202,0.00025742275895242287
A,brownian,drift,Brownian drift recovery,$\beta$,74,0.15,-0.0675097604429602,-0.2175097604429602,0.2175097604429602,0.047310495887953934
A,brownian,drift,Brownian drift recovery,$\beta$,75,0.15,0.1563134879956528,0.006313487995652817,0.006313487995652817,3.986013067125222e-05
A,brownian,drift,Brownian drift recovery,$\beta$,76,0.15,0.2307506040677482,0.0807506040677482,0.0807506040677482,0.006520660057306232
A,brownian,drift,Brownian drift recovery,$\beta$,77,0.15,0.3187505755150914,0.1687505755150914,0.1687505755150914,0.028476756736674564
A,brownian,drift,Brownian drift recovery,$\beta$,78,0.15,0.1254109799898914,-0.024589020010108598,0.024589020010108598,0.000604619905057521
A,brownian,drift,Brownian drift recovery,$\beta$,79,0.15,-0.0241117488433855,-0.17411174884338548,0.17411174884338548,0.030314901085302146
A,brownian,drift,Brownian drift recovery,$\beta$,80,0.15,0.3050097990882711,0.1550097990882711,0.1550097990882711,0.02402803781338617
A,brownian,drift,Brownian drift recovery,$\beta$,81,0.15,0.154878007534214,0.004878007534213996,0.004878007534213996,2.379495750384851e-05
A,brownian,drift,Brownian drift recovery,$\beta$,82,0.15,0.2152432830590821,0.06524328305908211,0.06524328305908211,0.0042566859843275115
A,brownian,drift,Brownian drift recovery,$\beta$,83,0.15,0.1197039079562173,-0.030296092043782696,0.030296092043782696,0.0009178531931253532
A,brownian,drift,Brownian drift recovery,$\beta$,84,0.15,0.2268141441133265,0.07681414411332652,0.07681414411332652,0.005900412735862895
A,brownian,drift,Brownian drift recovery,$\beta$,85,0.15,0.0634845492651834,-0.08651545073481659,0.08651545073481659,0.007484923215848476
A,brownian,drift,Brownian drift recovery,$\beta$,86,0.15,0.3447464461022974,0.19474644610229738,0.19474644610229738,0.03792617826947502
A,brownian,drift,Brownian drift recovery,$\beta$,87,0.15,-0.0108188059077279,-0.1608188059077279,0.1608188059077279,0.025862688333587458
A,brownian,drift,Brownian drift recovery,$\beta$,88,0.15,0.3467052210671973,0.19670522106719732,0.19670522106719732,0.038692943995094965
A,brownian,drift,Brownian drift recovery,$\beta$,89,0.15,0.2696103257189837,0.1196103257189837,0.1196103257189837,0.014306630018601373
A,brownian,drift,Brownian drift recovery,$\beta$,90,0.15,0.4489228912214841,0.2989228912214841,0.2989228912214841,0.0893548948962112
A,brownian,drift,Brownian drift recovery,$\beta$,91,0.15,0.1289626600332774,-0.021037339966722607,0.021037339966722607,0.00044256967287546436
A,brownian,drift,Brownian drift recovery,$\beta$,92,0.15,0.1879903617141355,0.0379903617141355,0.0379903617141355,0.0014432675831708526
A,brownian,drift,Brownian drift recovery,$\beta$,93,0.15,-0.0163156236752376,-0.16631562367523758,0.16631562367523758,0.027660886678483248
A,brownian,drift,Brownian drift recovery,$\beta$,94,0.15,0.0439883803094369,-0.1060116196905631,0.1060116196905631,0.011238463509416584
A,brownian,drift,Brownian drift recovery,$\beta$,95,0.15,-0.1912680149790231,-0.3412680149790231,0.3412680149790231,0.11646385804772273
A,brownian,drift,Brownian drift recovery,$\beta$,96,0.15,-0.1113842603916992,-0.2613842603916992,0.2613842603916992,0.06832173158051562
A,brownian,drift,Brownian drift recovery,$\beta$,97,0.15,0.1491340146454325,-0.0008659853545675,0.0008659853545675,7.499306343253988e-07
A,brownian,drift,Brownian drift recovery,$\beta$,98,0.15,0.0508594096527298,-0.09914059034727019,0.09914059034727019,0.009828856654405242
A,brownian,drift,Brownian drift recovery,$\beta$,99,0.15,0.1280907699095567,-0.021909230090443294,0.021909230090443294,0.0004800143631559858
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,0,0.3,0.1856185754375441,-0.1143814245624559,0.1143814245624559,0.01308311028493679
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,1,0.3,0.2558087610499092,-0.044191238950090805,0.044191238950090805,0.0019528655999440227
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,2,0.3,0.2774793701520284,-0.022520629847971596,0.022520629847971596,0.0005071787687493492
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,3,0.3,0.2553857183276839,-0.04461428167231607,0.04461428167231607,0.0019904341291367574
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,4,0.3,0.2512646703434753,-0.04873532965652466,0.04873532965652466,0.0023751323567301323
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,5,0.3,0.3221751088883314,0.022175108888331407,0.022175108888331407,0.0004917354542093546
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,6,0.3,0.2909269535219417,-0.009073046478058289,0.009073046478058289,8.232017239300591e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,7,0.3,0.1930596091354257,-0.1069403908645743,0.1069403908645743,0.011436247198267926
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,8,0.3,0.3893372017030364,0.08933720170303638,0.08933720170303638,0.007981135608129008
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,9,0.3,0.3234312207723315,0.023431220772331507,0.023431220772331507,0.0005490221068817395
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,10,0.3,0.3037582909838428,0.003758290983842838,0.003758290983842838,1.4124751119234366e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,11,0.3,0.3211999702440584,0.021199970244058397,0.021199970244058397,0.00044943873834896143
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,12,0.3,0.2740203312850361,-0.025979668714963877,0.025979668714963877,0.0006749431865392729
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,13,0.3,0.26921647843745,-0.030783521562549987,0.030783521562549987,0.00094762519979198
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,14,0.3,0.2724034329152106,-0.027596567084789414,0.027596567084789414,0.0007615705148652825
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,15,0.3,0.3092939405956553,0.009293940595655303,0.009293940595655303,8.637733179556966e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,16,0.3,0.3496671881448103,0.049667188144810304,0.049667188144810304,0.002466829578211985
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,17,0.3,0.2999430655677882,-5.6934432211774855e-05,5.6934432211774855e-05,3.2415295712771863e-09
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,18,0.3,0.251131110473282,-0.048868889526717973,0.048868889526717973,0.002388168363574566
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,19,0.3,0.2747031874227178,-0.02529681257728217,0.02529681257728217,0.0006399287265701413
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,20,0.3,0.3837987996290753,0.08379879962907533,0.08379879962907533,0.007022238819273915
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,21,0.3,0.2500529162684629,-0.04994708373153711,0.04994708373153711,0.0024947111732851793
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,22,0.3,0.2917150793186988,-0.008284920681301211,0.008284920681301211,6.863991069545253e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,23,0.3,0.2777668311700106,-0.02223316882998938,0.02223316882998938,0.0004943137962228113
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,24,0.3,0.2147505493522382,-0.08524945064776179,0.08524945064776179,0.007267468835745174
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,25,0.3,0.2718023541411481,-0.028197645858851872,0.028197645858851872,0.0007951072319812261
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,26,0.3,0.291363039793228,-0.008636960206772015,0.008636960206772015,7.459708161336329e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,27,0.3,0.288483951431716,-0.011516048568283976,0.011516048568283976,0.00013261937462707543
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,28,0.3,0.2454016487217907,-0.05459835127820928,0.05459835127820928,0.0029809799622987367
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,29,0.3,0.2884364024073885,-0.011563597592611496,0.011563597592611496,0.0001337167892838504
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,30,0.3,0.3462269882045948,0.04622698820459481,0.04622698820459481,0.002136934438467748
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,31,0.3,0.3625857813047877,0.0625857813047877,0.0625857813047877,0.0039169800215307134
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,32,0.3,0.2285598327068083,-0.07144016729319169,0.07144016729319169,0.005103697502879216
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,33,0.3,0.32200334800803,0.02200334800803,0.02200334800803,0.00048414732356247774
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,34,0.3,0.3829540251271403,0.08295402512714029,0.08295402512714029,0.0068813702847942216
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,35,0.3,0.3248777296687826,0.0248777296687826,0.0248777296687826,0.000618901433473026
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,36,0.3,0.3128575845252963,0.012857584525296284,0.012857584525296284,0.00016531747982513847
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,37,0.3,0.2799071362450328,-0.020092863754967216,0.020092863754967216,0.00040372317387567523
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,38,0.3,0.3013254637261322,0.0013254637261322366,0.0013254637261322366,1.7568540892923529e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,39,0.3,0.1948341108164647,-0.10516588918353528,0.10516588918353528,0.011059864247763623
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,40,0.3,0.2257902107235071,-0.07420978927649288,0.07420978927649288,0.005507092824461478
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,41,0.3,0.3557060891394037,0.055706089139403725,0.055706089139403725,0.003103168367207194
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,42,0.3,0.273073725997681,-0.026926274002319006,0.026926274002319006,0.0007250242316479604
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,43,0.3,0.2841602974691212,-0.015839702530878796,0.015839702530878796,0.0002508961762667282
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,44,0.3,0.2651993742646118,-0.03480062573538817,0.03480062573538817,0.0012110835515745614
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,45,0.3,0.3382082367709281,0.038208236770928106,0.038208236770928106,0.0014598693571433027
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,46,0.3,0.2634833698895932,-0.03651663011040679,0.03651663011040679,0.0013334642746202678
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,47,0.3,0.2457868261415284,-0.0542131738584716,0.0542131738584716,0.0029390682198088686
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,48,0.3,0.2242907836469929,-0.07570921635300709,0.07570921635300709,0.005731885440786437
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,49,0.3,0.25919855467109,-0.04080144532891,0.04080144532891,0.0016647579409280319
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,50,0.3,0.3212433674799078,0.021243367479907793,0.021243367479907793,0.000451280661886404
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,51,0.3,0.2251320254035001,-0.07486797459649988,0.07486797459649988,0.005605213620182152
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,52,0.3,0.2981388794771416,-0.0018611205228583616,0.0018611205228583616,3.4637696006045812e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,53,0.3,0.3262982200019366,0.0262982200019366,0.0262982200019366,0.0006915963752702583
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,54,0.3,0.3632322205735099,0.06323222057350991,0.06323222057350991,0.0039983137186570105
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,55,0.3,0.2472706421994976,-0.05272935780050239,0.05272935780050239,0.0027803851740534026
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,56,0.3,0.3480358272445071,0.04803582724450711,0.04803582724450711,0.0023074406990641317
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,57,0.3,0.2731323022563341,-0.026867697743665875,0.026867697743665875,0.0007218731820449883
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,58,0.3,0.3148364124046773,0.014836412404677313,0.014836412404677313,0.00022011913304166285
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,59,0.3,0.3134549175846437,0.013454917584643733,0.013454917584643733,0.00018103480720955514
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,60,0.3,0.2977832398167441,-0.0022167601832558947,0.0022167601832558947,4.914025710068708e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,61,0.3,0.2029737575287085,-0.09702624247129149,0.09702624247129149,0.009414091728097849
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,62,0.3,0.2976947119703025,-0.002305288029697483,0.002305288029697483,5.3143528998665035e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,63,0.3,0.2612795749939667,-0.03872042500603329,0.03872042500603329,0.0014992713126478479
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,64,0.3,0.2790765861995312,-0.020923413800468804,0.020923413800468804,0.0004377892450656484
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,65,0.3,0.2740813402781694,-0.025918659721830606,0.025918659721830606,0.0006717769217760442
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,66,0.3,0.3096888977587012,0.009688897758701187,0.009688897758701187,9.387473977856488e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,67,0.3,0.290164103341147,-0.009835896658852983,0.009835896658852983,9.674486308363528e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,68,0.3,0.252065315977079,-0.047934684022921004,0.047934684022921004,0.002297733932377278
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,69,0.3,0.3232426691839866,0.023242669183986597,0.023242669183986597,0.0005402216707962402
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,70,0.3,0.3128279248913634,0.012827924891363418,0.012827924891363418,0.00016455565701846116
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,71,0.3,0.2188839570676439,-0.08111604293235608,0.08111604293235608,0.006579812421003835
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,72,0.3,0.3346073101712079,0.03460731017120788,0.03460731017120788,0.0011976659172861887
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,73,0.3,0.2449760516305412,-0.055023948369458786,0.055023948369458786,0.0030276348941648662
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,74,0.3,0.2007166849946711,-0.09928331500532889,0.09928331500532889,0.009857176638447365
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,75,0.3,0.324158304544106,0.024158304544106002,0.024158304544106002,0.0005836236784457727
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,76,0.3,0.3687932320656242,0.06879323206562421,0.06879323206562421,0.004732508778034827
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,77,0.3,0.2307187356166498,-0.0692812643833502,0.0692812643833502,0.004799893594555668
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,78,0.3,0.2531784136903734,-0.04682158630962657,0.04682158630962657,0.0021922609445498105
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,79,0.3,0.2026009856430973,-0.09739901435690268,0.09739901435690268,0.009486567997696134
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,80,0.3,0.3072642196109662,0.007264219610966238,0.007264219610966238,5.2768886556346484e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,81,0.3,0.2568964822319895,-0.04310351776801047,0.04310351776801047,0.0018579132439771942
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,82,0.3,0.2748153783855945,-0.02518462161440549,0.02518462161440549,0.0006342651658607801
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,83,0.3,0.2017588936527566,-0.0982411063472434,0.0982411063472434,0.009651314976330386
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,84,0.3,0.2748665640494746,-0.025133435950525362,0.025133435950525362,0.0006316896026791608
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,85,0.3,0.2877925239182164,-0.012207476081783575,0.012207476081783575,0.00014902247228731807
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,86,0.3,0.2907706397895754,-0.009229360210424586,0.009229360210424586,8.518108989376857e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,87,0.3,0.2065581360833993,-0.0934418639166007,0.0934418639166007,0.008731381932208524
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,88,0.3,0.3063521387323528,0.006352138732352797,0.006352138732352797,4.03496664750566e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,89,0.3,0.3041266201722838,0.004126620172283824,0.004126620172283824,1.7028994046299776e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,90,0.3,0.275149714950514,-0.024850285049486,0.024850285049486,0.0006175366670407073
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,91,0.3,0.2840648527616671,-0.015935147238332892,0.015935147238332892,0.0002539289175073484
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,92,0.3,0.2979042240366901,-0.0020957759633098982,0.0020957759633098982,4.392276888387532e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,93,0.3,0.2629139102215976,-0.03708608977840239,0.03708608977840239,0.001375378055051722
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,94,0.3,0.3013106587022846,0.001310658702284584,0.001310658702284584,1.7178262338743096e-06
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,95,0.3,0.2807373724660949,-0.019262627533905063,0.019262627533905063,0.00037104881950995747
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,96,0.3,0.3197230576395515,0.01972305763955151,0.01972305763955151,0.00038899900265307124
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,97,0.3,0.2870277663690604,-0.012972233630939578,0.012972233630939578,0.00016827884537567984
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,98,0.3,0.2913196320846246,-0.008680367915375409,0.008680367915375409,7.534878714627882e-05
B,brownian,sigma,Brownian diffusion recovery,$\sigma$,99,0.3,0.2500202742739482,-0.049979725726051805,0.049979725726051805,0.0024979729836513646
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,0,0.8,1.1411090763642588,0.3411090763642588,0.3411090763642588,0.11635540197807774
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,1,0.8,0.932944224580692,0.132944224580692,0.132944224580692,0.017674166849361468
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,2,0.8,2.048748221311785,1.248748221311785,1.248748221311785,1.559372120229347
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,3,0.8,0.904952016100548,0.10495201610054794,0.10495201610054794,0.011014925683569675
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,4,0.8,0.674186712561528,-0.1258132874384721,0.1258132874384721,0.0158289832960756
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,5,0.8,1.093601136326425,0.29360113632642504,0.29360113632642504,0.08620162725216803
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,6,0.8,1.4026672267382927,0.6026672267382926,0.6026672267382926,0.3632077861844246
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,7,0.8,0.2563542104490328,-0.5436457895509672,0.5436457895509672,0.29555074449649454
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,8,0.8,2.1971066266862747,1.3971066266862746,1.3971066266862746,1.9519069263307014
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,9,0.8,1.2525139010519284,0.45251390105192835,0.45251390105192835,0.2047688306452344
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,10,0.8,0.9592327521765448,0.15923275217654476,0.15923275217654476,0.02535506936571692
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,11,0.8,0.7554962745646621,-0.04450372543533798,0.04450372543533798,0.001980581577623949
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,12,0.8,1.196003991479955,0.3960039914799549,0.3960039914799549,0.1568191612680562
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,13,0.8,0.7797923307359018,-0.020207669264098227,0.020207669264098227,0.00040834989708718016
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,14,0.8,0.836346893851566,0.036346893851565976,0.036346893851565976,0.0013210966926570046
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,15,0.8,1.0291171047898455,0.22911710478984548,0.22911710478984548,0.05249464770728104
C,ou,theta,Standard OU $\theta$ recovery,$\theta$,16,0.8,0.9174334754962548,0.11743347549625471,0.11743347549625471,0.013790621167129456
