generator,difficulty,test_id,selected_model,test_elpd,test_elpd_per_obs,test_rmse,coverage95,residual_acf1,correct
OU+B,Intermediate,16,OU+B,1.0490920847282124,0.045612699336009234,0.22008623671677127,1.0,-0.2058291775655044,1.0
OU+B,Intermediate,17,OU+L,0.9416378743806779,0.040940777146986,0.2270807966013164,1.0,-0.23296379879574045,0.0
OU+B,Intermediate,18,OU+T,-2.6137158698134075,-0.1136398204266699,0.2791429073215479,0.9565217391304348,-0.3963941538372235,0.0
OU+B,Intermediate,19,OU,2.9662134716258075,0.12896580311416556,0.21891643299162292,0.9565217391304348,-0.31571288573019307,0.0
OU+B,Intermediate,20,OU+T,-2.1437230357418686,-0.09320534938008125,0.2663714114820025,0.9565217391304348,-0.3234878863344922,0.0
OU+B,Intermediate,21,OU+T,2.0125135642474734,0.08750058974989015,0.22112170628281236,1.0,-0.16186577033547447,0.0
OU+B,Intermediate,22,OU,2.9789558069466104,0.1295198176933309,0.2089661284904912,1.0,-0.49356984859413067,0.0
OU+B,Intermediate,23,OU+T,-8.367858436348154,-0.3638199320151371,0.32132007924330097,0.8260869565217391,-0.6906433013164834,0.0
OU+B,Intermediate,24,OU,2.7790455434680186,0.12082806710730516,0.21664114272642288,1.0,-0.1366970670069609,0.0
OU+L,Difficult,0,OU+T,-6.676686410260498,-0.6069714918418634,0.4590586318633837,0.9090909090909091,-0.21131065140256125,0.0
OU+L,Difficult,1,OU+T,-8.935154685246248,-0.8122867895678407,0.5424002242422394,0.8181818181818182,-0.12915190835614657,0.0
OU+L,Difficult,2,OU+T,-6.820244109872876,-0.6200221918066251,0.4436182713154609,0.9090909090909091,-0.40942705723683653,0.0
OU+L,Difficult,3,OULB,-4.896179434551923,-0.44510722132290215,0.34933785356602165,0.9090909090909091,0.03680908711792868,0.0
OU+L,Difficult,4,OULB,-12.710585444975363,-1.155507767725033,0.6442264691307921,0.8181818181818182,-0.7235639601594607,0.0
OU+L,Difficult,5,OU+T,-4.986469971880115,-0.45331545198910134,0.39846610382612146,1.0,-0.5870577593393924,0.0
OU+L,Difficult,6,OULB,-5.774492133319621,-0.5249538303017837,0.3839444952733076,0.9090909090909091,-0.17982848585553357,0.0
OU+L,Difficult,7,OU+B,-13.575680018675763,-1.2341527289705239,0.6820491380765848,0.7272727272727273,-0.46085707902218565,0.0
OU+L,Difficult,8,OU+B,-9.561762982875095,-0.8692511802613723,0.5430678112196073,0.9090909090909091,-0.49346006665449416,0.0
OU+L,Difficult,9,OU+B,-11.246133720472674,-1.022375792770243,0.5710004484069269,0.8181818181818182,-0.13039075159600677,0.0
OU+L,Difficult,10,OULB,-8.574825798773308,-0.7795296180703007,0.5019319873820074,0.9090909090909091,0.14660059750961602,0.0
OU+L,Difficult,11,OU,-8.901199966023801,-0.8091999969112547,0.5606300771890244,0.8181818181818182,-0.3101392155014989,0.0
OU+L,Difficult,12,OU+T,-6.719025542356887,-0.610820503850626,0.4582853749719725,0.9090909090909091,-0.5592192785536919,0.0
OU+L,Difficult,13,OU,-4.018427397478494,-0.365311581588954,0.32819758284993916,1.0,-0.04857970829486132,0.0
OU+L,Difficult,14,OULB,-9.115461337968501,-0.8286783034516819,0.530687302004895,0.9090909090909091,-0.44783343957464145,0.0
OU+L,Difficult,15,OU+T,-8.4695166171005,-0.7699560561000454,0.5409750907342453,0.8181818181818182,-0.6165018734373726,0.0
OU+L,Difficult,16,OU,-4.36196209552541,-0.3965420086841282,0.3764570026267118,1.0,-0.052873890653404094,0.0
OU+L,Difficult,17,OU+B,-6.023231012888996,-0.5475664557171814,0.41367343738308976,0.9090909090909091,-0.0714283491678128,0.0
OU+L,Difficult,18,OU,-7.4729730365952,-0.6793611851450182,0.4649093664121093,0.9090909090909091,-0.514985600873696,0.0
OU+L,Difficult,19,OU+T,-6.192907943637787,-0.5629916312397989,0.43385723961472017,1.0,0.13806252871938246,0.0
OU+L,Difficult,20,OU,-9.003689508196507,-0.8185172280178642,0.5647408284170501,0.8181818181818182,-0.6546475193734057,0.0
OU+L,Difficult,21,OULB,-7.254530803144858,-0.6595028002858961,0.44620509486242316,0.8181818181818182,-0.3416033199257887,0.0
OU+L,Difficult,22,OU+T,-3.5375926641862767,-0.32159933310784333,0.34543441733298424,1.0,-0.12110728596614809,0.0
OU+L,Difficult,23,OU,-4.413292841291432,-0.4012084401174029,0.34741605120320634,1.0,-0.4333407795154831,0.0
OU+L,Difficult,24,OULB,-10.599159335882698,-0.9635599396256999,0.5738812399670302,0.8181818181818182,-0.5667112383417884,0.0
OU+L,Easy,0,OU,73.38626933439895,1.2438350734643888,0.0694507808304265,0.9152542372881356,-0.546802062139856,0.0
OU+L,Easy,1,OU,81.50643616918833,1.3814650198167515,0.060969354651024446,0.9830508474576272,-0.4603974321722869,0.0
OU+L,Easy,2,OU+L,90.54752653628748,1.5347038395980928,0.05051219367675909,0.9661016949152542,-0.2804555158407645,1.0
OU+L,Easy,3,OU+T,82.01958961363752,1.3901625358243648,0.06208437596577137,0.9491525423728814,-0.26198663578895603,0.0
OU+L,Easy,4,OU+T,83.6406140901057,1.417637526950944,0.05913061221854473,0.9661016949152542,-0.22421370891835765,0.0
OU+L,Easy,5,OU,72.83444338659035,1.2344820912981416,0.07028803887667441,0.9491525423728814,-0.5986036411357702,0.0
OU+L,Easy,6,OU,81.96498455712914,1.3892370263920193,0.060113589786912884,0.9661016949152542,-0.42658104290103654,0.0
OU+L,Easy,7,OU,70.22896045223075,1.1903213635971315,0.07200234725183119,0.8813559322033898,-0.6559542632234262,0.0
OU+L,Easy,8,OU,79.30067445162543,1.3440792279936513,0.06336627725187785,0.9661016949152542,-0.39816882210782495,0.0
OU+L,Easy,9,OU+T,80.63369581091897,1.3666728103545587,0.06207342033519793,0.9830508474576272,-0.29778044819834903,0.0
OU+L,Easy,10,OU+L,86.49955787139648,1.4660942012101097,0.05554316897330291,0.9830508474576272,-0.43687621813808314,1.0
OU+L,Easy,11,OU+L,90.68433262275295,1.5370225868263212,0.050002616522185836,1.0,-0.38744444526687144,1.0
OU+L,Easy,12,OU,71.1035614074935,1.2051451086015847,0.07211660509214873,0.9322033898305084,-0.39259411026472113,0.0
OU+L,Easy,13,OU+L,83.98060680154735,1.4234001152804636,0.05768431900863492,1.0,-0.4426456372003906,1.0
OU+L,Easy,14,OU+B,71.25646028032034,1.2077366149206836,0.0713086640846439,0.9661016949152542,-0.5487821799636111,0.0
OU+L,Easy,15,OU+L,86.87917137252265,1.4725283283478414,0.054980817871023165,0.9830508474576272,-0.47374855826285844,1.0
OU+L,Easy,16,OU+T,65.9440699765274,1.1176961012970745,0.07673469120464471,0.847457627118644,-0.33121642671008505,0.0
OU+L,Easy,17,OU+T,69.14764369037644,1.171993960853838,0.07524631364254016,0.8983050847457628,-0.41257891801616847,0.0
OU+L,Easy,18,OU+T,76.58784982906599,1.2980991496451861,0.06769373116284816,0.9491525423728814,-0.4843719532479053,0.0
OU+L,Easy,19,OU+T,78.73007397845943,1.3344080335332107,0.06369129963193727,0.9830508474576272,-0.4981139064254791,0.0
OU+L,Easy,20,OU,76.05622505038366,1.2890885601759943,0.06673015010193159,0.9322033898305084,-0.5148590746200408,0.0
OU+L,Easy,21,OU+L,73.7499659865548,1.2499994235009289,0.06851784323917001,0.8983050847457628,-0.5508700322784836,1.0
OU+L,Easy,22,OU+T,79.48518966770898,1.3472066045374402,0.06368885954047923,0.9322033898305084,-0.5049881727708043,0.0
OU+L,Easy,23,OU+T,75.7437616365865,1.2837925701116355,0.06682492856747868,0.9491525423728814,-0.4454248312772128,0.0
OU+L,Easy,24,OULB,86.7694477532342,1.4706686059870204,0.05449091323776672,0.9491525423728814,-0.2524107284700461,0.0
OU+L,Intermediate,0,OU+T,3.232048858059901,0.14052386339390874,0.19642618373273615,1.0,-0.32921324382855577,0.0
OU+L,Intermediate,1,OULB,-4.083996385096164,-0.17756506022157234,0.28932735550910044,1.0,-0.7156602078999603,0.0
OU+L,Intermediate,2,OU+B,4.435283243377102,0.19283840188596094,0.16954078671915435,1.0,-0.12751540833267752,0.0
OU+L,Intermediate,3,OU,-0.40820861520271234,-0.017748200660987493,0.25135699481447143,0.9565217391304348,-0.36097753908906466,0.0
OU+L,Intermediate,4,OU+L,-0.34308963351826055,-0.01491694058775046,0.2355006083258024,0.9565217391304348,0.09647903888937803,1.0
OU+L,Intermediate,5,OU+T,-2.4004357260345257,-0.10436677069715329,0.27073398471690646,0.9130434782608695,-0.46930392711466923,0.0
OU+L,Intermediate,6,OU+L,1.9508123403466469,0.08481792784115856,0.20600230684785778,0.9565217391304348,-0.4444300157038861,1.0
OU+L,Intermediate,7,OU+L,1.1823632508886863,0.05140709786472549,0.21253843390279778,1.0,-0.3207103420282851,1.0
OU+L,Intermediate,8,OU+T,-5.056887278291255,-0.21986466427353282,0.3106849122218822,0.9130434782608695,-0.7601245433982339,0.0
OU+L,Intermediate,9,OULB,-6.445642400915665,-0.28024532177894196,0.30619011542304436,0.9130434782608695,-0.44355936551756747,0.0
OU+L,Intermediate,10,OU,-6.453464650107954,-0.280585419569911,0.3361968876083572,0.8695652173913043,-0.2618902879360924,0.0
OU+L,Intermediate,11,OU,2.8143795915894225,0.12236433006910533,0.20709375167173588,1.0,-0.21004935063256006,0.0
OU+L,Intermediate,12,OU+T,2.2922423451588703,0.09966271065908132,0.2085147620246533,1.0,-0.3113724458220391,0.0
OU+L,Intermediate,13,OULB,0.10195185374475768,0.004432689293250334,0.2394001700819527,1.0,-0.24896527371572802,0.0
OU+L,Intermediate,14,OU+L,1.2117845866403905,0.05268628637566915,0.21397613233215731,1.0,-0.46381145445248423,1.0
OU+L,Intermediate,15,OULB,0.7747876455629558,0.03368641937230243,0.2193804310906957,1.0,-0.5204388677140497,0.0
OU+L,Intermediate,16,OU,0.09325035996995223,0.004054363476954445,0.25016573202976417,1.0,-0.26972211083658104,0.0
OU+L,Intermediate,17,OU,0.28955679909202026,0.012589426047479141,0.23541745986391488,1.0,-0.4206167797851419,0.0
OU+L,Intermediate,18,OU+L,4.288651672533192,0.1864631161970953,0.15601547618173797,1.0,0.04060825105371748,1.0
OU+L,Intermediate,19,OU+T,0.9359770542578594,0.04069465453295041,0.23556033680905095,0.9565217391304348,-0.3213264793398646,0.0
OU+L,Intermediate,20,OU+B,1.8341905576078117,0.07974741554816572,0.2127972241230458,1.0,-0.3937035410491376,0.0
OU+L,Intermediate,21,OULB,-5.641701356123651,-0.24529136330972395,0.30750521816472054,0.9130434782608695,-0.16518953522104207,0.0
OU+L,Intermediate,22,OU+T,1.8900592522283548,0.08217648922731978,0.2111503516987368,1.0,-0.2413411011761056,0.0
OU+L,Intermediate,23,OU+T,-11.797027316024788,-0.5129142311315126,0.35797536989267625,0.8695652173913043,-0.29366488411172725,0.0
OU+L,Intermediate,24,OU,-3.6761625886194818,-0.159833156026934,0.2795070686188342,0.9565217391304348,-0.5350033703210143,0.0
OU+T,Difficult,0,OU,-8.733996707432631,-0.7939997006756937,0.5266150331118082,0.9090909090909091,-0.6857385591760556,0.0
OU+T,Difficult,1,OU,-6.161351455079707,-0.5601228595527007,0.4163498398663481,1.0,-0.3600750447940638,0.0
OU+T,Difficult,2,OULB,-3.317101442214131,-0.301554676564921,0.2706463397120048,1.0,-0.12023438589266291,0.0
OU+T,Difficult,3,OU+T,-5.306419675680621,-0.48240178869823824,0.3722701155461343,1.0,-0.28042237938725045,1.0
OU+T,Difficult,4,OU+T,-6.367756155324498,-0.578886923211318,0.4269739944532332,1.0,-0.24147627557228601,1.0
OU+T,Difficult,5,OULB,-5.9875780148922955,-0.5443252740811177,0.4169360975391991,1.0,-0.27737782319461757,0.0
OU+T,Difficult,6,OU+L,-5.995735081363664,-0.5450668255785149,0.40961092902927665,1.0,0.03942196080933925,0.0
OU+T,Difficult,7,OU+T,-11.51575537423755,-1.0468868522034136,0.6257958678285348,0.9090909090909091,-0.6131196297792556,1.0
OU+T,Difficult,8,OU+T,-6.655223712366659,-0.6050203374878781,0.4404508697072737,1.0,-0.44696376180427533,1.0
OU+T,Difficult,9,OU+B,-13.44277447166132,-1.2220704065146655,0.6883143015816332,0.8181818181818182,-0.620290710246098,0.0
OU+T,Difficult,10,OU+B,-6.23704033409032,-0.5670036667354836,0.41867623967048784,0.9090909090909091,-0.2504089416091357,0.0
OU+T,Difficult,11,OU+T,-8.759817827898742,-0.796347075263522,0.5281716182218683,0.9090909090909091,-0.01993797726974322,1.0
OU+T,Difficult,12,OULB,-8.141801102432026,-0.7401637365847297,0.5239694069465751,1.0,-0.43982708739022325,0.0
OU+T,Difficult,13,OU,-5.105620814766658,-0.4641473467969689,0.3600561326168666,1.0,-0.474612187242484,0.0
OU+T,Difficult,14,OU+L,-12.255099488868172,-1.1140999535334701,0.6480611799139542,0.8181818181818182,-0.594274559575346,0.0
OU+T,Difficult,15,OU+B,-9.160561639723669,-0.8327783308839699,0.5462351358285554,0.8181818181818182,-0.2309609240905299,0.0
OU+T,Difficult,16,OU+B,-8.11384708910316,-0.7376224626457418,0.5070273977790931,0.9090909090909091,-0.41776081733129855,0.0
OU+T,Difficult,17,OU+L,-7.957306519563964,-0.7233915017785422,0.508552335421858,1.0,-0.68273914480164,0.0
OU+T,Difficult,18,OULB,-4.233127905026595,-0.3848298095478722,0.31554892445833,1.0,0.21218118602920788,0.0
OU+T,Difficult,19,OU,-9.255074183981453,-0.8413703803619502,0.5461353775366264,0.9090909090909091,-0.4028153600931593,0.0
OU+T,Difficult,20,OU+T,-6.11314311523507,-0.5557402832031882,0.4136493846472902,0.9090909090909091,-0.010545172616397038,1.0
OU+T,Difficult,21,OU+T,-11.314169534112446,-1.028560866737495,0.6205034166540501,0.8181818181818182,-0.2920316228522315,1.0
OU+T,Difficult,22,OU,-8.061298508221528,-0.7328453189292298,0.5010326102179447,1.0,-0.008090263284870957,0.0
OU+T,Difficult,23,OU+L,-5.890050873388335,-0.5354591703080305,0.40726437968125484,1.0,-0.4104850761694084,0.0
OU+T,Difficult,24,OULB,-4.378861767277543,-0.3980783424797767,0.32954490441462986,1.0,-0.6123170085677777,0.0
OU+T,Easy,0,OU+L,83.74354063509404,1.4193820446626109,0.05753525499737159,0.9661016949152542,-0.34888126919276635,0.0
OU+T,Easy,1,OU+L,84.37084940135499,1.4300143966331353,0.05700647984877749,1.0,-0.20174960892006075,0.0
OU+T,Easy,2,OU+L,81.94301725035399,1.3888646991585423,0.05969134223776455,0.9830508474576272,-0.5855663542012716,0.0
OU+T,Easy,3,OU+L,87.87391572393568,1.4893884021006047,0.05249603896210861,0.9830508474576272,-0.3155220942505761,0.0
OU+T,Easy,4,OU+L,80.01796504857128,1.3562366957384964,0.06238874819905294,0.9661016949152542,-0.5195414282168382,0.0
OU+T,Easy,5,OULB,66.47660023514442,1.1267220378838037,0.07698512399529597,0.9152542372881356,-0.5575512302598714,0.0
OU+T,Easy,6,OU+L,87.7248148643075,1.4868612688865679,0.052115383751863,0.9661016949152542,-0.33444131541851335,0.0
OU+T,Easy,7,OU+L,76.21912979821009,1.2918496575967813,0.08130915182618326,0.9661016949152542,-0.6281824902435469,0.0
OU+T,Easy,8,OU+L,79.08421255888342,1.3404103823539564,0.0636578249023546,0.9661016949152542,-0.4278331995806656,0.0
OU+T,Easy,9,OU+L,75.98314930209705,1.2878499881711365,0.06707920128823303,0.9661016949152542,-0.2614551555665449,0.0
OU+T,Easy,10,OU+L,70.76105470576114,1.199339910267138,0.0722006340981792,0.9491525423728814,-0.4160744691774764,0.0
OU+T,Easy,11,OU+L,77.02419686460722,1.3054948621119868,0.0659224546687547,0.9830508474576272,-0.5709688154193133,0.0
OU+T,Easy,12,OU+L,80.40139879072476,1.3627355727241484,0.061627961703621024,0.9491525423728814,-0.4830664593586611,0.0
OU+T,Easy,13,OU+L,87.42755201687719,1.4818229155402913,0.052526873931580356,1.0,-0.5486880523925484,0.0
OU+T,Easy,14,OU+L,78.85955208286299,1.3366025776756438,0.06373104177223583,0.9491525423728814,-0.6346339314362182,0.0
OU+T,Easy,15,OU+L,66.16976304559685,1.121521407552489,0.08161207464299132,0.9322033898305084,-0.5565302732723609,0.0
OU+T,Easy,16,OU+L,85.05369285631491,1.441588014513812,0.05597527695831084,0.9830508474576272,-0.45257617496389774,0.0
OU+T,Easy,17,OU+L,83.08644592894093,1.4082448462532362,0.05970696544585771,0.9491525423728814,-0.33527301525250097,0.0
OU+T,Easy,18,OU+L,75.97110099613617,1.2876457795955283,0.06640572563389058,0.9491525423728814,-0.43553354667939415,0.0
OU+T,Easy,19,OU+L,79.47787587851488,1.3470826420087267,0.0636583738984918,0.9322033898305084,-0.47978123572014747,0.0
OU+T,Easy,20,OU+L,84.42605122768202,1.4309500208081698,0.057765741003919985,0.9830508474576272,-0.37259598555068046,0.0
OU+T,Easy,21,OU+T,79.59275507830739,1.3490297470899557,0.06182198368414668,0.9830508474576272,-0.370240580771669,1.0
OU+T,Easy,22,OU+T,71.47163897733456,1.2113837114802468,0.07187992639559876,0.9491525423728814,-0.48648726644203166,1.0
OU+T,Easy,23,OU+L,72.23719348211114,1.2243592115612056,0.0705597974388008,0.9491525423728814,-0.48171845047930667,0.0
OU+T,Easy,24,OU+L,88.45461382917284,1.4992307428673364,0.05237900054493263,0.9830508474576272,-0.4768078866276645,0.0
OU+T,Intermediate,0,OU,1.53867383957241,0.06689886259010479,0.2263729968157863,1.0,-0.4280546256140813,0.0
OU+T,Intermediate,1,OU+L,-6.532988083975311,-0.2840429601728396,0.30882016312183347,0.8695652173913043,-0.34009448100017137,0.0
OU+T,Intermediate,2,OU+T,-2.837931220642458,-0.12338831394097642,0.26979234412215475,1.0,-0.48633947745090755,1.0
OU+T,Intermediate,3,OU+T,0.8659439184999778,0.03764973558695556,0.2277544600879309,0.9565217391304348,-0.6898059039476209,1.0
OU+T,Intermediate,4,OU,0.00842506053803982,0.00036630697991477476,0.24380946087824107,0.9565217391304348,-0.31864768747728706,0.0
OU+T,Intermediate,5,OULB,1.415427028204554,0.06154030557411105,0.22883140582003889,1.0,-0.31403837238350524,0.0
OU+T,Intermediate,6,OU+L,-2.502371294073353,-0.10879875191623274,0.2617297958717199,0.9130434782608695,-0.14542766664279042,0.0
OU+T,Intermediate,7,OU+T,0.4394274115307968,0.019105539631773773,0.24279742631297496,1.0,-0.46583062378157003,1.0
OU+T,Intermediate,8,OU+L,2.879569237058362,0.12519866248079833,0.21741044738453152,0.9565217391304348,-0.1568043756321979,0.0
OU+T,Intermediate,9,OU,2.5621823987132286,0.11139923472666212,0.2081938678076886,1.0,-0.3272297101986896,0.0
OU+T,Intermediate,10,OU+L,1.8549667987518867,0.08065073038051682,0.218690833717197,0.9565217391304348,-0.007392919031336158,0.0
OU+T,Intermediate,11,OU+L,-6.064315419647279,-0.2636658878107513,0.30016463662912574,0.9130434782608695,-0.30378172538024767,0.0
OU+T,Intermediate,12,OU+L,4.867551305025786,0.21163266543590373,0.18189716565380276,1.0,-0.35405548519728497,0.0
OU+T,Intermediate,13,OULB,2.020775927620069,0.08785982294000301,0.22212740862593705,0.9565217391304348,-0.3019894312133151,0.0
OU+T,Intermediate,14,OU+T,-3.3491462230417515,-0.14561505317572832,0.27912840262248145,1.0,-0.33393317549095825,1.0
OU+T,Intermediate,15,OU,-3.5495154569605907,-0.15432675899828655,0.2803022460648067,0.9565217391304348,-0.6662287187133357,0.0
OU+T,Intermediate,16,OU,-2.2421111505430895,-0.09748309350187345,0.27256043472308217,0.9565217391304348,-0.4493099938158816,0.0
OU+T,Intermediate,17,OU,1.2982422072943431,0.05644531336062362,0.21918372441068326,0.9565217391304348,-0.0715053948234477,0.0
OU+T,Intermediate,18,OULB,-8.250987536387191,-0.35873858853857354,0.32427000588854626,0.9130434782608695,-0.4561608162903297,0.0
OU+T,Intermediate,19,OU,-21.3494483659546,-0.928236885476287,0.42367659036891603,0.6521739130434783,-0.7285772595797239,0.0
OU+T,Intermediate,20,OU,0.7307136795944671,0.03177015998236814,0.23271819882442976,0.9565217391304348,-0.30642421952786697,0.0
OU+T,Intermediate,21,OULB,-1.956060764342089,-0.08504612018878648,0.2771315047812704,0.9565217391304348,-0.31743920133385756,0.0
OU+T,Intermediate,22,OULB,4.89888421674717,0.21299496594552914,0.18362790743062823,1.0,-0.28193524821630367,0.0
OU+T,Intermediate,23,OU,0.6879235539552339,0.029909719737184082,0.22850107742935416,1.0,-0.44431824985522367,0.0
OU+T,Intermediate,24,OU+T,-1.9426409215136808,-0.08446264876146438,0.2736713110657429,0.9565217391304348,-0.436121345598837,1.0
OULB,Difficult,0,OU+L,-5.356872062481146,-0.4869883693164678,0.38304127268142396,1.0,-0.2859358241954319,0.0
OULB,Difficult,1,OU,-6.522204703234983,-0.5929277002940894,0.46672589795943387,1.0,-0.619032768971002,0.0
OULB,Difficult,2,OU,-4.627703263849506,-0.4207002967135915,0.3555192576444542,1.0,-0.007103127206438331,0.0
OULB,Difficult,3,OU+B,-9.021406628260259,-0.8201278752963872,0.518551366228463,0.9090909090909091,-0.6389922655488812,0.0
OULB,Difficult,4,OU+T,-3.8995519896460245,-0.35450472633145674,0.27546964328762485,1.0,-0.21106720711329074,0.0
OULB,Difficult,5,OU,-8.820502095122093,-0.8018638268292811,0.5447706757620291,0.9090909090909091,-0.29021414162234377,0.0
OULB,Difficult,6,OU,-7.295275166286164,-0.6632068332987422,0.46509989154559117,1.0,-0.2422221061865576,0.0
OULB,Difficult,7,OU+B,-8.123009546912947,-0.7384554133557224,0.49276246809137136,1.0,-0.3964087586844723,0.0
OULB,Difficult,8,OU+T,-6.486160766315587,-0.5896509787559624,0.4389049754280426,1.0,-0.2849887783453798,0.0
OULB,Difficult,9,OU,-4.481607154148987,-0.40741883219536246,0.3434934717243178,1.0,-0.3626382342465609,0.0
OULB,Difficult,10,OULB,-7.329580753551307,-0.6663255230501188,0.45935049694321545,0.9090909090909091,-0.30885429288995114,1.0
OULB,Difficult,11,OU+B,-7.121764166708466,-0.6474331060644061,0.45870086939634486,1.0,-0.21008876678191235,0.0
OULB,Difficult,12,OU+T,-3.26681447611266,-0.29698313419206,0.26304562488269445,1.0,-0.11120080265247645,0.0
OULB,Difficult,13,OU+B,-13.340612752239688,-1.2127829774763352,0.6534666665593065,0.8181818181818182,-0.039682673867943996,0.0
OULB,Difficult,14,OU+T,-4.157446143639802,-0.37794964942180015,0.2977227675024244,1.0,0.07968526962994456,0.0
OULB,Difficult,15,OU+B,-10.668403723337583,-0.9698548839397803,0.5752881330338031,0.9090909090909091,-0.34348298197209476,0.0
OULB,Difficult,16,OU,-5.905131929122687,-0.5368301753747897,0.41574719721429465,1.0,-0.43312755932298264,0.0
OULB,Difficult,17,OU+T,-6.021640980572517,-0.5474219073247742,0.44100067097574025,0.9090909090909091,-0.3134072869689848,0.0
OULB,Difficult,18,OU+L,-6.616298690881029,-0.6014816991710027,0.4319060379845932,0.9090909090909091,-0.1664964802484111,0.0
OULB,Difficult,19,OU+B,-16.752171099207306,-1.5229246453824823,0.7551655558456658,0.8181818181818182,-0.4704097289003405,0.0
OULB,Difficult,20,OU,-4.705455225210099,-0.42776865683728177,0.3461124776621923,1.0,-0.6046834532124001,0.0
OULB,Difficult,21,OU+B,-6.322725685475062,-0.5747932441340965,0.4415832783094195,1.0,0.015043432763045718,0.0
OULB,Difficult,22,OU+B,-9.9962476109525,-0.9087497828138636,0.5525753067095579,0.9090909090909091,-0.26425990693171214,0.0
OULB,Difficult,23,OU+B,-11.226346473584096,-1.0205769521440087,0.5874223322899774,0.8181818181818182,-0.5660796893539913,0.0
OULB,Difficult,24,OU+B,-8.612054765817394,-0.7829140696197631,0.5081983815289478,0.9090909090909091,-0.7356340679179871,0.0
OULB,Easy,0,OU,77.89164261734537,1.320197332497379,0.06497647562680725,0.9152542372881356,-0.6157757528728531,0.0
OULB,Easy,1,OU+T,82.13479477543763,1.3921151656853834,0.060207855633251685,0.9491525423728814,-0.46490716085358524,0.0
OULB,Easy,2,OU+T,72.32491409085303,1.2258460015398818,0.07171949952006398,0.9491525423728814,-0.3769709760479654,0.0
OULB,Easy,3,OU+T,79.85504293840751,1.3534753040408052,0.0631656060641832,0.9322033898305084,-0.37493967746831636,0.0
OULB,Easy,4,OU+L,74.9982883793564,1.271157430158583,0.06808959785198404,0.9322033898305084,-0.43063066629714636,0.0
OULB,Easy,5,OU+L,80.61917750400761,1.3664267373560612,0.06205160552320199,0.9830508474576272,-0.44718232913451056,0.0
OULB,Easy,6,OU+B,75.87510337275107,1.286018701233069,0.06588871600424688,0.9661016949152542,-0.5735824233182293,0.0
OULB,Easy,7,OU,82.79252734685518,1.4032631753704268,0.0596135385820823,0.9661016949152542,-0.4320403406943029,0.0
OULB,Easy,8,OU+T,73.69667356467137,1.249096162113074,0.06959311129672692,0.9152542372881356,-0.599477665317278,0.0
OULB,Easy,9,OU,81.27556017061181,1.3775518672985052,0.06120804468240675,0.9322033898305084,-0.5470799429335532,0.0
OULB,Easy,10,OU+T,79.87946745697684,1.3538892789318109,0.06322108038891742,0.9830508474576272,-0.5114857156745198,0.0
OULB,Easy,11,OU,77.57772610355129,1.3148767136195134,0.06514122651283379,0.9491525423728814,-0.5266735552882659,0.0
OULB,Easy,12,OU+T,78.21713484452498,1.325714149907203,0.06374886229533223,0.9322033898305084,-0.3972347959921423,0.0
OULB,Easy,13,OU+T,81.12282107533963,1.374963069073553,0.06210257271119675,0.9661016949152542,-0.5616746252499413,0.0
OULB,Easy,14,OU,86.71492207547044,1.4697444419571262,0.05495092681481337,0.9830508474576272,-0.18805640113407465,0.0
OULB,Easy,15,OU+T,72.69517497757703,1.2321216097894412,0.07142933595451592,0.9491525423728814,-0.5052265482557943,0.0
OULB,Easy,16,OU,76.66231228511509,1.2993612251714421,0.06683839949576102,0.9322033898305084,-0.36132898543241926,0.0
OULB,Easy,17,OU,88.43985784889077,1.4989806415066231,0.05214811768278578,1.0,-0.4810391942885632,0.0
OULB,Easy,18,OU+L,84.89142372320734,1.438837690223853,0.05659221365888446,0.9830508474576272,-0.33604060736330416,0.0
OULB,Easy,19,OU+T,76.15374804292829,1.2907414922530218,0.06807681430788431,0.9152542372881356,-0.4660217839931068,0.0
OULB,Easy,20,OU+T,80.09723712987181,1.3575802903368104,0.06349691629143661,0.9661016949152542,-0.3548951302535144,0.0
OULB,Easy,21,OU+T,81.72091430502745,1.3851002424580923,0.06134803013635184,0.9661016949152542,-0.43174438949724536,0.0
OULB,Easy,22,OU,86.18110278811233,1.4606966574256326,0.0558625865106837,1.0,-0.5338398999928976,0.0
OULB,Easy,23,OU,76.76992963994984,1.301185248134743,0.06769796587943422,0.9491525423728814,-0.39771849212416854,0.0
OULB,Easy,24,OU+T,86.00725390775044,1.4577500662330583,0.05544248014054258,0.9661016949152542,-0.4133492859706753,0.0
OULB,Intermediate,0,OU,0.8909566120978583,0.038737244004254705,0.23669532495108989,1.0,-0.7010659055120931,0.0
OULB,Intermediate,1,OU,-2.033703992761628,-0.08842191272876644,0.26605258697799244,0.9565217391304348,-0.3630824584572023,0.0
OULB,Intermediate,2,OU+L,2.790515248593762,0.12132674993885922,0.21005952571703593,1.0,-0.3823591967341447,0.0
OULB,Intermediate,3,OU+B,-1.6823997241781319,-0.07314781409470139,0.2569511302386866,0.9565217391304348,-0.3839686107433522,0.0
OULB,Intermediate,4,OU,-3.897582435970155,-0.16946010591174587,0.28474177268243983,0.8695652173913043,-0.0707134742816843,0.0
OULB,Intermediate,5,OU,1.5830864946141967,0.0688298475919216,0.2319015803673353,0.9565217391304348,-0.48753872569132545,0.0
OULB,Intermediate,6,OU+T,-2.766879839483948,-0.12029912345582383,0.2733176914382741,0.8695652173913043,-0.3600919517127023,0.0
