generator,difficulty,dataset_role,trajectory_id,obs_index,time,latent_state,observed_state,treatment,true_branch,jump_event,true_theta,true_sigma,true_obs_noise,true_treatment_shift,true_jump_time,true_jump_size,true_jump_lambda,true_jump_scale,true_branch_time,true_branch_sep,true_branch_q,true_n_branch_switches
OU,Difficult,test,19,2,4.71239021745412,0.0,1.310950805701845,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,3,4.860648232556745,0.0,0.37955451809746843,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,4,5.435042386206924,0.0,0.07544636470352516,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,5,5.951571565910049,0.0,-0.5774919592793927,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,6,7.6371465577304365,0.0,0.1330418655135759,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,7,8.29620893904483,0.0,-0.6098398399515369,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,8,9.031815870924651,0.0,-0.4331998088650177,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,9,9.184438520433071,0.0,0.7019071140248835,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,10,9.843442615943879,0.0,0.7714910658611782,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,19,11,10.0,0.0650715132686383,0.9704809032581132,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,0,0.0,0.04315438911357334,-0.17949247125176626,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,1,0.07872460630152123,0.0,0.5949366951993629,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,2,0.207195616171576,0.0,0.5209093872991434,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,3,1.5119800685863982,0.0,-0.46559280501208106,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,4,2.868177467205788,0.0,-0.005575755908299182,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,5,3.238997545606219,0.0,0.1592944993033242,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,6,4.719336123807229,0.0,-0.040166401552452095,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,7,5.491929167275627,0.0,0.6564374674882845,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,8,6.074057759558067,0.0,-0.1277680853929074,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,9,8.064904936734983,0.0,-0.11724458269203362,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,10,8.728007327369623,0.0,0.08103712493451401,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,20,11,10.0,0.033177517510124745,0.33880950900486295,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,0,0.0,-0.011850372882730982,-0.8658894902523769,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,1,0.530833764273313,0.0,-0.37330430519804814,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,2,0.867877037378334,0.0,0.050888278038794144,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,3,1.4280817510976507,0.0,-0.6082931930879095,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,4,2.7832899079187268,0.0,-0.7840405230646907,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,5,3.14608832979638,0.0,0.27931069506472095,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,6,3.8034600143875985,0.0,0.028656469620678252,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,7,6.074715242992518,0.0,-0.26456694689010823,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,8,8.030190381204358,0.0,-0.4875642799564957,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,9,8.657826290656734,0.0,0.040725446603443925,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,10,9.683541463379033,0.0,0.3807492152259129,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,21,11,10.0,0.07435784604235915,-0.07897012724189675,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,0,0.0,0.055766478606223836,1.1297548712422933,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,1,0.18413097028512349,0.0,-0.5428016934560089,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,2,0.5835155251351865,0.0,0.3736191437660105,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,3,1.8505733344596997,0.0,0.022010303536843235,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,4,3.071809694355623,0.0,-0.43157982768841846,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,5,4.350785790692563,0.0,-0.5938533308720388,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,6,5.444541410608811,0.0,-0.19080364548459827,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,7,6.887691348757789,0.0,-0.20980473465032357,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,8,8.057346607477987,0.0,0.1271473939693338,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,9,8.485808396568547,0.0,0.3089323618686999,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,10,8.900439961505066,0.0,-0.25514996484890723,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,22,11,10.0,-0.05752960889103494,-0.4204682950906552,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,0,0.0,-0.21290854811241897,-0.8524490122701677,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,1,0.2354349606451811,0.0,0.059629321043400546,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,2,1.5080168210124867,0.0,-0.19995348427391926,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,3,1.8320545889796813,0.0,0.0034036401433901737,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,4,2.229566753169406,0.0,-0.6863527162803025,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,5,3.2792930082337355,0.0,-0.8406666889588992,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,6,4.078012956363976,0.0,0.050899831459888446,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,7,4.151699732836228,0.0,-0.08101694902185128,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,8,5.358620380469651,0.0,-0.36693522881965507,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,9,7.639342161406956,0.0,0.004420756002652941,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,10,9.956865324447765,0.0,-0.2996730810754545,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,23,11,10.0,-0.024947567315341396,-1.2356048450882364,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,0,0.0,0.06081148482505402,0.11297271472978458,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,1,0.5793829588269228,0.0,0.13344992920557916,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,2,2.5980017707261283,0.0,-0.5052580074878504,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,3,3.3541034576166884,0.0,-0.0565221990674761,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,4,4.543236030221256,0.0,-0.31030926795864183,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,5,4.735723971525742,0.0,0.20312719584076958,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,6,5.224264028772392,0.0,-0.012484668760344963,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,7,7.3566402769337245,0.0,0.001548931545685107,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,8,7.613061884526541,0.0,-0.538369197205812,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,9,8.044650973163005,0.0,0.23173139868855222,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,10,9.665406454222415,0.0,0.05322954368700981,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU,Difficult,test,24,11,10.0,0.3007601636081223,0.971454068237783,0,0,0,0.65,0.32,0.45,0.0,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,0,0.0,-0.04763078054297315,-0.10458845310098192,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,1,0.025544085462839705,0.0,0.09656035892527326,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,2,0.2570049270185737,0.0,0.05620952782920955,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,3,0.5741852217224674,0.0,-0.018319252511902244,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,4,0.6277318690452327,0.0,-0.03887286874692293,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,5,0.7120420444634656,0.0,-0.04408589999479837,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,6,0.7838479103827423,0.0,-0.0009278363546746508,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,7,1.0551319029237183,0.0,-0.012601353739984564,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,8,1.062549223004775,0.0,0.14295629272395724,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,9,1.084190708084244,0.0,0.03505145777198387,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,10,1.2139396963112636,0.0,0.11352727186762027,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,11,1.3637827349872,0.0,-0.005251399475218449,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,12,1.4569132574415378,0.0,-0.02658485138550945,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,13,1.460706513688086,0.0,0.0012115706006206415,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,14,1.7061286703936385,0.0,-0.0290266098480448,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,15,1.7255105441101193,0.0,-0.05636371317352913,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,16,1.877885622901897,0.0,-0.06827256120996789,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,17,2.114419912280371,0.0,0.11462768924369815,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,18,2.2347463288162714,0.0,-0.047157186002471874,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,19,2.285166732283943,0.0,-0.11376134023230777,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,20,2.3263309555444467,0.0,-0.050698154441489,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,21,2.9439310884240255,0.0,0.006764823124540369,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,22,3.0085944072919357,0.0,0.028580168342499275,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,23,3.051891932299612,0.0,0.019356921472909867,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,24,3.3712159635976766,0.0,-0.0008660236410213548,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,25,3.786907743216731,0.0,0.04530731252514861,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,26,4.108098682596989,0.0,-0.05158872262152116,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,27,4.15244988580377,0.0,-0.09650037432156329,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,28,4.160850927278792,0.0,-0.034762469597575237,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,29,4.254315647312388,0.0,0.07512613161240095,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,30,4.496911136592969,0.0,-0.025837761164984874,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,31,4.984774441659589,0.0,0.02443643353884403,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,32,5.063412031641872,0.0,-0.03428611763410415,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,33,5.197396920992744,0.0,-0.07528201380382382,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,34,5.630117799464029,0.0,0.012798756292025815,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,35,5.670565533671099,0.0,0.03743374178286431,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,36,6.014382210077428,0.0,-0.07538786262937176,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,37,6.136663014652548,0.0,-0.02748254822811363,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,38,6.21007389870213,0.0,0.005919252543680425,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,39,6.212949454905729,0.0,0.06027989876798168,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,40,6.249388934201101,0.0,-0.07440585102986315,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,41,6.488695995606189,0.0,0.00889333439234822,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,42,6.594957673451014,0.0,0.05798607814955194,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,43,6.765666599350225,0.0,-0.04050854515298768,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,44,7.175049131886101,0.0,0.02934832787199142,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,45,7.327063345925272,0.0,-0.03261239907944397,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,46,7.383880188983422,0.0,0.023802632085729802,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,47,7.460043737459216,0.0,-0.06145110568797249,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,48,7.752144931733667,0.0,0.01458699805058838,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,49,7.793100084137322,0.0,0.047866931063511066,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,50,8.216820389084777,0.0,-0.03976099342880323,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,51,8.278940302409373,0.0,-0.015394848606467377,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,52,8.348475106669053,0.0,-0.005981668957917352,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,53,8.364842863367326,0.0,-0.01747106354533608,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,54,8.45134724212697,0.0,-0.012203164503371283,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,55,8.457278066410591,0.0,0.06547438147118041,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,56,8.487002554562274,0.0,-0.019085358653849898,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,57,9.507059755345914,0.0,-0.006833018777274012,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,58,9.945580009485925,0.0,0.08102942683583103,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,0,59,10.0,0.07619920852266629,0.09583562393884262,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,0,0.0,-0.10074595324319903,-0.142583633608677,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,1,0.11692403022721232,0.0,0.05895445474546668,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,2,0.12261526740654727,0.0,-0.005616131024396851,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,3,0.12385846931177724,0.0,0.037168633509553885,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,4,0.39337797864639645,0.0,0.06828123386199202,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,5,0.6359333031416203,0.0,-0.055884902987849296,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,6,0.909142377046267,0.0,-0.03479075614064428,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,7,1.4314688460627034,0.0,0.03969949176793297,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,8,1.5260344497302514,0.0,0.10065755021842411,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,9,1.5396701025223969,0.0,0.004645640051512411,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,10,1.5489457641952553,0.0,0.07617500424781293,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,11,1.8044625835113548,0.0,0.05651285643346474,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,12,1.834299508372862,0.0,-0.07581561137352047,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,13,1.9906678079951268,0.0,0.024845924726448865,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,14,2.0772294089340337,0.0,0.02869569925818092,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,15,2.2577650610122655,0.0,-0.044465159578256044,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,16,2.3491719914358256,0.0,0.048348765148002126,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,17,2.649254840688352,0.0,-0.046898423097772424,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,18,2.919401636826562,0.0,0.07827450303128414,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,19,2.927645125001529,0.0,0.09633599222597432,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,20,2.930379797483702,0.0,0.011571284550414517,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,21,3.0967875071822015,0.0,-0.14614860097252752,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,22,3.175318452032041,0.0,0.028658401776657974,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,23,3.261596701122309,0.0,-0.031770445375628786,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,24,3.474997485608319,0.0,0.08243859476942623,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,25,3.857340304041905,0.0,-0.026078788702294298,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,26,3.895874022391068,0.0,-0.04554405337657784,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,27,3.942440985676454,0.0,-0.01770672403595293,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,28,3.995724805952597,0.0,0.00721752733677937,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,29,4.183058673374354,0.0,0.04187933401798687,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,30,4.254395500437442,0.0,-0.03628224496196884,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,31,4.4423639521359775,0.0,-0.05832669222702274,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,32,4.71916110111164,0.0,-0.040294001576031316,0,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,33,5.03550994208954,0.0,-0.0787407367755718,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,34,5.151033500246436,0.0,-0.016716795011890894,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,35,5.2814805943565855,0.0,0.04829082803041104,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,36,5.495028980048912,0.0,0.037678294067106766,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,37,5.510722348083336,0.0,0.006566365663758244,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,38,5.822111332429095,0.0,0.06326444720583015,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,39,5.890735812799038,0.0,0.023603927460168015,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,40,5.894627298945618,0.0,-0.02689221897579834,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,41,5.912834438483674,0.0,-0.029873633059203226,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,42,6.022675740815098,0.0,-0.0714802565525547,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
OU+T,Easy,train,1,43,6.5387231374549435,0.0,-0.007403297917117412,1,0,0,0.65,0.16,0.05,1.2,,,0.0,0.0,,0.0,0.0,0
