generator,difficulty,dataset_role,trajectory_id,obs_index,time,latent_state,observed_state,treatment,true_branch,jump_event,true_theta,true_sigma,true_obs_noise,true_treatment_shift,true_jump_time,true_jump_size,true_jump_lambda,true_jump_scale,true_branch_time,true_branch_sep,true_branch_q,true_n_branch_switches
OU+L,Difficult,test,12,2,0.7917020403242758,0.0,-0.4444878777089961,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,3,1.9650340749914363,0.0,0.37615897073734106,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,4,2.5236488575718674,0.0,0.23944857147371904,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,5,3.761145587042354,0.0,-0.05360323780283944,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,6,3.838933429246966,0.0,0.17865283957130224,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,7,5.994026837878926,0.0,0.12782362319184493,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,8,8.436222912470267,0.0,-0.05888264849214826,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,9,9.407641461328733,0.0,-0.43848202962874494,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,10,9.476382028594443,0.0,0.43543487841517753,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,12,11,10.0,-0.06474210190912726,-0.6946541240476648,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,0,0.0,-0.12053129512500191,-0.7998072788213484,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,1,1.137541651404046,0.0,-0.25425592111458795,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,2,2.0181837137192673,0.0,-0.09595295351530106,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,3,2.206295331479823,0.0,-0.1531492260562517,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,4,3.0597078631338537,0.0,0.2620860414086211,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,5,4.130794186275244,0.0,-0.4099595286824535,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,6,6.224377225407071,0.0,0.04904962573410973,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,7,6.494586675630703,0.0,-0.5606216649544894,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,8,7.884430767464766,0.0,0.15286070269190857,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,9,7.926122686180081,0.0,0.15976743493162138,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,10,9.12443829155934,0.0,0.33705419481286975,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,13,11,10.0,0.10461558049676897,0.6917208055950761,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,0,0.0,-0.02259756047039794,-0.6550701499452563,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,1,0.6690571089793673,0.0,-0.09925783862626851,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,2,1.3004935215847735,0.0,0.1370307992325985,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,3,2.6276358406456843,0.0,-0.4632336223317914,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,4,3.4427232725540535,0.0,0.9003292701925183,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,5,4.77666494675902,0.0,0.4834341597795996,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,6,6.396418838262283,0.0,0.013727182584585279,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,7,7.546799116688002,0.0,-0.5993633661641797,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,8,7.960986739266753,0.0,-0.09241490137939254,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,9,8.89387240401614,0.0,-0.6444019861480114,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,10,9.015178506060204,0.0,0.4015630961947232,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,14,11,10.0,0.029156764813598066,-0.2899350819981379,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,0,0.0,0.07899429106130579,0.19668788659603548,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,1,0.0955069629863281,0.0,-0.49473873448089606,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,2,0.4521618077722833,0.0,0.8217577927252938,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,3,1.126369267445747,0.0,0.21035888296643643,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,4,1.8464913738921485,0.0,0.5037273672207191,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,5,4.855749964127707,0.0,-0.4240375274529487,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,6,4.990785794106312,0.0,0.7669696572363773,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,7,5.660470485792237,0.0,0.27032744000238973,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,8,5.954614581124558,0.0,0.03421879642478179,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,9,7.673109493961351,0.0,-0.13819149683998833,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,10,9.643944185847005,0.0,0.1863490941352341,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,15,11,10.0,0.07728586084421192,-0.16051168212420575,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,0,0.0,-0.009633258843302756,-0.7295599549448475,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,1,0.4121239307312985,0.0,0.20056774480221057,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,2,1.0781510555351703,0.0,0.20782716702257725,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,3,2.7441693139932353,0.0,0.19838655494762847,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,4,2.9538817007043927,0.0,-0.6221474861465771,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,5,3.924197814500978,0.0,-0.2255009757383745,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,6,5.85407592617368,0.0,0.1924713019952347,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,7,6.799101896105217,0.0,0.127291192942984,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,8,8.582562026776085,0.0,0.3355393677563722,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,9,8.736319130976886,0.0,-0.2798427515443537,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,10,9.886351432770056,0.0,0.18348937521136688,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,16,11,10.0,-0.1072974606109106,0.6276147139545152,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,0,0.0,-0.094222791086658,0.5432839485620126,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,1,1.3427090712392564,0.0,-0.8998302949052867,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,2,1.8208904274821291,0.0,-0.4190655721979799,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,3,2.3961272580441975,0.0,0.2441429582220688,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,4,2.701739985772843,0.0,-0.5731404159250838,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,5,3.0477259569376103,0.0,-0.6929836821042439,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,6,5.419731018416561,0.0,-0.11784088630933666,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,7,5.4607054069161665,0.0,0.09742902851981258,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,8,6.096272109843861,0.0,-0.06965142597036855,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,9,7.163540942052867,0.0,-0.047908377446063834,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,10,8.992298314044103,0.0,-0.0005271982034170032,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,17,11,10.0,-0.06336004510565588,0.09143311229815668,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,0,0.0,-0.11865206180672237,-0.03374509588191239,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,1,1.047023660293499,0.0,-0.2790865337703711,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,2,1.554685604300815,0.0,-0.5231675466480452,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,3,1.822126972388186,0.0,-0.24114464786719209,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,4,2.3940626308901725,0.0,0.4565933361849711,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,5,2.7189069882073746,0.0,-0.32160055955160494,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,6,3.1518779197264104,0.0,0.030674759001319527,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,7,3.881579436155518,0.0,-0.24399515238629718,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,8,7.475558434465275,0.0,0.10238173260462517,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,9,8.930673867135118,0.0,0.870244505902547,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,10,9.472912385772144,0.0,-0.3422031821213845,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,18,11,10.0,0.5023365562973297,0.4174999361827029,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,0,0.0,0.053909364437313534,-0.014932377964042343,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,1,1.348418442762237,0.0,-0.490279163693588,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,2,2.537691494122983,0.0,0.16219254832135746,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,3,3.672847452456738,0.0,0.2014596344481872,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,4,4.044323701177586,0.0,0.18519858430462652,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,5,4.298055653587573,0.0,1.0293601372604992,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,6,5.025592221364907,0.0,-0.057306892507417995,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,7,6.412836329765561,0.0,-0.49369389975941436,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,8,8.6711861335171,0.0,-0.3987647147681776,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,9,8.869872849187804,0.0,-0.6402869493995225,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,10,9.732858771484873,0.0,0.20593077307392993,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,19,11,10.0,0.04048877862651158,0.508996975682948,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,0,0.0,0.06219390516208633,0.18909888171085398,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,1,0.20456287762649628,0.0,-0.11352483414266266,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,2,1.9568723063507376,0.0,-0.1470672302548514,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,3,2.592669367270908,0.0,0.08791674958053997,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,4,4.072322899624786,0.0,0.0298188504763913,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,5,5.7625538063444806,0.0,-0.011558374122348742,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,6,6.204886972327744,0.0,-1.0320263852030376,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,7,6.3069431699287755,0.0,0.4957943296592746,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,8,8.002505686848098,0.0,-0.3515251517050532,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,9,9.244036600767261,0.0,0.4677487229012819,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,10,9.34850878089257,0.0,0.04386187124520616,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,20,11,10.0,0.18434486917861453,0.2091078767828342,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,0,0.0,-0.09194576771083204,0.12762561213567183,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,1,1.6266366371638874,0.0,-0.2727900208316054,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,2,1.6770348910411914,0.0,-0.4155800061111195,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,3,1.7701881390310725,0.0,-0.5661169698001984,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,4,3.547380187459864,0.0,0.034927293838453374,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,5,4.22020518634736,0.0,-0.7918254903649042,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,6,5.379403995087033,0.0,0.7547258726554829,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,7,6.977882485917841,0.0,-0.09350366962121107,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,8,7.854099780237698,0.0,-0.45600527049433204,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,9,8.681488282022354,0.0,-0.6140906076035568,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,10,9.75068642551059,0.0,-0.11174214551860925,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,21,11,10.0,0.22271065922139058,0.31760014984930685,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,0,0.0,0.02379999363662247,-0.7015789740890742,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,1,2.3233936748109327,0.0,0.05317071593806243,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,2,3.014397360167802,0.0,-0.1888892480501777,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,3,3.8407419897889405,0.0,-0.2743484677855654,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,4,4.344046657419267,0.0,-0.0787965764423133,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,5,6.345018908581013,0.0,0.11305215429814643,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,6,6.861900593884341,0.0,-0.4616019542376575,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,7,7.687534725312726,0.0,-0.28624339513680064,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,8,7.776300369005068,0.0,-0.6909707659582178,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,9,7.830605128474634,0.0,0.1805720210245834,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,10,8.837049039081663,0.0,0.09823465640157819,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,22,11,10.0,0.19434192054448785,-0.003750865676224985,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,0,0.0,0.021089913561939025,0.005434982686854654,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,1,2.102789637006505,0.0,-0.11380599942052537,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,2,4.84737337199295,0.0,-0.12575466471669938,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,3,6.422933398149329,0.0,0.46261120536295464,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,4,6.664686962830192,0.0,-0.0320437706721402,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,5,6.767286215206168,0.0,-0.10841805122658456,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,6,7.427656487102792,0.0,0.6153509470337234,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,7,7.82320060510158,0.0,0.007771940070875717,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,8,8.751483201769593,0.0,-0.357438908564296,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,9,8.81494479593082,0.0,0.24805441996347125,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,10,9.719088181915648,0.0,0.002214601451956599,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,23,11,10.0,-0.08381418149460412,0.21552874754807316,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,0,0.0,0.07276160251074101,0.2733293855891118,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,1,0.4705621754968381,0.0,-0.8825694606247237,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,2,1.1473952704343704,0.0,0.1046002794410148,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,3,2.5709853314256104,0.0,0.48966172214913856,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,4,4.4467017674354015,0.0,0.4541261223320446,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,5,4.564441738042001,0.0,-0.3622290955147185,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,6,6.608709678188403,0.0,0.8388087832989207,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,7,7.369130991937132,0.0,-0.4229980893455164,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,8,8.341831882391478,0.0,-0.038360122281712386,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,9,8.480886193968447,0.0,0.5247588302536347,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,10,9.821857658691417,0.0,-0.18032510561532544,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+L,Difficult,test,24,11,10.0,-0.07888044906294316,0.32116902242784934,0,0,0,0.65,0.32,0.45,0.0,,,0.12,0.4,,0.0,0.0,0
OU+B,Easy,train,0,0,0.0,-0.19613742467928497,-0.19793947610879892,0,1,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,1,0.10640624737419224,0.0,-0.09477447431821233,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,2,0.23976820424708833,0.0,0.023256382205271545,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,3,0.33867726009797705,0.0,0.17790062062082607,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,4,0.4467169798265047,0.0,-0.04744059113241503,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,5,0.4726433249070128,0.0,0.03524377254719575,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,6,0.5351696411327977,0.0,-0.00767686570660887,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,7,1.3052455323709167,0.0,0.011826518046442447,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,8,1.3970240433159076,0.0,-0.02541283397698397,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,9,1.41885646949383,0.0,0.013660035928691416,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,10,1.5632922997008103,0.0,0.05511150995382599,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,11,2.0246997370033872,0.0,0.037197287591886154,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,12,2.034080034844349,0.0,0.01562246387732675,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,13,2.12395744285495,0.0,0.07169010078982843,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,14,2.2761781598297413,0.0,0.07091329280476279,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,15,2.4831744297615668,0.0,0.04221184084602652,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
OU+B,Easy,train,0,16,2.8016705825650865,0.0,0.08630415815911013,0,0,0,0.65,0.16,0.05,0.0,,,0.0,0.0,,1.4,0.12,1
