replicate_id,perturbation_type,perturbation_value,observation_noise_sd,sampling_interval_cv,missing_percentage,number_of_lineages,latent_dimension,jump_recovery,branch_accuracy,predictive_r2,runtime_seconds
N_LINEAGES_240p0_R22,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8299642724634799,0.010612979000143175
N_LINEAGES_240p0_R23,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8144477470026421,0.010612979000143175
N_LINEAGES_240p0_R24,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8276277628449273,0.010612979000143175
N_LINEAGES_240p0_R25,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8382309219031145,0.010612979000143175
N_LINEAGES_240p0_R26,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8217416670797432,0.010612979000143175
N_LINEAGES_240p0_R27,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8342793014439858,0.010612979000143175
N_LINEAGES_240p0_R28,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.825586656212126,0.010612979000143175
N_LINEAGES_240p0_R29,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8345859361969022,0.010612979000143175
N_LINEAGES_240p0_R30,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8223331555753403,0.010612979000143175
N_LINEAGES_240p0_R31,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8315589487795302,0.010612979000143175
N_LINEAGES_240p0_R32,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8359992046278258,0.010612979000143175
N_LINEAGES_240p0_R33,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8440204098705406,0.010612979000143175
N_LINEAGES_240p0_R34,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8222392801781329,0.010612979000143175
N_LINEAGES_240p0_R35,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8323095047110312,0.010612979000143175
N_LINEAGES_240p0_R36,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8058158618838542,0.010612979000143175
N_LINEAGES_240p0_R37,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8444510468789429,0.010612979000143175
N_LINEAGES_240p0_R38,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8310134292052355,0.010612979000143175
N_LINEAGES_240p0_R39,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.828189942538627,0.010612979000143175
N_LINEAGES_240p0_R40,n_lineages,240.0,0.15,0.2,5.0,240,4,1.0,1.0,0.8297478001092599,0.010612979000143175
OBSERVATION_NOISE_0p0_R01,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8897142228344043,0.006859833249109175
OBSERVATION_NOISE_0p0_R02,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9029885075576634,0.006859833249109175
OBSERVATION_NOISE_0p0_R03,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8916794530648343,0.006859833249109175
OBSERVATION_NOISE_0p0_R04,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8995109340814718,0.006859833249109175
OBSERVATION_NOISE_0p0_R05,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9093927722095138,0.006859833249109175
OBSERVATION_NOISE_0p0_R06,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9052744307264976,0.006859833249109175
OBSERVATION_NOISE_0p0_R07,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9052926026307238,0.006859833249109175
OBSERVATION_NOISE_0p0_R08,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8829380963696705,0.006859833249109175
OBSERVATION_NOISE_0p0_R09,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9006118637561665,0.006859833249109175
OBSERVATION_NOISE_0p0_R10,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8894172348796973,0.006859833249109175
OBSERVATION_NOISE_0p0_R11,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8918906076479578,0.006859833249109175
OBSERVATION_NOISE_0p0_R12,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.911646627856406,0.006859833249109175
OBSERVATION_NOISE_0p0_R13,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8932095752186912,0.006859833249109175
OBSERVATION_NOISE_0p0_R14,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.899875808900511,0.006859833249109175
OBSERVATION_NOISE_0p0_R15,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8955264005122872,0.006859833249109175
OBSERVATION_NOISE_0p0_R16,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8963670104369942,0.006859833249109175
OBSERVATION_NOISE_0p0_R17,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8874450365153287,0.006859833249109175
OBSERVATION_NOISE_0p0_R18,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8891974235569229,0.006859833249109175
OBSERVATION_NOISE_0p0_R19,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9066613140115416,0.006859833249109175
OBSERVATION_NOISE_0p0_R20,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8868893641151001,0.006859833249109175
OBSERVATION_NOISE_0p0_R21,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8977465695940011,0.006859833249109175
OBSERVATION_NOISE_0p0_R22,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.874136473860017,0.006859833249109175
OBSERVATION_NOISE_0p0_R23,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8969474585759538,0.006859833249109175
OBSERVATION_NOISE_0p0_R24,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8986137029358797,0.006859833249109175
OBSERVATION_NOISE_0p0_R25,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8925449180952229,0.006859833249109175
OBSERVATION_NOISE_0p0_R26,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8815668807903281,0.006859833249109175
OBSERVATION_NOISE_0p0_R27,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9059897968167852,0.006859833249109175
OBSERVATION_NOISE_0p0_R28,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9080252586935176,0.006859833249109175
OBSERVATION_NOISE_0p0_R29,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8835454140978901,0.006859833249109175
OBSERVATION_NOISE_0p0_R30,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9042548994339956,0.006859833249109175
OBSERVATION_NOISE_0p0_R31,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9042759949295696,0.006859833249109175
OBSERVATION_NOISE_0p0_R32,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8678501098096822,0.006859833249109175
OBSERVATION_NOISE_0p0_R33,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.909896630457238,0.006859833249109175
OBSERVATION_NOISE_0p0_R34,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9078873342601534,0.006859833249109175
OBSERVATION_NOISE_0p0_R35,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9097365331538504,0.006859833249109175
OBSERVATION_NOISE_0p0_R36,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.9081925198803572,0.006859833249109175
OBSERVATION_NOISE_0p0_R37,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8820065647761614,0.006859833249109175
OBSERVATION_NOISE_0p0_R38,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8922790448257392,0.006859833249109175
OBSERVATION_NOISE_0p0_R39,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8949502292756952,0.006859833249109175
OBSERVATION_NOISE_0p0_R40,observation_noise,0.0,0.0,0.2,5.0,120,4,1.0,1.0,0.8932688337873839,0.006859833249109175
OBSERVATION_NOISE_0p1_R01,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8615052198033379,0.006859833249109175
OBSERVATION_NOISE_0p1_R02,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8597946151901763,0.006859833249109175
OBSERVATION_NOISE_0p1_R03,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.859961753152876,0.006859833249109175
OBSERVATION_NOISE_0p1_R04,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8625695977329937,0.006859833249109175
OBSERVATION_NOISE_0p1_R05,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8526680406197473,0.006859833249109175
OBSERVATION_NOISE_0p1_R06,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8697573889762336,0.006859833249109175
OBSERVATION_NOISE_0p1_R07,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8418544942061814,0.006859833249109175
OBSERVATION_NOISE_0p1_R08,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8607574278976333,0.006859833249109175
OBSERVATION_NOISE_0p1_R09,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8665999301752424,0.006859833249109175
OBSERVATION_NOISE_0p1_R10,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8668024317096893,0.006859833249109175
OBSERVATION_NOISE_0p1_R11,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8810918777398205,0.006859833249109175
OBSERVATION_NOISE_0p1_R12,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8668407998695933,0.006859833249109175
OBSERVATION_NOISE_0p1_R13,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8867420195111281,0.006859833249109175
OBSERVATION_NOISE_0p1_R14,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8650439782976588,0.006859833249109175
OBSERVATION_NOISE_0p1_R15,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8702753972219954,0.006859833249109175
OBSERVATION_NOISE_0p1_R16,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8686639761135945,0.006859833249109175
OBSERVATION_NOISE_0p1_R17,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8375033482982328,0.006859833249109175
OBSERVATION_NOISE_0p1_R18,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8602041861332638,0.006859833249109175
OBSERVATION_NOISE_0p1_R19,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.849630592701855,0.006859833249109175
OBSERVATION_NOISE_0p1_R20,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8453739723008613,0.006859833249109175
OBSERVATION_NOISE_0p1_R21,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8797227009692173,0.006859833249109175
OBSERVATION_NOISE_0p1_R22,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8421184182810173,0.006859833249109175
OBSERVATION_NOISE_0p1_R23,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8759960807820892,0.006859833249109175
OBSERVATION_NOISE_0p1_R24,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8571547691903957,0.006859833249109175
OBSERVATION_NOISE_0p1_R25,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8527186883021144,0.006859833249109175
OBSERVATION_NOISE_0p1_R26,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8614929282909345,0.006859833249109175
OBSERVATION_NOISE_0p1_R27,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8580096692729697,0.006859833249109175
OBSERVATION_NOISE_0p1_R28,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.848857707791242,0.006859833249109175
OBSERVATION_NOISE_0p1_R29,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8628774158659255,0.006859833249109175
OBSERVATION_NOISE_0p1_R30,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8549022254673011,0.006859833249109175
OBSERVATION_NOISE_0p1_R31,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8582229785435678,0.006859833249109175
OBSERVATION_NOISE_0p1_R32,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8672507354015011,0.006859833249109175
OBSERVATION_NOISE_0p1_R33,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8427850544584059,0.006859833249109175
OBSERVATION_NOISE_0p1_R34,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8614463765929207,0.006859833249109175
OBSERVATION_NOISE_0p1_R35,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8660052932351482,0.006859833249109175
OBSERVATION_NOISE_0p1_R36,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.874708492980715,0.006859833249109175
OBSERVATION_NOISE_0p1_R37,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8706651125958159,0.006859833249109175
OBSERVATION_NOISE_0p1_R38,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8500462666542321,0.006859833249109175
OBSERVATION_NOISE_0p1_R39,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8774563307043223,0.006859833249109175
OBSERVATION_NOISE_0p1_R40,observation_noise,0.1,0.1,0.2,5.0,120,4,1.0,1.0,0.8330873643857705,0.006859833249109175
OBSERVATION_NOISE_0p2_R01,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7892979496599648,0.006859833249109175
OBSERVATION_NOISE_0p2_R02,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7979511601737523,0.006859833249109175
OBSERVATION_NOISE_0p2_R03,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,0.9916666666666668,0.7729465046458881,0.006859833249109175
OBSERVATION_NOISE_0p2_R04,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.806449096078588,0.006859833249109175
OBSERVATION_NOISE_0p2_R05,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7803694184942112,0.006859833249109175
OBSERVATION_NOISE_0p2_R06,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7979224825111938,0.006859833249109175
OBSERVATION_NOISE_0p2_R07,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8049797406412219,0.006859833249109175
OBSERVATION_NOISE_0p2_R08,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7721764210428272,0.006859833249109175
OBSERVATION_NOISE_0p2_R09,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8138634787967886,0.006859833249109175
OBSERVATION_NOISE_0p2_R10,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7851452175139121,0.006859833249109175
OBSERVATION_NOISE_0p2_R11,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7871649446010883,0.006859833249109175
OBSERVATION_NOISE_0p2_R12,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7844328076015386,0.006859833249109175
OBSERVATION_NOISE_0p2_R13,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7840119989238383,0.006859833249109175
OBSERVATION_NOISE_0p2_R14,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7848382288303073,0.006859833249109175
OBSERVATION_NOISE_0p2_R15,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7992938286246951,0.006859833249109175
OBSERVATION_NOISE_0p2_R16,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7936367192520516,0.006859833249109175
OBSERVATION_NOISE_0p2_R17,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7821392571526622,0.006859833249109175
OBSERVATION_NOISE_0p2_R18,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7797703262141717,0.006859833249109175
OBSERVATION_NOISE_0p2_R19,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7836401547037256,0.006859833249109175
OBSERVATION_NOISE_0p2_R20,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8016153305964453,0.006859833249109175
OBSERVATION_NOISE_0p2_R21,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7975828322939067,0.006859833249109175
OBSERVATION_NOISE_0p2_R22,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8073463778573924,0.006859833249109175
OBSERVATION_NOISE_0p2_R23,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7821733750186476,0.006859833249109175
OBSERVATION_NOISE_0p2_R24,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8057910348285812,0.006859833249109175
OBSERVATION_NOISE_0p2_R25,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7847005403691416,0.006859833249109175
OBSERVATION_NOISE_0p2_R26,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7850683367540132,0.006859833249109175
OBSERVATION_NOISE_0p2_R27,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7922133646861711,0.006859833249109175
OBSERVATION_NOISE_0p2_R28,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7970494552945654,0.006859833249109175
OBSERVATION_NOISE_0p2_R29,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7939665091948194,0.006859833249109175
OBSERVATION_NOISE_0p2_R30,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7798643617701291,0.006859833249109175
OBSERVATION_NOISE_0p2_R31,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7908667689308074,0.006859833249109175
OBSERVATION_NOISE_0p2_R32,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8059652525854175,0.006859833249109175
OBSERVATION_NOISE_0p2_R33,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.78316257166206,0.006859833249109175
OBSERVATION_NOISE_0p2_R34,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8068826830172818,0.006859833249109175
OBSERVATION_NOISE_0p2_R35,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7986066474952234,0.006859833249109175
OBSERVATION_NOISE_0p2_R36,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7883432540716846,0.006859833249109175
OBSERVATION_NOISE_0p2_R37,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8088000068304427,0.006859833249109175
OBSERVATION_NOISE_0p2_R38,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.8097520893050888,0.006859833249109175
OBSERVATION_NOISE_0p2_R39,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7857182649011243,0.006859833249109175
OBSERVATION_NOISE_0p2_R40,observation_noise,0.2,0.2,0.2,5.0,120,4,1.0,1.0,0.7835048369331493,0.006859833249109175
OBSERVATION_NOISE_0p35_R01,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6918124062531013,0.006859833249109175
OBSERVATION_NOISE_0p35_R02,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.65369348861508,0.006859833249109175
OBSERVATION_NOISE_0p35_R03,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.649697156055478,0.006859833249109175
OBSERVATION_NOISE_0p35_R04,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,0.9916666666666668,0.6493988624891539,0.006859833249109175
OBSERVATION_NOISE_0p35_R05,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6792705281077495,0.006859833249109175
OBSERVATION_NOISE_0p35_R06,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6713344913044398,0.006859833249109175
OBSERVATION_NOISE_0p35_R07,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,0.9916666666666668,0.6412614149247942,0.006859833249109175
OBSERVATION_NOISE_0p35_R08,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6604609105946235,0.006859833249109175
OBSERVATION_NOISE_0p35_R09,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6558299394945348,0.006859833249109175
OBSERVATION_NOISE_0p35_R10,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6361920543491786,0.006859833249109175
OBSERVATION_NOISE_0p35_R11,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6975421534466795,0.006859833249109175
OBSERVATION_NOISE_0p35_R12,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6694166111299413,0.006859833249109175
OBSERVATION_NOISE_0p35_R13,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6656701480332043,0.006859833249109175
OBSERVATION_NOISE_0p35_R14,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6877352990137643,0.006859833249109175
OBSERVATION_NOISE_0p35_R15,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6768516368820732,0.006859833249109175
OBSERVATION_NOISE_0p35_R16,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6337333627617173,0.006859833249109175
OBSERVATION_NOISE_0p35_R17,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6737111891292955,0.006859833249109175
OBSERVATION_NOISE_0p35_R18,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6697579592543459,0.006859833249109175
OBSERVATION_NOISE_0p35_R19,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6565788506391426,0.006859833249109175
OBSERVATION_NOISE_0p35_R20,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6641408413464492,0.006859833249109175
OBSERVATION_NOISE_0p35_R21,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6609394852250838,0.006859833249109175
OBSERVATION_NOISE_0p35_R22,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6666793103980095,0.006859833249109175
OBSERVATION_NOISE_0p35_R23,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6521121014012998,0.006859833249109175
OBSERVATION_NOISE_0p35_R24,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6725341924083935,0.006859833249109175
OBSERVATION_NOISE_0p35_R25,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6471060002224538,0.006859833249109175
OBSERVATION_NOISE_0p35_R26,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6675457701632506,0.006859833249109175
OBSERVATION_NOISE_0p35_R27,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6499110734662519,0.006859833249109175
OBSERVATION_NOISE_0p35_R28,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6804855580495317,0.006859833249109175
OBSERVATION_NOISE_0p35_R29,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6849315882000726,0.006859833249109175
OBSERVATION_NOISE_0p35_R30,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6607928727495733,0.006859833249109175
OBSERVATION_NOISE_0p35_R31,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.675733189649932,0.006859833249109175
OBSERVATION_NOISE_0p35_R32,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6705105032490895,0.006859833249109175
OBSERVATION_NOISE_0p35_R33,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,0.9916666666666668,0.6714500498953616,0.006859833249109175
OBSERVATION_NOISE_0p35_R34,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6406251884012448,0.006859833249109175
OBSERVATION_NOISE_0p35_R35,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6401881617688772,0.006859833249109175
OBSERVATION_NOISE_0p35_R36,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6667489934102275,0.006859833249109175
OBSERVATION_NOISE_0p35_R37,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6617082327126784,0.006859833249109175
OBSERVATION_NOISE_0p35_R38,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,0.9916666666666668,0.661393135443366,0.006859833249109175
OBSERVATION_NOISE_0p35_R39,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6812898049302951,0.006859833249109175
OBSERVATION_NOISE_0p35_R40,observation_noise,0.35,0.35,0.2,5.0,120,4,1.0,1.0,0.6601680284913474,0.006859833249109175
OBSERVATION_NOISE_0p5_R01,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5506547539454114,0.006859833249109175
OBSERVATION_NOISE_0p5_R02,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.515709650789282,0.006859833249109175
OBSERVATION_NOISE_0p5_R03,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5622562229057406,0.006859833249109175
OBSERVATION_NOISE_0p5_R04,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,0.9833333333333332,0.5358594342109098,0.006859833249109175
OBSERVATION_NOISE_0p5_R05,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,0.9916666666666668,0.511125848421145,0.006859833249109175
OBSERVATION_NOISE_0p5_R06,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5633002174718195,0.006859833249109175
OBSERVATION_NOISE_0p5_R07,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5460751108108568,0.006859833249109175
OBSERVATION_NOISE_0p5_R08,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5657371032749078,0.006859833249109175
OBSERVATION_NOISE_0p5_R09,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,0.9916666666666668,0.5408029160193983,0.006859833249109175
OBSERVATION_NOISE_0p5_R10,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.521902195228148,0.006859833249109175
OBSERVATION_NOISE_0p5_R11,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.5307925257430797,0.006859833249109175
OBSERVATION_NOISE_0p5_R12,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,0.9916666666666668,0.5127773267277893,0.006859833249109175
OBSERVATION_NOISE_0p5_R13,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,0.9916666666666668,0.5206340814715351,0.006859833249109175
OBSERVATION_NOISE_0p5_R14,observation_noise,0.5,0.5,0.2,5.0,120,4,1.0,1.0,0.54926244710761,0.006859833249109175
