replicate_id,seed,n_observations,true_mu,estimated_mu,mu_lower_95,mu_upper_95,true_theta,estimated_theta,theta_lower_95,theta_upper_95,true_sigma,estimated_sigma,sigma_lower_95,sigma_upper_95,fit_success,convergence_status,runtime_seconds,sequence_index,spawn_key,child_state_uint32,rng_reconstruction,runtime_status
OU_N025_R027,20260805,25,1.64272177638582,2.13080035278927,1.75034864450843,2.5112520610701,0.507966853606774,1.33885813741584,0.025084381456135,2.65263189337554,0.896118361420101,0.786450505518323,0.517918390248076,1.05498262078857,TRUE,successful_fit,,26,"(26,)",722459123,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[26]),not_recorded_by_Figure_S2_script
OU_N025_R028,20260805,25,1.0473313116606,1.13867264845577,0.854470996769962,1.42287430014158,0.967491315918011,0.942012785614588,0,1.9391176117318,0.603642901197209,0.419445624378077,0.283483749187488,0.555407499568665,TRUE,successful_fit,,27,"(27,)",532809295,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[27]),not_recorded_by_Figure_S2_script
OU_N025_R029,20260805,25,0.379200868580883,0.518676815027392,0.248039282377371,0.789314347677413,0.639395105563439,1.00529449630347,0,2.13212981992708,0.517923722756092,0.427021773571009,0.282859835664111,0.571183711477907,TRUE,successful_fit,,28,"(28,)",2524652648,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[28]),not_recorded_by_Figure_S2_script
OU_N025_R030,20260805,25,-0.40853305220099,-0.496731544763018,-0.558904863390276,-0.434558226135761,0.481553193665705,4.09199127227405,0,8.85707851549139,0.267145749402966,0.31085774142031,0.166159315088737,0.455556167751884,TRUE,successful_fit,,29,"(29,)",2400190629,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[29]),not_recorded_by_Figure_S2_script
OU_N025_R031,20260805,25,0.406680514887666,0.265443537443033,-0.119982658291741,0.650869733177808,0.718153124765167,1.29968741431776,0,2.71407468178128,0.63749270888133,0.777769382663938,0.503179639654299,1.05235912567358,TRUE,successful_fit,,30,"(30,)",697410702,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[30]),not_recorded_by_Figure_S2_script
OU_N025_R032,20260805,25,0.570647524983235,0.717433728958767,0.355008827954535,1.079858629963,0.449888731037338,0.642406059540486,0,1.48878363803034,0.452753251890937,0.363815290815234,0.24718530161851,0.480445280011959,TRUE,successful_fit,,31,"(31,)",1925496482,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[31]),not_recorded_by_Figure_S2_script
OU_N025_R033,20260805,25,1.11885522833525,0.117466517380228,-0.24886207431574,0.483795109076196,0.336154904778857,1.43120191725439,0,2.93297882438763,0.731869919681181,0.770107846020492,0.506935024440878,1.03328066760011,TRUE,successful_fit,,32,"(32,)",961428310,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[32]),not_recorded_by_Figure_S2_script
OU_N025_R034,20260805,25,-0.807644371525418,-0.516736884039845,-0.957133288351138,-0.0763404797285518,0.929727358792267,1.53173518460547,0,3.10371319470756,0.725604485548163,1.04147687412481,0.661134876199098,1.42181887205053,TRUE,successful_fit,,33,"(33,)",2752819375,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[33]),not_recorded_by_Figure_S2_script
OU_N025_R035,20260805,25,0.13314412877729,0.698945763142937,0.308730578699612,1.08916094758626,0.68158302188742,1.15731313690459,0,2.50825020336105,0.649408907375295,0.674602821583224,0.443720251972502,0.905485391193947,TRUE,successful_fit,,34,"(34,)",905563065,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[34]),not_recorded_by_Figure_S2_script
OU_N025_R036,20260805,25,0.378246956076538,0.65471604920139,0.321580320959316,0.987851777443464,0.328295291529852,0.387340315193131,0,1.03157045898146,0.28778295199161,0.192860577257135,0.13348460216596,0.25223655234831,TRUE,successful_fit,,35,"(35,)",3336728789,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[35]),not_recorded_by_Figure_S2_script
OU_N025_R037,20260805,25,0.0524474855289727,0.139622236845006,-0.0174198705335198,0.296664344223532,1.38097955830166,1.65569057597733,0,3.3290274651152,0.37401210749648,0.394071569528747,0.249343484054707,0.538799655002786,TRUE,successful_fit,,36,"(36,)",1115825419,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[36]),not_recorded_by_Figure_S2_script
OU_N025_R038,20260805,25,0.107593288242598,0.237348616986994,-0.471223868176238,0.945921102150225,0.574273166659476,0.486272019926092,0,1.08941160940956,0.531041343952745,0.519836819969772,0.362092172779984,0.677581467159561,TRUE,successful_fit,,37,"(37,)",4209236425,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[37]),not_recorded_by_Figure_S2_script
OU_N025_R039,20260805,25,-0.884138065347434,-0.752782288987282,-1.40649066676431,-0.0990739112102587,1.22642808166819,0.754747278995573,0,1.67436757493153,0.697908046694874,0.739034213203139,0.504372572157534,0.973695854248744,TRUE,successful_fit,,38,"(38,)",1958277543,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[38]),not_recorded_by_Figure_S2_script
OU_N025_R040,20260805,25,-0.0232801523225886,-0.0562897081627072,-0.701441798120793,0.588862381795379,0.577388233909234,0.807783014614189,0,1.8456370308899,0.781916798661865,0.808163884402859,0.543810963199906,1.07251680560581,TRUE,successful_fit,,39,"(39,)",2852859683,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[39]),not_recorded_by_Figure_S2_script
OU_N025_R041,20260805,25,0.863900381539053,0.89808978519666,0.763796708888021,1.0323828615053,1.03642511270142,1.94924848949388,0,3.96620982941614,0.366500874887933,0.385774051628867,0.239018339702068,0.532529763555665,TRUE,successful_fit,,40,"(40,)",2224261417,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[40]),not_recorded_by_Figure_S2_script
OU_N025_R042,20260805,25,1.71952694280522,1.6638223808836,1.58551559868083,1.74212916308637,0.454125122011607,3.4721233407872,0.286607783627078,6.65763889794731,0.360198285981373,0.375116192200034,0.214768608563877,0.535463775836191,TRUE,successful_fit,,41,"(41,)",3907994052,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[41]),not_recorded_by_Figure_S2_script
OU_N025_R043,20260805,25,1.6954510422408,2.20338277137702,1.83708782812315,2.56967771463089,0.480192108078041,1.41919361536498,0.202519280412857,2.63586795031711,0.684177652971749,0.78377989055199,0.523642925548184,1.0439168555558,TRUE,successful_fit,,42,"(42,)",709315727,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[42]),not_recorded_by_Figure_S2_script
OU_N025_R044,20260805,25,0.56981977061134,0.873029230758341,0.467891882900577,1.27816657861611,0.362447316693337,0.473980235299187,0,1.18321370565085,0.361397498048686,0.281817233205694,0.193982620019598,0.369651846391789,TRUE,successful_fit,,43,"(43,)",970322932,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[43]),not_recorded_by_Figure_S2_script
OU_N025_R045,20260805,25,1.15885030635823,0.810377281853952,0.369957822827278,1.25079674088063,0.576739460221434,0.635615080702137,0,1.44359836260753,0.49747851517389,0.44608152777977,0.304767440322401,0.587395615237139,TRUE,successful_fit,,44,"(44,)",3347600977,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[44]),not_recorded_by_Figure_S2_script
OU_N025_R046,20260805,25,1.74311139105964,1.84870587818028,1.15224282298532,2.54516893337523,0.780834377645408,0.584232820837148,0,1.3608889683352,0.557644359796177,0.639252779053307,0.440577833719573,0.837927724387041,TRUE,successful_fit,,45,"(45,)",2242053229,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[45]),not_recorded_by_Figure_S2_script
OU_N025_R047,20260805,25,-1.24316324277039,-1.42381800512658,-1.78562889865233,-1.06200711160084,0.382666664728254,0.871601856712637,0,1.89339925738095,0.388586333858741,0.486288563820353,0.328699718601441,0.643877409039265,TRUE,successful_fit,,46,"(46,)",2767824752,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[46]),not_recorded_by_Figure_S2_script
OU_N025_R048,20260805,25,0.678281055229706,0.354874884894363,-0.210453251061767,0.920203020850494,0.481342357696689,0.650400290089305,0,1.440905487404,0.643573838153066,0.582761974061886,0.399064334016589,0.766459614107184,TRUE,successful_fit,,47,"(47,)",571358767,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[47]),not_recorded_by_Figure_S2_script
OU_N025_R049,20260805,25,1.5922520289354,1.38757666627361,1.20301879412659,1.57213453842064,0.461321099246807,2.09255667612371,0.0988039560039162,4.08630939624351,0.61980962155229,0.563601743785746,0.347129627590306,0.780073859981186,TRUE,successful_fit,,48,"(48,)",149994116,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[48]),not_recorded_by_Figure_S2_script
OU_N025_R050,20260805,25,0.147989169014673,0.254157808504524,-0.13910447114658,0.647420088155628,0.434680442306881,0.595351441143672,0,1.34981678942871,0.371042412507905,0.362305379241078,0.248360823007534,0.476249935474623,TRUE,successful_fit,,49,"(49,)",2769041360,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[49]),not_recorded_by_Figure_S2_script
OU_N025_R051,20260805,25,0.422620548166992,0.771932697138592,0.159847701372913,1.38401769290427,0.308914099673601,0.578881359264238,0,1.32096783247012,0.509141402129993,0.529878011148898,0.36505382969887,0.694702192598925,TRUE,successful_fit,,50,"(50,)",2505105755,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[50]),not_recorded_by_Figure_S2_script
OU_N025_R052,20260805,25,0.785870204044544,0.902475924439459,0.386056690547286,1.41889515833163,0.351928168258835,0.341177521357228,0,0.899707094820891,0.290202569686522,0.282995546233026,0.197506430178135,0.368484662287917,TRUE,successful_fit,,51,"(51,)",4240823178,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[51]),not_recorded_by_Figure_S2_script
OU_N025_R053,20260805,25,0.655040859248516,0.843778498779695,-1.65529315248729,3.34285015004668,0.351478876847398,0.221105330772887,0,0.828226048280407,0.753992414916165,0.802176738579802,0.556085051931019,1.04826842522859,TRUE,successful_fit,,52,"(52,)",2335426345,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[52]),not_recorded_by_Figure_S2_script
OU_N025_R054,20260805,25,0.0242380678564134,0.0430036861631659,-0.236629048880059,0.32263642120639,1.20070048805835,0.594734837705711,0,1.40616437163054,0.249170928192763,0.258465917210177,0.177044338204669,0.339887496215685,TRUE,successful_fit,,53,"(53,)",909436865,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[53]),not_recorded_by_Figure_S2_script
OU_N025_R055,20260805,25,-0.252361750617194,-0.544072443429004,-0.843254181884414,-0.244890704973595,0.789447920574446,1.62023880336435,0,3.29370035925219,0.702952092864655,0.736997157371425,0.467712607956033,1.00628170678682,TRUE,successful_fit,,54,"(54,)",3474991468,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[54]),not_recorded_by_Figure_S2_script
OU_N025_R056,20260805,25,-1.18040955726362,-0.934773467479278,-1.40190586331401,-0.467641071644551,0.4929634842095,0.639483866763292,0,1.40449501516505,0.479250647861834,0.475253782093561,0.325841513535611,0.624666050651511,TRUE,successful_fit,,55,"(55,)",3529078649,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[55]),not_recorded_by_Figure_S2_script
OU_N025_R057,20260805,25,-1.10923155217808,-0.719177538432989,-1.22636671966979,-0.211988357196187,0.328451197867793,0.40582778380171,0,1.01537258393614,0.353779233503863,0.32627220482474,0.226670094709427,0.425874314940053,TRUE,successful_fit,,56,"(56,)",147399555,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[56]),not_recorded_by_Figure_S2_script
OU_N025_R058,20260805,25,-0.622573416480238,-0.614341405446104,-0.753158658955876,-0.475524151936333,1.13341357952553,1.07203462267045,0,2.22211750174579,0.234912778571676,0.227646128250841,0.152603394556863,0.302688861944818,TRUE,successful_fit,,57,"(57,)",525543210,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[57]),not_recorded_by_Figure_S2_script
OU_N025_R059,20260805,25,0.735570466752416,0.425242344641931,-3.79240245213742,4.64288714142128,0.381886105979392,0.175265567547793,0,0.676117371968601,0.875874349731108,1.00072603797953,0.700281662229454,1.30117041372961,TRUE,successful_fit,,58,"(58,)",2014057640,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[58]),not_recorded_by_Figure_S2_script
OU_N025_R060,20260805,25,-0.863183551149518,-1.23864130945738,-1.65081514971414,-0.826467469200626,0.752384853459176,0.813632568960491,0.109089888697166,1.51817524922382,0.778136528155483,0.494401249171599,0.342687932786449,0.646114565556749,TRUE,successful_fit,,59,"(59,)",1786032819,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[59]),not_recorded_by_Figure_S2_script
OU_N025_R061,20260805,25,1.69607271789442,1.49540287775468,1.09715829006358,1.89364746544578,0.532668805929964,0.853324305499001,0,1.89286291265521,0.481801034806606,0.516819576713153,0.348573793983136,0.685065359443169,TRUE,successful_fit,,60,"(60,)",3387155390,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[60]),not_recorded_by_Figure_S2_script
OU_N025_R062,20260805,25,1.50301156042712,1.44682548393488,1.32760567137113,1.56604529649863,1.14958467172978,3.79329279461543,0,8.4966946438645,0.630490168304557,0.607379240761003,0.292116120059381,0.922642361462626,TRUE,successful_fit,,61,"(61,)",2218482782,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[61]),not_recorded_by_Figure_S2_script
OU_N025_R063,20260805,25,0.110752454066023,0.136456464512813,-0.094031458962938,0.366944387988565,0.694363213251181,1.12474373315641,0,2.42547857243413,0.343829056908117,0.399141967901218,0.26271266675568,0.535571269046756,TRUE,successful_fit,,62,"(62,)",1130943653,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[62]),not_recorded_by_Figure_S2_script
OU_N025_R064,20260805,25,0.154792379959468,0.414754327100821,0.21792029237225,0.611588361829392,1.08532801159865,3.33914867037142,0,7.06571348363967,0.8010347906247,0.871558430845084,0.476495814946261,1.26662104674391,TRUE,successful_fit,,63,"(63,)",3942213810,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[63]),not_recorded_by_Figure_S2_script
OU_N025_R065,20260805,25,1.27804795270922,1.36618045447046,0.774300862665743,1.95806004627518,0.836973815276588,0.302600794232629,0,0.922476504341083,0.358968885866246,0.276252029750534,0.191539526706476,0.360964532794592,TRUE,successful_fit,,64,"(64,)",2157405226,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[64]),not_recorded_by_Figure_S2_script
OU_N025_R066,20260805,25,0.262930231126218,0.475008243181172,0.197431214208643,0.752585272153702,0.398433546301827,1.59284301130687,0,3.22807517692305,0.710045099925077,0.677909180867473,0.429168909743968,0.926649451990977,TRUE,successful_fit,,65,"(65,)",1264070443,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[65]),not_recorded_by_Figure_S2_script
OU_N025_R067,20260805,25,0.816607893603321,0.606428383212312,0.399359971235778,0.813496795188845,0.625603284129452,2.33075192892862,0.169174120179679,4.49232973767757,0.655090204686876,0.658063674987241,0.420724166036083,0.8954031839384,TRUE,successful_fit,,66,"(66,)",2204693458,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[66]),not_recorded_by_Figure_S2_script
OU_N025_R068,20260805,25,0.325910402617886,0.47236752407751,0.0291134389220965,0.915621609232923,0.964238713262446,0.560223534440527,0,1.34366324422665,0.367194995000608,0.349382408603922,0.238712667591376,0.460052149616467,TRUE,successful_fit,,67,"(67,)",3711921879,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[67]),not_recorded_by_Figure_S2_script
OU_N025_R069,20260805,25,-0.985953397044676,-1.06697358558905,-1.17153611692264,-0.962411054255456,0.792865245401669,2.53323080471964,0,5.39176340204316,0.335875057767328,0.37096182879842,0.216893239493048,0.525030418103793,TRUE,successful_fit,,68,"(68,)",711528696,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[68]),not_recorded_by_Figure_S2_script
OU_N025_R070,20260805,25,0.0569004474243705,0.0328026628666906,-0.204782487905189,0.27038781363857,0.481932099201788,1.38257537304671,0,2.8469335401611,0.436381851554652,0.491753688750913,0.322416591455322,0.661090786046504,TRUE,successful_fit,,69,"(69,)",2513538549,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[69]),not_recorded_by_Figure_S2_script
OU_N025_R071,20260805,25,0.170707480339032,0.128158037299285,-0.047935868116939,0.304251942715509,0.501512129323504,1.27344431569725,0,2.56546826500213,0.436155584156086,0.342994510901981,0.226531969082496,0.459457052721466,TRUE,successful_fit,,70,"(70,)",484937114,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[70]),not_recorded_by_Figure_S2_script
OU_N025_R072,20260805,25,-0.49927951152278,-0.382656141268616,-0.840455346961048,0.0751430644238164,0.952940538137977,0.616038296174794,0,1.42680519474652,0.477411385430314,0.445291585623189,0.303965323750724,0.586617847495654,TRUE,successful_fit,,71,"(71,)",625319931,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[71]),not_recorded_by_Figure_S2_script
OU_N025_R073,20260805,25,1.07074117035133,0.92677558099098,0.530543011151016,1.32300815083094,0.434740379625005,0.81307262537556,0,1.93724336450061,0.400384036901102,0.472899571154752,0.313016504074844,0.632782638234661,TRUE,successful_fit,,72,"(72,)",3571366072,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[72]),not_recorded_by_Figure_S2_script
OU_N025_R074,20260805,25,-0.878842876465413,-0.726318668861193,-0.903627579583334,-0.549009758139052,0.376142536919373,0.991201269126287,0,2.03382775188207,0.211188584145299,0.248152079491144,0.16744008383034,0.328864075151947,TRUE,successful_fit,,73,"(73,)",229315707,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[73]),not_recorded_by_Figure_S2_script
OU_N025_R075,20260805,25,0.0842409018053463,0.343913005267358,0.0586452810420635,0.629180729492653,0.976483108744363,1.78323299397994,0,3.64584796037314,0.630283211889532,0.768146249139328,0.477934825265107,1.05835767301355,TRUE,successful_fit,,74,"(74,)",539885261,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[74]),not_recorded_by_Figure_S2_script
OU_N025_R076,20260805,25,-0.333107861281289,-0.495120981704366,-0.795104955610791,-0.19513700779794,0.796817955522454,1.93847387505157,0,3.91500249014709,0.7041324183929,0.88636130329384,0.538087769882336,1.23463483670535,TRUE,successful_fit,,75,"(75,)",1145627973,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[75]),not_recorded_by_Figure_S2_script
OU_N025_R077,20260805,25,0.0314596201350693,0.273176730294655,-0.100194368232881,0.646547828822192,0.390321054061503,0.664685070668507,0,1.47558999966111,0.402754725048444,0.374904762225132,0.255996340425836,0.493813184024429,TRUE,successful_fit,,76,"(76,)",1349791849,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[76]),not_recorded_by_Figure_S2_script
OU_N025_R078,20260805,25,-0.8019104482289,-0.796053132180981,-1.16823743199227,-0.423868832369688,1.19103930467742,1.29141406456816,0.0336103835898001,2.54921774554652,0.657954204132798,0.732532914810355,0.482858028163383,0.982207801457327,TRUE,successful_fit,,77,"(77,)",1056865539,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[77]),not_recorded_by_Figure_S2_script
OU_N025_R079,20260805,25,0.902181837263897,1.41161666861406,1.17797729490051,1.64525604232761,0.750187917073943,0.777252893550752,0,1.85323805890499,0.414987503549816,0.283633951229644,0.188870391358987,0.378397511100301,TRUE,successful_fit,,78,"(78,)",911594215,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[78]),not_recorded_by_Figure_S2_script
OU_N025_R080,20260805,25,-0.331875619511,-0.196207185166528,-0.768991142156595,0.37657677182354,1.01461703434982,0.828229562462418,0,1.78793538204102,0.664183165859506,0.752014771067143,0.504641677789431,0.999387864344855,TRUE,successful_fit,,79,"(79,)",615430272,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[79]),not_recorded_by_Figure_S2_script
OU_N025_R081,20260805,25,1.33981451694912,1.04897925905992,0.836609367724787,1.26134915039505,0.336576764708281,1.48095033558494,0.0580138982736862,2.90388677289619,0.516875423135433,0.469895098724198,0.308754081843736,0.63103611560466,TRUE,successful_fit,,80,"(80,)",3806314122,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[80]),not_recorded_by_Figure_S2_script
OU_N025_R082,20260805,25,0.637292576643732,0.737012393238472,0.486201911614794,0.987822874862151,0.88999098000696,1.26027420946009,0,2.67234487436712,0.427399187070436,0.458400245461428,0.305744602287067,0.611055888635789,TRUE,successful_fit,,81,"(81,)",2192888819,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[81]),not_recorded_by_Figure_S2_script
OU_N025_R083,20260805,25,1.07832604619249,1.00888810397521,0.651177129933634,1.36659907801678,0.67056210523237,0.866832326786242,0,2.18348570938543,0.422541151746938,0.443517338685012,0.293728784584175,0.59330589278585,TRUE,successful_fit,,82,"(82,)",1427620977,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[82]),not_recorded_by_Figure_S2_script
OU_N025_R084,20260805,25,0.0412635779648648,0.0933723940000665,-0.0961744051819207,0.282919193182054,0.993870363120697,2.65323765708386,0,5.55506590993807,0.577154838441834,0.72421893426813,0.411290786646359,1.0371470818899,TRUE,successful_fit,,83,"(83,)",3356841053,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[83]),not_recorded_by_Figure_S2_script
OU_N025_R085,20260805,25,1.23320432561034,1.20205708351695,0.823977021968326,1.58013714506556,0.864745831759452,1.23835959401883,0.0608371224547657,2.41588206558289,0.643952224664071,0.706032904516916,0.474533444350546,0.937532364683286,TRUE,successful_fit,,84,"(84,)",3232096941,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[84]),not_recorded_by_Figure_S2_script
OU_N025_R086,20260805,25,-0.234453276081242,-0.709765735575361,-1.1440825311752,-0.275448939975519,1.07667107729335,1.41043786531192,0,2.915328770033,0.808665075453617,0.926610992253862,0.602697107432801,1.25052487707492,TRUE,successful_fit,,85,"(85,)",3732519763,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[85]),not_recorded_by_Figure_S2_script
OU_N025_R087,20260805,25,1.43612590601555,0.959222442731921,-1.60640751382246,3.5248523992863,0.350646426361551,0.169813894627648,0,0.60031490106622,0.464701924431151,0.485698748585921,0.342105770531617,0.629291726640224,TRUE,successful_fit,,86,"(86,)",2998128219,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[86]),not_recorded_by_Figure_S2_script
OU_N025_R088,20260805,25,1.48801941301131,1.57135242965736,0.99185588262074,2.15084897669397,0.564468988688667,0.88618185516959,0,1.93600033290904,0.699526353624438,0.804344333999113,0.534957410845131,1.0737312571531,TRUE,successful_fit,,87,"(87,)",1145132762,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[87]),not_recorded_by_Figure_S2_script
OU_N025_R089,20260805,25,-1.22248015348475,-1.22343929073197,-1.67409991635792,-0.772778665106011,0.334993278939144,0.829272112446946,0,1.7622071004749,0.683192398045132,0.587513579053868,0.397562094653145,0.777465063454591,TRUE,successful_fit,,88,"(88,)",2069193880,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[88]),not_recorded_by_Figure_S2_script
OU_N025_R090,20260805,25,0.344415242774384,0.0856924039870848,-0.321919627635826,0.493304435609995,0.466232326714872,1.05112877723774,0,2.26472026368052,0.741855512891559,0.660417752104294,0.436542887199775,0.884292617008813,TRUE,successful_fit,,89,"(89,)",2139075093,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[89]),not_recorded_by_Figure_S2_script
OU_N025_R091,20260805,25,0.362544876378516,0.617656142840293,0.326584096033257,0.908728189647328,0.529865797827946,0.913857410075583,0,1.95372331018776,0.541875709057719,0.412983702453056,0.2762417457396,0.549725659166511,TRUE,successful_fit,,90,"(90,)",3455529551,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[90]),not_recorded_by_Figure_S2_script
OU_N025_R092,20260805,25,1.19779336303819,1.20931194977907,0.762697884044016,1.65592601551412,0.91517721418912,1.14844614056467,0,2.39497463121723,0.753577804560989,0.784931700400746,0.522713089425493,1.047150311376,TRUE,successful_fit,,91,"(91,)",1852503263,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[91]),not_recorded_by_Figure_S2_script
OU_N025_R093,20260805,25,-0.359643260008854,-0.68006481580493,-1.12824083045332,-0.231888801156539,0.472684506477592,0.664131879965446,0,1.43444816781191,0.462755843707355,0.469143180867589,0.322145765670372,0.616140596064805,TRUE,successful_fit,,92,"(92,)",3297631443,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[92]),not_recorded_by_Figure_S2_script
OU_N025_R094,20260805,25,1.50767497481128,1.80544836720674,1.14158922100397,2.46930751340952,1.03229670553108,0.735451068341288,0,1.59209199882544,0.794972938820536,0.768891572704935,0.524800644639589,1.01298250077028,TRUE,successful_fit,,93,"(93,)",2268057410,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[93]),not_recorded_by_Figure_S2_script
OU_N025_R095,20260805,25,-0.803377645397241,-0.757864340189255,-0.811495538043338,-0.704233142335172,0.763052488045139,4.54699851048862,0.473576228759084,8.62042079221816,0.247284837707684,0.296797322784734,0.174497798132398,0.41909684743707,TRUE,successful_fit,,94,"(94,)",2589933108,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[94]),not_recorded_by_Figure_S2_script
OU_N025_R096,20260805,25,1.27932166444222,1.26611510003332,1.08411168465165,1.448118515415,0.915308273628276,1.5030867409404,0,3.02503731879243,0.35118633997454,0.410092833039968,0.266736045864042,0.553449620215894,TRUE,successful_fit,,95,"(95,)",856118389,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[95]),not_recorded_by_Figure_S2_script
OU_N025_R097,20260805,25,0.517759408414531,0.53428675776969,0.428525275713295,0.640048239826085,1.39090783527326,2.00793376035756,0.0551653472886775,3.96070217342644,0.296926243602807,0.297990475158078,0.191888989692923,0.404091960623234,TRUE,successful_fit,,96,"(96,)",1293532032,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[96]),not_recorded_by_Figure_S2_script
OU_N025_R098,20260805,25,-1.10675159603678,-1.25922735171993,-1.83868957774182,-0.679765125698043,0.821897260470797,0.812390027537172,0,1.67632018363662,0.886982490519599,0.743294195579316,0.50569886897765,0.980889522180982,TRUE,successful_fit,,97,"(97,)",161394534,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[97]),not_recorded_by_Figure_S2_script
OU_N025_R099,20260805,25,0.333916220054699,1.13605684694294,0.745323949756033,1.52678974412986,0.464414462896643,1.08057282269544,0,2.27363650171005,0.553340597006177,0.662914818996536,0.437050989574345,0.888778648418728,TRUE,successful_fit,,98,"(98,)",891070820,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[98]),not_recorded_by_Figure_S2_script
OU_N025_R100,20260805,25,-0.956666000236311,-1.57999138535685,-2.36516603358002,-0.794816737133689,0.337113634112464,0.571239518223016,0,1.32415375877631,0.598756631245326,0.714600788220391,0.490916897162309,0.938284679278474,TRUE,successful_fit,,99,"(99,)",2816530863,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[99]),not_recorded_by_Figure_S2_script
OU_N025_R101,20260805,25,0.851787866695008,1.23058844534733,0.958794509212922,1.50238238148174,0.929427330100878,2.62623631104749,0.346596885778738,4.90587573631624,0.887155156950118,1.02321188236523,0.635072176603333,1.41135158812713,TRUE,successful_fit,,100,"(100,)",1682602526,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[100]),not_recorded_by_Figure_S2_script
