replicate_id,seed,n_observations,true_mu,estimated_mu,mu_lower_95,mu_upper_95,true_theta,estimated_theta,theta_lower_95,theta_upper_95,true_sigma,estimated_sigma,sigma_lower_95,sigma_upper_95,fit_success,convergence_status,runtime_seconds,sequence_index,spawn_key,child_state_uint32,rng_reconstruction,runtime_status
OU_N025_R012,20260805,25,-0.73307995347581,-1.07757401511576,-1.94678267019721,-0.20836536003431,0.812880978030737,0.342746243655553,0,0.930755596627646,0.444841923160263,0.375385145830983,0.261022114116061,0.489748177545905,TRUE,successful_fit,,11,"(11,)",4075485789,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[11]),not_recorded_by_Figure_S2_script
OU_N025_R013,20260805,25,1.73090947614274,1.57461956268053,1.36258197224802,1.78665715311304,1.04613141541234,2.52062296987668,0.0303134865343124,5.01093245321905,0.487576084931103,0.788627847513735,0.463477568042207,1.11377812698526,TRUE,successful_fit,,12,"(12,)",1734295287,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[12]),not_recorded_by_Figure_S2_script
OU_N025_R014,20260805,25,1.2099061678304,0.62886623649035,-0.976525018422454,2.23425749140315,0.396486120817547,0.270921928772966,0,0.758007011629493,0.63963317932692,0.655707121544135,0.460122842274465,0.851291400813805,TRUE,successful_fit,,13,"(13,)",4050829272,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[13]),not_recorded_by_Figure_S2_script
OU_N025_R015,20260805,25,0.414092565912971,0.538834549360894,0.38147755015058,0.696191548571208,1.00910000493004,1.67140353880637,0,3.41940144697831,0.409222266533363,0.379884076433668,0.241233821036757,0.518534331830579,TRUE,successful_fit,,14,"(14,)",863719853,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[14]),not_recorded_by_Figure_S2_script
OU_N025_R016,20260805,25,1.31701527915248,1.13817618774912,0.384342832011787,1.89200954348645,1.05231906450686,0.63156309207165,0,1.46578782605757,0.627166890258045,0.749660107278951,0.510600899672881,0.98871931488502,TRUE,successful_fit,,15,"(15,)",251390282,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[15]),not_recorded_by_Figure_S2_script
OU_N025_R017,20260805,25,0.882273434462524,0.934555557186257,0.75582865419497,1.11328246017754,0.86671013575517,1.34662397535153,0,2.99015506052403,0.372835726939992,0.352035254553273,0.22047875965986,0.483591749446686,TRUE,successful_fit,,16,"(16,)",3205418113,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[16]),not_recorded_by_Figure_S2_script
OU_N025_R018,20260805,25,-0.973184369564328,-0.940758080997353,-1.28274335734675,-0.598772804647956,0.533962611059358,1.31086199758887,0,2.73225222730571,0.62559137440843,0.677183563938913,0.439113965829869,0.915253162047957,TRUE,successful_fit,,17,"(17,)",3442792960,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[17]),not_recorded_by_Figure_S2_script
OU_N025_R019,20260805,25,0.537976959999441,0.6709637365225,0.519774806034444,0.822152667010557,1.00891643656468,2.933388553187,0,6.01861449147394,0.509970368869233,0.590501569397759,0.3479664119237,0.833036726871818,TRUE,successful_fit,,18,"(18,)",217835889,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[18]),not_recorded_by_Figure_S2_script
OU_N025_R020,20260805,25,1.20600361793726,1.08739223524942,1.00418862713577,1.17059584336307,0.405240535580235,2.19308534787824,0,4.66372949601105,0.233055041039876,0.249155146895521,0.15178589080883,0.346524402982212,TRUE,successful_fit,,19,"(19,)",2615534499,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[19]),not_recorded_by_Figure_S2_script
OU_N025_R021,20260805,25,-0.684554760297226,-0.927645595218909,-1.46757474009783,-0.387716450339991,1.13865398239111,0.971211150333205,0,2.18613234053684,0.725319646376215,0.810390250433772,0.537003773714775,1.08377672715277,TRUE,successful_fit,,20,"(20,)",1478138432,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[20]),not_recorded_by_Figure_S2_script
OU_N025_R022,20260805,25,1.62608063561332,1.41258029314331,1.06893338216915,1.75622720411746,0.633759365419759,0.490304886271025,0,1.18784772667459,0.281280618358779,0.266483576491338,0.1836978027579,0.349269350224776,TRUE,successful_fit,,21,"(21,)",2729924504,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[21]),not_recorded_by_Figure_S2_script
OU_N025_R023,20260805,25,0.202646742940098,0.121284027205153,-0.322979528932715,0.565547583343021,0.415076817904803,1.19370041087059,0,2.70580864031835,0.637025585867971,0.820681337889958,0.51799066129892,1.123372014481,TRUE,successful_fit,,22,"(22,)",1768946074,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[22]),not_recorded_by_Figure_S2_script
OU_N025_R024,20260805,25,-1.24037259982964,-1.14477863583351,-1.23211345355574,-1.05744381811128,1.3796998944724,2.78055392025984,0,5.59770465742509,0.31839779910303,0.346868294707998,0.198208067932739,0.495528521483257,TRUE,successful_fit,,23,"(23,)",704437506,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[23]),not_recorded_by_Figure_S2_script
OU_N025_R025,20260805,25,1.56947645575855,1.41430972311251,0.864559563690922,1.96405988253409,0.431026061601839,0.846797966305642,0,1.78582067667069,0.891538354041959,0.700019731071204,0.475353045240353,0.924686416902055,TRUE,successful_fit,,24,"(24,)",1058117336,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[24]),not_recorded_by_Figure_S2_script
OU_N025_R026,20260805,25,-0.28388059222709,-0.569909228045295,-1.21201603408835,0.0721975779977621,0.437749507555101,0.615084141696613,0,1.26430140740333,0.700158528427323,0.514742232057676,0.357568318274127,0.671916145841224,TRUE,successful_fit,,25,"(25,)",3737085062,np.random.default_rng(np.random.SeedSequence(20260805).spawn(360)[25]),not_recorded_by_Figure_S2_script
